size,files
1963.0,591
1964.0,1197
1965.0,53
1966.0,65
1967.0,37
1968.0,654
1969.0,189
1970.0,647
1971.0,213
1972.0,73
1973.0,169
1974.0,163
1975.0,73
1976.0,62
1977.0,69
1978.0,142
1979.0,672
1980.0,171
1981.0,37
1982.0,153
1983.0,128
1984.0,412
1985.0,73
1986.0,132
1987.0,104
1988.0,226
1989.0,289
1990.0,50
1991.0,119
1992.0,727
1993.0,56
1994.0,424
1995.0,132
1996.0,25
1997.0,153
1998.0,315
1999.0,176
2000.0,477
2001.0,68
2002.0,121
2003.0,82
2004.0,61
2005.0,611
2006.0,212
2007.0,291
2008.0,197
2009.0,98
2010.0,244
2011.0,47
2012.0,32
2013.0,88
2014.0,618
2015.0,321
2016.0,85
2017.0,863
2018.0,731
2019.0,186
2020.0,1077
2021.0,85
2022.0,422
2023.0,30
2024.0,109
2025.0,98
2026.0,42
2027.0,57
2028.0,287
2029.0,85
2030.0,349
2031.0,427
2032.0,590
2033.0,42
2034.0,209
2035.0,74
2036.0,92
2037.0,81
2038.0,106
2039.0,33
2040.0,1287
2041.0,411
2042.0,61
2043.0,574
2044.0,55
2045.0,87
2046.0,653
2047.0,632
2048.0,618
2049.0,125
2050.0,132
2051.0,1531
2052.0,638
2053.0,740
2054.0,121
2055.0,97
2056.0,106
2057.0,686
2058.0,26
2059.0,622
2060.0,240
2061.0,108
2062.0,52
2063.0,89
2064.0,73
2065.0,610
2066.0,1008
2067.0,561
2068.0,133
2069.0,444
2070.0,266
2071.0,275
2072.0,1340
2073.0,359
2074.0,139
2075.0,1288
2076.0,37
2077.0,573
2078.0,26
2079.0,94
2080.0,106
2081.0,40
2082.0,811
2083.0,31
2084.0,89
2085.0,246
2086.0,673
2087.0,1752
2088.0,458
2089.0,551
2090.0,89
2091.0,104
2092.0,40
2093.0,593
2094.0,579
2095.0,1290
2096.0,164
2097.0,427
2098.0,51
2099.0,50
2100.0,547
2101.0,216
2102.0,61
2103.0,13
2104.0,1091
2105.0,16
2106.0,586
2107.0,103
2108.0,71
2109.0,54
2110.0,306
2111.0,8
2112.0,542
2113.0,1075
2114.0,1152
2115.0,35
2116.0,1147
2117.0,1527
2118.0,595
2119.0,47
2120.0,1705
2121.0,1192
2122.0,62
2123.0,91
2124.0,18
2125.0,85
2126.0,54
2127.0,13
2128.0,669
2129.0,219
2130.0,109
2131.0,141
2132.0,110
2133.0,128
2134.0,115
2135.0,73
2136.0,549
2137.0,66
2138.0,126
2139.0,41
2140.0,197
2141.0,495
2142.0,140
2143.0,89
2144.0,43
2145.0,77
2146.0,120
2147.0,144
2148.0,131
2149.0,85
2150.0,317
2151.0,147
2152.0,44
2153.0,95
2154.0,131
2155.0,140
2156.0,74
2157.0,51
2158.0,110
2159.0,64
2160.0,130
2161.0,23
2162.0,67
2163.0,94
2164.0,95
2165.0,43
2166.0,77
2167.0,57
2168.0,19
2169.0,475
2170.0,83
2171.0,90
2172.0,35
2173.0,71
2174.0,28
2175.0,101
2176.0,173
2177.0,98
2178.0,257
2179.0,41
2180.0,60
2181.0,147
2182.0,97
2183.0,224
2184.0,41
2185.0,17
2186.0,19
2187.0,39
2188.0,58
2189.0,43
2190.0,594
2191.0,52
2192.0,40
2193.0,634
2194.0,124
2195.0,34
2196.0,64
2197.0,29
2198.0,49
2199.0,153
2200.0,129
2201.0,10
2202.0,63
2203.0,87
2204.0,29
2205.0,23
2206.0,72
2207.0,32
2208.0,149
2209.0,31
2210.0,388
2211.0,90
2212.0,48
2213.0,9
2214.0,150
2215.0,43
2216.0,87
2217.0,16
2218.0,362
2219.0,913
2220.0,863
2221.0,67
2222.0,37
2223.0,22
2224.0,211
2225.0,105
2226.0,79
2227.0,72
2228.0,45
2229.0,54
2230.0,19
2231.0,58
2232.0,133
2233.0,56
2234.0,82
2235.0,143
2236.0,143
2237.0,67
2238.0,90
2239.0,50
2240.0,32
2241.0,31
2242.0,83
2243.0,68
2244.0,58
2245.0,34
2246.0,95
2247.0,1075
2248.0,18
2249.0,63
2250.0,74
2251.0,55
2252.0,33
2253.0,68
2254.0,45
2255.0,61
2256.0,45
2257.0,36
2258.0,43
2259.0,33
2260.0,36
2261.0,23
2262.0,87
2263.0,29
2264.0,19
2265.0,30
2266.0,8
2267.0,66
2268.0,62
2269.0,37
2270.0,213
2271.0,180
2272.0,307
2273.0,24
2274.0,60
2275.0,190
2276.0,628
2277.0,76
2278.0,215
2279.0,29
2280.0,26
2281.0,776
2282.0,90
2283.0,9
2284.0,47
2285.0,35
2286.0,108
2287.0,48
2288.0,168
2289.0,123
2290.0,69
2291.0,22
2292.0,55
2293.0,53
2294.0,311
2295.0,38
2296.0,378
2297.0,33
2298.0,103
2299.0,80
2300.0,219
2301.0,123
2302.0,10
2303.0,18
2304.0,34
2305.0,53
2306.0,18
2307.0,89
2308.0,190
2309.0,17
2310.0,93
2311.0,54
2312.0,49
2313.0,59
2314.0,73
2315.0,95
2316.0,606
2317.0,62
2318.0,13
2319.0,58
2320.0,22
2321.0,53
2322.0,64
2323.0,8
2324.0,27
2325.0,21
2326.0,6
2327.0,23
2328.0,105
2329.0,15
2330.0,71
2331.0,50
2332.0,31
2333.0,35
2334.0,74
2335.0,69
2336.0,21
2337.0,9
2338.0,18
2339.0,54
2340.0,259
2341.0,260
2342.0,567
2343.0,26
2344.0,222
2345.0,110
2346.0,151
2347.0,551
2348.0,149
2349.0,186
2350.0,1074
2351.0,87
2352.0,29
2353.0,33
2354.0,100
2355.0,29
2356.0,160
2357.0,243
2358.0,76
2359.0,17
2360.0,20
2361.0,47
2362.0,61
2363.0,52
2364.0,171
2365.0,11
2366.0,24
2367.0,198
2368.0,9
2369.0,197
2370.0,81
2371.0,154
2372.0,68
2373.0,15
2374.0,81
2375.0,58
2376.0,74
2377.0,112
2378.0,45
2379.0,78
2380.0,30
2381.0,27
2382.0,100
2383.0,11
2384.0,179
2385.0,17
2386.0,127
2387.0,10
2388.0,118
2389.0,100
2390.0,91
2391.0,125
2392.0,1289
2393.0,92
2394.0,64
2395.0,13
2396.0,120
2397.0,25
2398.0,105
2399.0,21
2400.0,17
2401.0,17
2402.0,47
2403.0,678
2404.0,35
2405.0,96
2406.0,18
2407.0,115
2408.0,126
2409.0,19
2410.0,71
2411.0,144
2412.0,17
2413.0,118
2414.0,53
2415.0,67
2416.0,100
2417.0,40
2418.0,11
2419.0,828
2420.0,129
2421.0,91
2422.0,11
2423.0,97
2424.0,11
2425.0,20
2426.0,516
2427.0,12
2428.0,54
2429.0,21
2430.0,121
2431.0,81
2432.0,6
2433.0,26
2434.0,23
2435.0,63
2436.0,115
2437.0,83
2438.0,32
2439.0,38
2440.0,24
2441.0,34
2442.0,280
2443.0,3
2444.0,39
2445.0,15
2446.0,30
2447.0,4
2448.0,16
2449.0,16
2450.0,27
2451.0,285
2452.0,25
2453.0,18
2454.0,29
2455.0,62
2456.0,45
2457.0,42
2458.0,9
2459.0,398
2460.0,45
2461.0,47
2462.0,19
2463.0,176
2464.0,58
2465.0,680
2466.0,340
2467.0,31
2468.0,576
2469.0,25
2470.0,70
2471.0,74
2472.0,165
2473.0,215
2474.0,83
2475.0,18
2476.0,51
2477.0,21
2478.0,14
2479.0,9
2480.0,21
2481.0,70
2482.0,28
2483.0,108
2484.0,23
2485.0,60
2486.0,80
2487.0,232
2488.0,10
2489.0,1001
2490.0,16
2491.0,39
2492.0,61
2493.0,28
2494.0,35
2495.0,77
2496.0,27
2497.0,53
2498.0,15
2499.0,65
2500.0,94
2501.0,161
2502.0,75
2503.0,372
2504.0,6
2505.0,195
2506.0,22
2507.0,27
2508.0,34
2509.0,14
2510.0,8
2511.0,48
2512.0,138
2513.0,146
2514.0,244
2515.0,123
2516.0,120
2517.0,67
2518.0,28
2519.0,35
2520.0,11
2521.0,103
2522.0,13
2523.0,58
2524.0,70
2525.0,26
2526.0,3
2527.0,134
2528.0,35
2529.0,536
2530.0,27
2531.0,21
2532.0,135
2533.0,49
2534.0,10
2535.0,64
2536.0,172
2537.0,129
2538.0,67
2539.0,31
2540.0,164
2541.0,165
2542.0,72
2543.0,70
2544.0,75
2545.0,45
2546.0,80
2547.0,150
2548.0,104
2549.0,22
2550.0,9
2551.0,90
2552.0,14
2553.0,24
2554.0,83
2555.0,4
2556.0,122
2557.0,30
2558.0,286
2559.0,45
2560.0,237
2561.0,53
2562.0,220
2563.0,127
2564.0,115
2565.0,16
2566.0,45
2567.0,63
2568.0,66
2569.0,68
2570.0,526
2571.0,143
2572.0,125
2573.0,22
2574.0,10
2575.0,323
2576.0,773
2577.0,14
2578.0,65
2579.0,438
2580.0,22
2581.0,26
2582.0,275
2583.0,98
2584.0,233
2585.0,46
2586.0,176
2587.0,8
2588.0,36
2589.0,42
2590.0,8
2591.0,135
2592.0,19
2593.0,254
2594.0,145
2595.0,36
2596.0,170
2597.0,12
2598.0,28
2599.0,383
2600.0,13
2601.0,25
2602.0,50
2603.0,80
2604.0,23
2605.0,42
2606.0,49
2607.0,11
2608.0,88
2609.0,66
2610.0,10
2611.0,900
2612.0,318
2613.0,361
2614.0,34
2615.0,91
2616.0,46
2617.0,42
2618.0,10
2619.0,319
2620.0,372
2621.0,224
2622.0,12
2623.0,32
2624.0,138
2625.0,103
2626.0,10
2627.0,118
2628.0,119
2629.0,53
2630.0,461
2631.0,8
2632.0,28
2633.0,41
2634.0,133
2635.0,6
2636.0,17
2637.0,106
2638.0,123
2639.0,82
2640.0,102
2641.0,181
2642.0,14
2643.0,4
2644.0,970
2645.0,77
2646.0,356
2647.0,386
2648.0,7
2649.0,36
2650.0,22
2651.0,42
2652.0,121
2653.0,22
2654.0,54
2655.0,73
2656.0,118
2657.0,26
2658.0,104
2659.0,700
2660.0,61
2661.0,47
2662.0,133
2663.0,930
2664.0,64
2665.0,96
2666.0,41
2667.0,305
2668.0,170
2669.0,217
2670.0,36
2671.0,221
2672.0,11
2673.0,23
2674.0,43
2675.0,81
2676.0,35
2677.0,22
2678.0,28
2679.0,47
2680.0,26
2681.0,16
2682.0,158
2683.0,196
2684.0,29
2685.0,65
2686.0,72
2687.0,143
2688.0,81
2689.0,92
2690.0,43
2691.0,119
2692.0,3
2693.0,9
2694.0,46
2695.0,88
2696.0,22
2697.0,60
2698.0,9
2699.0,48
2700.0,49
2701.0,46
2702.0,48
2703.0,46
2704.0,52
2705.0,5
2706.0,81
2707.0,100
2708.0,437
2709.0,34
2710.0,43
2711.0,24
2712.0,25
2713.0,34
2714.0,56
2715.0,43
2716.0,146
2717.0,131
2718.0,3
2719.0,9
2720.0,78
2721.0,45
2722.0,52
2723.0,45
2724.0,375
2725.0,80
2726.0,91
2727.0,52
2728.0,15
2729.0,19
2730.0,21
2731.0,9
2732.0,11
2733.0,9
2734.0,13
2735.0,281
2736.0,61
2737.0,83
2738.0,12
2739.0,467
2740.0,229
2741.0,34
2742.0,39
2743.0,91
2744.0,358
2745.0,88
2746.0,18
2747.0,128
2748.0,77
2749.0,84
2750.0,37
2751.0,109
2752.0,66
2753.0,40
2754.0,17
2755.0,10
2756.0,90
2757.0,1538
2758.0,660
2759.0,59
2760.0,344
2761.0,527
2762.0,191
2763.0,213
2764.0,113
2765.0,120
2766.0,175
2767.0,60
2768.0,72
2769.0,53
2770.0,70
2771.0,28
2772.0,119
2773.0,66
2774.0,83
2775.0,438
2776.0,278
2777.0,52
2778.0,370
2779.0,28
2780.0,752
2781.0,50
2782.0,112
2783.0,147
2784.0,59
2785.0,55
2786.0,535
2787.0,244
2788.0,255
2789.0,470
2790.0,18
2791.0,28
2792.0,16
2793.0,51
2794.0,74
2795.0,164
2796.0,68
2797.0,39
2798.0,11
2799.0,39
2800.0,19
2801.0,105
2802.0,896
2803.0,37
2804.0,183
2805.0,71
2806.0,100
2807.0,58
2808.0,63
2809.0,447
2810.0,288
2811.0,90
2812.0,177
2813.0,17
2814.0,171
2815.0,197
2816.0,185
2817.0,34
2818.0,74
2819.0,71
2820.0,30
2821.0,158
2822.0,73
2823.0,30
2824.0,49
2825.0,135
2826.0,62
2827.0,95
2828.0,454
2829.0,45
2830.0,290
2831.0,235
2832.0,196
2833.0,330
2834.0,83
2835.0,18
2836.0,20
2837.0,30
2838.0,9
2839.0,76
2840.0,5
2841.0,22
2842.0,16
2843.0,21
2844.0,120
2845.0,135
2846.0,17
2847.0,536
2848.0,11
2849.0,17
2850.0,59
2851.0,215
2852.0,22
2853.0,20
2854.0,14
2855.0,27
2856.0,295
2857.0,28
2858.0,213
2859.0,55
2860.0,11
2861.0,64
2862.0,13
2863.0,114
2864.0,7
2865.0,21
2866.0,188
2867.0,13
2868.0,107
2869.0,7
2870.0,11
2871.0,38
2872.0,75
2873.0,853
2874.0,125
2875.0,41
2876.0,65
2877.0,43
2878.0,20
2879.0,50
2880.0,17
2881.0,55
2882.0,15
2883.0,65
2884.0,3
2885.0,39
2886.0,35
2887.0,28
2888.0,140
2889.0,177
2890.0,65
2891.0,55
2892.0,4
2893.0,117
2894.0,52
2895.0,125
2896.0,21
2897.0,66
2898.0,96
2899.0,89
2900.0,105
2901.0,13
2902.0,14
2903.0,47
2904.0,102
2905.0,39
2906.0,59
2907.0,12
2908.0,24
2909.0,18
2910.0,5
2911.0,1185
2912.0,94
2913.0,23
2914.0,5
2915.0,33
2916.0,91
2917.0,87
2918.0,6
2919.0,158
2920.0,108
2921.0,51
2922.0,7
2923.0,34
2924.0,97
2925.0,102
2926.0,151
2927.0,15
2928.0,21
2929.0,31
2930.0,40
2931.0,68
2932.0,23
2933.0,25
2934.0,95
2935.0,48
2936.0,707
2937.0,17
2938.0,5
2939.0,115
2940.0,38
2941.0,26
2942.0,19
2943.0,49
2944.0,87
2945.0,452
2946.0,61
2947.0,38
2948.0,9
2949.0,19
2950.0,23
2951.0,10
2952.0,851
2953.0,21
2954.0,30
2955.0,11
2956.0,63
2957.0,7
2958.0,12
2959.0,46
2960.0,53
2961.0,25
2962.0,126
2963.0,96
2964.0,82
2965.0,13
2966.0,28
2967.0,39
2968.0,58
2969.0,221
2970.0,417
2971.0,164
2972.0,29
2973.0,25
2974.0,116
2975.0,143
2976.0,142
2977.0,189
2978.0,128
2979.0,84
2980.0,34
2981.0,18
2982.0,26
2983.0,33
2984.0,50
2985.0,62
2986.0,6
2987.0,23
2988.0,100
2989.0,192
2990.0,92
2991.0,36
2992.0,25
2993.0,4
2994.0,89
2995.0,65
2996.0,125
2997.0,57
2998.0,48
2999.0,43
3000.0,99
3001.0,35
3002.0,11
3003.0,5
3004.0,51
3005.0,12
3006.0,53
3007.0,31
3008.0,41
3009.0,16
3010.0,26
3011.0,31
3012.0,6
3013.0,44
3014.0,22
3015.0,108
3016.0,14
3017.0,48
3018.0,11
3019.0,5
3020.0,5
3021.0,10
3022.0,554
3023.0,14
3024.0,1266
3025.0,43
3026.0,12
3027.0,5
3028.0,76
3029.0,9
3030.0,47
3031.0,1120
3032.0,585
3033.0,6
3034.0,108
3035.0,23
3036.0,1171
3037.0,18
3038.0,44
3039.0,21
3040.0,155
3041.0,618
3042.0,76
3043.0,610
3044.0,11
3045.0,84
3046.0,11
3047.0,140
3048.0,3
3049.0,64
3050.0,23
3051.0,905
3052.0,1115
3053.0,584
3054.0,677
3055.0,17
3056.0,568
3057.0,35
3058.0,560
3059.0,4416
3060.0,38
3061.0,20
3062.0,30
3063.0,66
3064.0,75
3065.0,29
3066.0,152
3067.0,69
3068.0,63
3069.0,17
3070.0,14
3071.0,40
3072.0,56
3073.0,31
3074.0,55
3075.0,45
3076.0,37
3077.0,13
3078.0,79
3079.0,15
3080.0,143
3081.0,129
3082.0,294
3083.0,16
3084.0,5
3085.0,5
3086.0,38
3087.0,50
3088.0,20
3089.0,40
3090.0,27
3091.0,39
3092.0,26
3093.0,20
3094.0,24
3095.0,413
3096.0,45
3097.0,50
3098.0,75
3099.0,20
3100.0,370
3101.0,6
3102.0,62
3103.0,50
3104.0,136
3105.0,42
3106.0,26
3107.0,11
3108.0,15
3109.0,3
3110.0,33
3111.0,68
3112.0,6
3113.0,25
3114.0,26
3115.0,68
3116.0,10
3117.0,27
3118.0,3
3119.0,17
3120.0,8
3121.0,7
3122.0,22
3123.0,17
3124.0,25
3125.0,26
3126.0,9
3127.0,10
3128.0,42
3129.0,7
3130.0,24
3131.0,8
3132.0,42
3133.0,55
3134.0,7
3135.0,34
3136.0,38
3137.0,9
3138.0,6
3139.0,20
3140.0,35
3141.0,132
3142.0,23
3143.0,34
3144.0,3
3145.0,23
3146.0,14
3147.0,27
3148.0,6
3149.0,58
3150.0,39
3151.0,8
3152.0,5
3153.0,9
3154.0,36
3155.0,2
3156.0,36
3157.0,47
3158.0,74
3159.0,36
3160.0,62
3161.0,67
3162.0,127
3163.0,52
3164.0,13
3165.0,66
3166.0,40
3167.0,53
3168.0,84
3169.0,46
3170.0,32
3171.0,226
3172.0,13
3173.0,39
3174.0,10
3175.0,144
3176.0,656
3177.0,9
3178.0,25
3179.0,100
3180.0,40
3181.0,16
3182.0,55
3183.0,67
3184.0,29
3185.0,57
3186.0,14
3187.0,23
3188.0,54
3189.0,136
3190.0,30
3191.0,12
3192.0,371
3193.0,85
3194.0,40
3195.0,25
3196.0,108
3197.0,60
3198.0,718
3199.0,50
3200.0,17
3201.0,28
3202.0,53
3203.0,199
3204.0,102
3205.0,596
3206.0,25
3207.0,92
3208.0,266
3209.0,27
3210.0,114
3211.0,158
3212.0,58
3213.0,714
3214.0,36
3215.0,80
3216.0,51
3217.0,10
3218.0,20
3219.0,37
3220.0,18
3221.0,8
3222.0,21
3223.0,9
3224.0,29
3225.0,59
3226.0,109
3227.0,91
3228.0,23
3229.0,51
3230.0,33
3231.0,35
3232.0,167
3233.0,27
3234.0,18
3235.0,22
3236.0,11
3237.0,57
3238.0,23
3239.0,10
3240.0,214
3241.0,4
3242.0,12
3243.0,80
3244.0,45
3245.0,147
3246.0,6
3247.0,24
3248.0,64
3249.0,124
3250.0,13
3251.0,87
3252.0,48
3253.0,18
3254.0,16
3255.0,8
3256.0,26
3257.0,37
3258.0,55
3259.0,77
3260.0,50
3261.0,64
3262.0,15
3263.0,5
3264.0,7
3265.0,3
3266.0,22
3267.0,79
3268.0,61
3269.0,31
3270.0,67
3271.0,51
3272.0,63
3273.0,56
3274.0,13
3275.0,55
3276.0,14
3277.0,9
3278.0,21
3279.0,4
3280.0,1
3281.0,199
3283.0,59
3284.0,17
3285.0,9
3286.0,35
3287.0,135
3288.0,208
3289.0,7
3290.0,64
3291.0,10
3292.0,24
3293.0,81
3294.0,36
3295.0,31
3296.0,7
3297.0,16
3298.0,12
3299.0,161
3300.0,67
3301.0,3
3302.0,10
3303.0,31
3304.0,41
3305.0,3
3306.0,310
3307.0,6
3308.0,5
3309.0,24
3310.0,16
3311.0,28
3312.0,21
3313.0,9
3314.0,84
3315.0,4
3316.0,9
3317.0,5
3318.0,10
3319.0,52
3320.0,22
3321.0,75
3322.0,20
3323.0,72
3324.0,11
3325.0,331
3326.0,15
3327.0,1297
3328.0,41
3329.0,13
3330.0,49
3331.0,4
3332.0,7
3333.0,38
3334.0,34
3335.0,19
3336.0,33
3337.0,39
3338.0,22
3339.0,18
3340.0,20
3341.0,59
3342.0,82
3343.0,1
3344.0,268
3345.0,18
3346.0,41
3347.0,48
3348.0,65
3349.0,35
3350.0,25
3351.0,30
3352.0,22
3353.0,110
3354.0,6
3355.0,84
3356.0,17
3357.0,2
3358.0,333
3359.0,8
3360.0,21
3361.0,7
3362.0,32
3363.0,5
3364.0,29
3365.0,33
3366.0,42
3367.0,157
3368.0,5
3369.0,58
3370.0,145
3371.0,30
3372.0,1254
3373.0,26
3374.0,79
3375.0,111
3376.0,37
3377.0,94
3378.0,87
3379.0,11
3380.0,32
3381.0,14
3382.0,15
3383.0,11
3384.0,174
3385.0,14
3386.0,45
3387.0,22
3388.0,3
3389.0,18
3390.0,20
3391.0,8
3392.0,26
3393.0,11
3394.0,36
3395.0,55
3396.0,28
3397.0,9
3398.0,3
3399.0,23
3400.0,25
3401.0,56
3402.0,18
3403.0,55
3404.0,1
3405.0,4
3406.0,39
3407.0,11
3408.0,38
3409.0,71
3410.0,123
3411.0,156
3413.0,4
3414.0,46
3415.0,26
3416.0,6
3417.0,14
3418.0,351
3419.0,14
3420.0,62
3421.0,22
3422.0,10
3423.0,24
3424.0,4
3425.0,15
3426.0,12
3427.0,4
3428.0,9
3429.0,8
3430.0,12
3431.0,75
3432.0,7
3433.0,23
3434.0,15
3435.0,2
3436.0,4
3437.0,33
3438.0,43
3439.0,51
3440.0,38
3441.0,183
3442.0,4
3443.0,40
3444.0,44
3445.0,49
3446.0,37
3447.0,1
3448.0,35
3449.0,10
3450.0,1
3451.0,3
3452.0,16
3453.0,14
3454.0,49
3455.0,6
3456.0,13
3457.0,139
3458.0,14
3459.0,9
3460.0,119
3461.0,13
3462.0,14
3463.0,14
3464.0,105
3465.0,4
3466.0,123
3467.0,73
3468.0,43
3469.0,15
3470.0,716
3471.0,26
3472.0,7
3473.0,89
3474.0,51
3475.0,52
3476.0,37
3477.0,9
3478.0,41
3479.0,17
3480.0,12
3481.0,28
3482.0,15
3483.0,15
3484.0,3
3485.0,11
3486.0,1
3487.0,6
3488.0,18
3489.0,25
3490.0,3
3491.0,29
3492.0,13
3493.0,6
3494.0,45
3495.0,6
3496.0,13
3497.0,4
3498.0,24
3499.0,16
3500.0,34
3501.0,27
3502.0,503
3503.0,123
3504.0,147
3505.0,10
3506.0,365
3507.0,21
3508.0,20
3509.0,4
3510.0,24
3511.0,2
3512.0,6
3513.0,20
3514.0,2
3515.0,14
3516.0,16
3517.0,5
3518.0,23
3519.0,72
3520.0,22
3521.0,32
3522.0,17
3523.0,25
3524.0,1
3525.0,18
3526.0,773
3527.0,27
3528.0,31
3529.0,42
3530.0,42
3531.0,22
3532.0,25
3533.0,56
3534.0,63
3535.0,41
3536.0,53
3537.0,98
3538.0,31
3539.0,162
3540.0,228
3541.0,35
3542.0,1
3543.0,12
3544.0,67
3545.0,231
3546.0,44
3547.0,17
3548.0,25
3549.0,21
3550.0,1
3551.0,26
3552.0,13
3553.0,10
3554.0,61
3555.0,222
3556.0,42
3557.0,53
3558.0,15
3559.0,35
3560.0,50
3561.0,74
3562.0,206
3563.0,171
3564.0,1
3565.0,13
3567.0,19
3568.0,2
3569.0,20
3570.0,26
3571.0,17
3572.0,59
3573.0,82
3574.0,65
3575.0,12
3576.0,11
3577.0,10
3578.0,33
3579.0,2
3580.0,28
3581.0,10
3582.0,39
3583.0,3
3584.0,1
3585.0,46
3586.0,43
3587.0,18
3588.0,83
3589.0,10
3590.0,350
3591.0,19
3592.0,8
3593.0,22
3594.0,25
3595.0,12
3596.0,29
3597.0,397
3598.0,18
3599.0,13
3600.0,847
3601.0,51
3602.0,24
3603.0,33
3604.0,6
3605.0,13
3606.0,4
3607.0,38
3608.0,24
3609.0,34
3610.0,299
3611.0,24
3612.0,12
3613.0,31
3614.0,17
3615.0,25
3616.0,21
3617.0,60
3618.0,43
3619.0,26
3620.0,1
3621.0,12
3622.0,50
3623.0,8
3624.0,42
3625.0,2
3626.0,650
3627.0,35
3628.0,3
3629.0,6
3630.0,3
3631.0,2
3632.0,109
3633.0,5
3634.0,19
3635.0,10
3636.0,46
3637.0,8
3638.0,20
3639.0,8
3640.0,56
3641.0,55
3642.0,200
3643.0,116
3644.0,422
3645.0,4
3646.0,1
3647.0,26
3648.0,3
3649.0,82
3650.0,10
3651.0,247
3652.0,9
3653.0,3
3654.0,213
3655.0,7
3656.0,93
3657.0,100
3658.0,208
3659.0,426
3660.0,2
3661.0,3
3662.0,16
3663.0,6
3664.0,16
3665.0,26
3666.0,39
3667.0,7
3668.0,1
3669.0,12
3670.0,42
3671.0,3
3672.0,2
3673.0,194
3674.0,36
3675.0,27
3676.0,5
3677.0,13
3678.0,16
3679.0,61
3680.0,44
3681.0,12
3682.0,165
3683.0,10
3684.0,8
3685.0,44
3686.0,17
3687.0,9
3688.0,10
3689.0,5
3690.0,11
3691.0,4
3692.0,41
3693.0,51
3694.0,2
3695.0,3
3696.0,5
3697.0,25
3698.0,66
3699.0,28
3700.0,4
3701.0,148
3702.0,78
3703.0,42
3704.0,111
3705.0,3
3706.0,5
3707.0,2
3708.0,70
3709.0,32
3710.0,23
3711.0,39
3712.0,46
3713.0,3
3714.0,306
3715.0,123
3716.0,47
3717.0,11
3718.0,17
3719.0,51
3720.0,203
3721.0,6
3723.0,59
3724.0,441
3725.0,13
3726.0,11
3727.0,60
3728.0,19
3729.0,14
3730.0,16
3731.0,55
3732.0,3
3733.0,19
3734.0,75
3735.0,5
3736.0,5
3737.0,16
3738.0,41
3739.0,9
3740.0,9
3741.0,7
3742.0,2
3743.0,14
3744.0,51
3745.0,19
3746.0,3
3747.0,6
3748.0,21
3749.0,39
3750.0,7
3751.0,1
3752.0,2
3753.0,22
3754.0,49
3755.0,14
3756.0,29
3757.0,44
3758.0,32
3759.0,35
3760.0,29
3761.0,29
3762.0,37
3763.0,4
3764.0,50
3765.0,30
3766.0,13
3767.0,3
3768.0,4
3769.0,2
3770.0,4
3771.0,6
3772.0,45
3773.0,25
3774.0,14
3775.0,10
3776.0,16
3777.0,2
3778.0,6
3779.0,3
3780.0,95
3781.0,373
3782.0,140
3783.0,149
3784.0,40
3785.0,2
3786.0,7
3787.0,8
3788.0,21
3789.0,20
3790.0,3
3791.0,86
3792.0,145
3793.0,96
3794.0,10
3795.0,4
3796.0,7
3797.0,28
3798.0,38
3799.0,61
3800.0,46
3801.0,140
3802.0,7
3803.0,77
3804.0,39
3805.0,6
3806.0,80
3807.0,32
3808.0,35
3809.0,168
3810.0,13
3811.0,4
3812.0,76
3813.0,8
3814.0,48
3815.0,2
3816.0,94
3817.0,88
3818.0,3
3819.0,5
3820.0,41
3821.0,17
3822.0,8
3823.0,12
3824.0,8
3825.0,2
3826.0,9
3827.0,6
3828.0,16
3829.0,5
3830.0,17
3831.0,3
3832.0,20
3833.0,2
3834.0,80
3835.0,7
3836.0,30
3837.0,40
3838.0,4
3839.0,7
3840.0,2
3841.0,1
3842.0,4
3843.0,11
3844.0,5
3845.0,6
3846.0,4
3847.0,16
3848.0,5
3849.0,1
3850.0,1
3851.0,3
3853.0,20
3854.0,9
3855.0,6
3856.0,78
3857.0,65
3858.0,20
3859.0,42
3860.0,11
3861.0,15
3862.0,2
3863.0,43
3864.0,1
3865.0,6
3866.0,5
3867.0,9
3868.0,5
3869.0,5
3870.0,1
3871.0,8
3872.0,27
3873.0,7
3874.0,6
3875.0,35
3876.0,8
3877.0,19
3878.0,2
3879.0,18
3880.0,8
3881.0,13
3882.0,14
3883.0,10
3884.0,12
3885.0,21
3886.0,28
3887.0,7
3888.0,6
3889.0,4
3890.0,5
3891.0,2
3892.0,2
3893.0,44
3894.0,81
3895.0,25
3896.0,11
3898.0,6
3899.0,28
3900.0,2
3901.0,29
3902.0,5
3903.0,5
3904.0,12
3905.0,10
3906.0,7
3907.0,9
3908.0,13
3909.0,6
3910.0,2
3911.0,6
3912.0,7
3913.0,5
3914.0,7
3915.0,4
3916.0,16
3917.0,8
3918.0,27
3920.0,26
3921.0,2
3922.0,2
3923.0,1
3924.0,2
3925.0,3
3926.0,4
3927.0,7
3928.0,22
3929.0,18
3930.0,6
3931.0,8
3932.0,1
3933.0,9
3934.0,18
3935.0,7
3936.0,18
3937.0,14
3938.0,19
3939.0,12
3940.0,17
3941.0,4
3942.0,7
3943.0,1
3944.0,5
3945.0,9
3946.0,11
3947.0,7
3948.0,9
3949.0,14
3950.0,12
3951.0,6
3952.0,3
3953.0,3
3954.0,91
3955.0,4
3956.0,1
3957.0,2
3958.0,5
3959.0,3
3960.0,20
3961.0,4
3962.0,2
3964.0,6
3965.0,2
