size,files
3966.0,1
3967.0,316
3968.0,12
3969.0,10
3970.0,7
3971.0,4
3972.0,209
3973.0,5
3974.0,3
3975.0,14
3976.0,6
3977.0,8
3978.0,9
3979.0,13
3980.0,60
3981.0,62
3982.0,2
3983.0,11
3984.0,13
3985.0,3
3986.0,2
3987.0,27
3988.0,14
3989.0,12
3990.0,281
3991.0,8
3992.0,5
3993.0,2
3994.0,4
3995.0,5
3996.0,10
3997.0,39
3998.0,4
3999.0,1
4000.0,27
4001.0,25
4002.0,1
4003.0,2
4004.0,27
4005.0,26
4006.0,860
4007.0,2
4008.0,1
4009.0,18
4010.0,2
4011.0,1
4012.0,7
4013.0,23
4014.0,10
4016.0,6
4017.0,3
4018.0,2
4019.0,8
4020.0,7
4021.0,8
4022.0,506
4023.0,3
4024.0,22
4025.0,120
4026.0,3
4027.0,262
4028.0,25
4029.0,5
4030.0,18
4031.0,16
4032.0,6
4033.0,2
4034.0,8
4035.0,16
4036.0,21
4037.0,14
4038.0,1914
4039.0,2
4040.0,5
4041.0,15
4042.0,4
4043.0,2
4044.0,2
4045.0,421
4046.0,2
4047.0,4
4048.0,7
4049.0,8
4051.0,4
4052.0,52
4053.0,33
4054.0,11
4055.0,6
4056.0,11
4057.0,4
4058.0,28
4059.0,3
4060.0,3
4061.0,26
4062.0,10
4063.0,11
4064.0,11
4066.0,4
4067.0,8
4068.0,9
4069.0,2
4070.0,10
4071.0,2
4072.0,1
4073.0,81
4074.0,40
4075.0,47
4076.0,18
4077.0,2
4078.0,14
4079.0,22
4080.0,63
4081.0,2
4082.0,10
4083.0,3
4084.0,9
4085.0,10
4086.0,7
4087.0,67
4088.0,44
4089.0,8
4090.0,10
4091.0,1
4092.0,1
4093.0,6
4094.0,5
4095.0,8
4096.0,49
4097.0,41
4098.0,6
4099.0,109
4100.0,3
4101.0,43
4102.0,30
4103.0,13
4104.0,1
4105.0,8
4106.0,30
4107.0,1
4108.0,19
4109.0,45
4110.0,8
4111.0,9
4112.0,8
4113.0,10
4114.0,9
4115.0,27
4116.0,4
4117.0,12
4118.0,18
4119.0,22
4120.0,38
4121.0,10
4122.0,8
4123.0,12
4124.0,24
4125.0,51
4126.0,10
4127.0,3
4128.0,3
4129.0,8
4130.0,11
4131.0,2
4132.0,53
4133.0,9
4134.0,14
4135.0,85
4136.0,4
4137.0,7
4139.0,7
4140.0,1
4141.0,13
4142.0,4
4143.0,13
4144.0,18
4145.0,1
4146.0,35
4147.0,2
4148.0,1
4149.0,3
4150.0,42
4152.0,3
4153.0,2
4154.0,22
4155.0,1
4156.0,2
4157.0,21
4158.0,1
4160.0,28
4161.0,6
4163.0,2
4164.0,4
4165.0,3
4166.0,40
4167.0,4
4168.0,7
4169.0,9
4170.0,6
4171.0,6
4172.0,10
4173.0,10
4174.0,6
4177.0,4
4178.0,5
4179.0,9
4180.0,24
4181.0,52
4182.0,123
4183.0,2
4184.0,9
4185.0,1
4186.0,1
4187.0,59
4188.0,2
4189.0,2
4190.0,3
4191.0,497
4192.0,23
4193.0,1
4194.0,3
4195.0,12
4196.0,209
4197.0,10
4198.0,145
4199.0,222
4200.0,66
4201.0,58
4202.0,3
4203.0,9
4204.0,8
4205.0,8
4206.0,41
4207.0,2
4208.0,17
4209.0,59
4210.0,4
4211.0,3
4212.0,10
4213.0,28
4214.0,3
4215.0,4
4216.0,8
4217.0,4
4218.0,8
4219.0,64
4220.0,15
4221.0,3
4222.0,8
4223.0,14
4225.0,19
4226.0,9
4227.0,37
4228.0,121
4229.0,29
4230.0,7
4231.0,25
4232.0,2
4233.0,9
4234.0,1
4235.0,128
4236.0,72
4237.0,2
4238.0,22
4239.0,2
4240.0,54
4241.0,4
4242.0,10
4243.0,6
4244.0,2
4245.0,13
4246.0,1
4247.0,2
4248.0,4
4249.0,8
4251.0,3
4252.0,6
4253.0,4
4254.0,15
4255.0,9
4256.0,5
4257.0,5
4258.0,11
4259.0,9
4260.0,2
4261.0,6
4262.0,4
4263.0,94
4264.0,11
4265.0,8
4266.0,5
4267.0,14
4268.0,13
4269.0,1
4271.0,21
4272.0,16
4273.0,2
4274.0,1
4275.0,2
4276.0,13
4277.0,40
4278.0,2
4279.0,111
4280.0,15
4281.0,1
4284.0,6
4285.0,2
4286.0,2
4287.0,11
4288.0,18
4289.0,6
4290.0,7
4291.0,1
4293.0,80
4294.0,102
4295.0,10
4296.0,19
4298.0,1
4299.0,4
4300.0,15
4301.0,14
4302.0,7
4303.0,15
4305.0,7
4306.0,2
4307.0,4
4308.0,11
4309.0,1
4310.0,21
4312.0,3
4313.0,31
4314.0,5
4315.0,4
4316.0,16
4317.0,4
4318.0,8
4319.0,5
4320.0,15
4322.0,5
4323.0,7
4324.0,13
4325.0,5
4327.0,4
4329.0,4
4330.0,3
4331.0,91
4332.0,8
4333.0,2
4334.0,5
4335.0,22
4337.0,4
4338.0,1
4339.0,10
4340.0,4
4341.0,42
4342.0,4
4344.0,1
4345.0,12
4346.0,9
4347.0,17
4348.0,26
4349.0,5
4350.0,3
4351.0,3
4352.0,22
4353.0,10
4354.0,46
4355.0,6
4356.0,82
4357.0,7
4358.0,7
4359.0,50
4360.0,10
4361.0,6
4362.0,4
4363.0,6
4364.0,1
4365.0,4
4366.0,5
4367.0,4
4368.0,3
4369.0,4
4370.0,46
4371.0,30
4372.0,110
4373.0,1
4374.0,9
4375.0,1
4376.0,2
4377.0,2
4378.0,6
4379.0,4
4380.0,13
4381.0,2
4382.0,2
4383.0,13
4384.0,5
4385.0,3
4386.0,3
4387.0,4
4389.0,72
4390.0,23
4391.0,4
4392.0,212
4393.0,3
4394.0,8
4395.0,3
4396.0,2
4397.0,17
4398.0,9
4399.0,4
4400.0,11
4401.0,1
4402.0,4
4403.0,6
4404.0,4
4405.0,9
4406.0,7
4407.0,8
4408.0,12
4409.0,37
4410.0,11
4411.0,57
4412.0,144
4413.0,55
4414.0,7
4415.0,1
4416.0,4
4417.0,17
4418.0,86
4419.0,59
4420.0,17
4421.0,8
4422.0,33
4423.0,3
4424.0,15
4425.0,14
4426.0,3
4427.0,11
4428.0,6
4429.0,32
4430.0,1
4432.0,7
4433.0,5
4434.0,5
4435.0,2
4436.0,1
4437.0,5
4438.0,15
4439.0,1
4440.0,6
4441.0,52
4442.0,109
4443.0,100
4444.0,19
4445.0,5
4446.0,5
4447.0,4
4448.0,3
4449.0,20
4450.0,1
4451.0,1
4452.0,2
4453.0,9
4454.0,16
4455.0,11
4456.0,6
4457.0,38
4458.0,18
4459.0,4
4460.0,18
4463.0,22
4464.0,1
4466.0,4
4467.0,2
4468.0,18
4469.0,2
4470.0,13
4471.0,10
4472.0,20
4473.0,1
4474.0,5
4475.0,1
4477.0,17
4478.0,182
4479.0,12
4480.0,5
4481.0,10
4482.0,14
4483.0,10
4484.0,8
4485.0,1
4486.0,7
4487.0,12
4488.0,5
4489.0,1
4490.0,1
4491.0,12
4493.0,13
4494.0,12
4495.0,10
4496.0,8
4497.0,5
4498.0,6
4499.0,1
4500.0,10
4501.0,1
4502.0,13
4503.0,34
4504.0,56
4505.0,12
4506.0,5
4507.0,2
4508.0,2
4509.0,4
4510.0,12
4511.0,2
4512.0,57
4513.0,3
4514.0,2
4515.0,33
4516.0,4
4518.0,21
4519.0,5
4520.0,10
4521.0,3
4522.0,43
4523.0,15
4524.0,14
4525.0,14
4526.0,1
4527.0,2
4528.0,8
4529.0,3
4530.0,30
4531.0,11
4532.0,1
4533.0,34
4534.0,16
4535.0,2
4536.0,7
4537.0,238
4538.0,26
4539.0,13
4540.0,91
4541.0,4
4542.0,2
4543.0,4
4544.0,51
4545.0,5
4546.0,5
4547.0,10
4548.0,9
4549.0,1
4551.0,17
4553.0,8
4554.0,7
4556.0,3
4557.0,2
4558.0,1
4559.0,1
4560.0,1
4561.0,1
4562.0,3
4563.0,3
4564.0,6
4565.0,36
4566.0,255
4567.0,11
4568.0,13
4569.0,1
4570.0,7
4571.0,102
4572.0,14
4573.0,6
4574.0,12
4575.0,4
4576.0,26
4577.0,10
4578.0,1
4579.0,2
4580.0,9
4581.0,6
4582.0,14
4583.0,8
4584.0,3
4585.0,8
4586.0,9
4587.0,51
4588.0,140
4589.0,32
4590.0,1
4591.0,1
4592.0,1
4593.0,1
4594.0,1
4595.0,8
4596.0,5
4597.0,72
4598.0,142
4599.0,4
4600.0,4
4601.0,30
4602.0,4
4603.0,9
4604.0,9
4605.0,9
4606.0,3
4607.0,14
4608.0,17
4609.0,14
4610.0,14
4611.0,20
4612.0,3
4613.0,16
4615.0,2
4616.0,42
4617.0,65
4618.0,3
4619.0,8
4620.0,93
4621.0,28
4622.0,7
4623.0,2
4624.0,8
4625.0,4
4626.0,5
4627.0,3
4628.0,16
4629.0,1
4631.0,10
4632.0,18
4633.0,9
4634.0,2
4636.0,39
4637.0,3
4638.0,2
4639.0,1
4640.0,7
4641.0,5
4643.0,4
4644.0,31
4645.0,3
4646.0,5
4647.0,13
4648.0,22
4649.0,3
4650.0,44
4651.0,1
4653.0,6
4654.0,1
4656.0,5
4657.0,2
4658.0,6
4659.0,4
4661.0,2
4662.0,1
4663.0,1
4664.0,4
4665.0,2
4666.0,13
4668.0,2
4670.0,6
4671.0,9
4672.0,8
4673.0,1
4675.0,4
4676.0,25
4677.0,2
4678.0,10
4679.0,5
4680.0,1
4681.0,52
4682.0,2
4683.0,9
4684.0,7
4689.0,7
4690.0,2
4691.0,7
4692.0,1
4693.0,3
4695.0,4
4696.0,2
4697.0,2
4698.0,8
4699.0,4
4700.0,2
4701.0,2
4702.0,3
4703.0,5
4706.0,46
4707.0,2
4708.0,49
4709.0,1
4710.0,12
4711.0,6
4712.0,8
4713.0,1
4714.0,2
4715.0,3
4716.0,11
4717.0,7
4718.0,13
4719.0,3
4720.0,8
4721.0,3
4723.0,1
4725.0,1
4726.0,5
4727.0,1
4728.0,1
4729.0,5
4730.0,55
4732.0,2
4733.0,7
4734.0,1
4735.0,4
4736.0,1
4737.0,3
4738.0,1
4739.0,14
4740.0,2
4741.0,6
4742.0,9
4743.0,4
4744.0,6
4746.0,67
4747.0,3
4748.0,51
4749.0,5
4750.0,12
4751.0,59
4752.0,14
4753.0,3
4754.0,6
4755.0,6
4756.0,2
4757.0,3
4758.0,3
4759.0,5
4760.0,24
4761.0,7
4762.0,64
4763.0,3
4764.0,4
4765.0,17
4766.0,16
4767.0,8
4768.0,16
4769.0,15
4770.0,1
4771.0,10
4772.0,10
4773.0,14
4774.0,8
4775.0,55
4776.0,57
4777.0,7
4778.0,2
4779.0,2
4780.0,4
4781.0,53
4782.0,9
4783.0,1
4784.0,3
4785.0,58
4786.0,1626
4787.0,3
4788.0,17
4789.0,34
4790.0,9
4791.0,1
4792.0,42
4793.0,1
4794.0,1
4795.0,29
4796.0,6
4797.0,6
4798.0,15
4799.0,1
4800.0,7
4801.0,67
4802.0,1
4803.0,7
4804.0,9
4805.0,3
4806.0,1
4807.0,4
4808.0,3
4809.0,5
4810.0,3
4811.0,1
4812.0,155
4813.0,1
4814.0,1
4816.0,67
4817.0,1
4818.0,20
4819.0,6
4821.0,1
4822.0,66
4823.0,1
4824.0,13
4825.0,2
4826.0,67
4827.0,59
4828.0,71
4829.0,1285
4830.0,10
4831.0,122
4832.0,2
4833.0,12
4834.0,807
4835.0,1
4836.0,3
4837.0,4
4838.0,2
4839.0,26
4840.0,2
4841.0,3
4842.0,14
4843.0,5
4844.0,1
4845.0,1
4846.0,2
4847.0,21
4848.0,6
4849.0,2
4850.0,3
4852.0,74
4853.0,8
4854.0,1
4856.0,17
4857.0,137
4858.0,4
4859.0,239
4860.0,1
4861.0,1
4862.0,58
4863.0,2
4864.0,43
4865.0,106
4866.0,1
4867.0,2
4868.0,2
4869.0,3
4870.0,2
4871.0,2
4872.0,2
4873.0,5
4874.0,1
4875.0,5
4876.0,2
4877.0,62
4878.0,6
4879.0,4
4880.0,2
4881.0,3
4882.0,87
4883.0,17
4884.0,4
4885.0,1
4886.0,3
4887.0,49
4889.0,1
4890.0,2
4891.0,1
4892.0,1
4894.0,8
4897.0,3
4898.0,4
4902.0,4
4903.0,16
4904.0,12
4905.0,21
4906.0,4
4908.0,4
4909.0,1
4910.0,3
4911.0,2
4912.0,1
4915.0,1
4916.0,2
4918.0,1
4919.0,8
4923.0,3
4924.0,1
4926.0,28
4927.0,2
4929.0,4
4931.0,2
4932.0,1
4933.0,5
4934.0,3
4935.0,2
4936.0,3
4937.0,5
4938.0,1
4939.0,3
4941.0,3
4943.0,12
4944.0,1
4945.0,1
4946.0,1
4947.0,4
4949.0,3
4950.0,2
4951.0,2
4952.0,3
4953.0,1
4954.0,56
4955.0,3
4956.0,5
4957.0,8
4958.0,36
4959.0,4
4960.0,3
4961.0,3
4962.0,5
4963.0,1
4966.0,3
4967.0,14
4968.0,53
4969.0,2
4970.0,6
4971.0,104
4972.0,7
4973.0,4
4974.0,1
4976.0,1
4977.0,53
4978.0,5
4980.0,1
4981.0,1
4982.0,6
4983.0,2
4984.0,7
4985.0,2
4986.0,1
4987.0,1
4989.0,1
4990.0,2
4991.0,10
4992.0,6
4993.0,3
4994.0,4
4995.0,2
4996.0,37
4997.0,9
4998.0,6
4999.0,3
5000.0,19
5001.0,4
5002.0,7
5003.0,21
5004.0,50
5005.0,1
5006.0,52
5007.0,1
5008.0,57
5010.0,2
5012.0,3
5013.0,2
5014.0,3
5016.0,3
5017.0,58
5018.0,54
5020.0,3
5021.0,1
5022.0,1
5023.0,76
5024.0,13
5025.0,4
5026.0,3
5027.0,2
5028.0,4
5029.0,54
5030.0,2
5031.0,89
5032.0,10
5033.0,33
5034.0,3
5035.0,1
5036.0,4
5037.0,5
5039.0,52
5040.0,3
5041.0,9
5043.0,2
5045.0,1
5046.0,13
5047.0,5
5049.0,1
5051.0,4
5052.0,1
5053.0,2
5054.0,11
5055.0,108
5056.0,2
5057.0,7
5058.0,2
5059.0,5
5060.0,7
5061.0,4
5062.0,17
5063.0,16
5064.0,1
5065.0,1
5066.0,1
5068.0,27
5069.0,3
5070.0,153
5071.0,2
5072.0,1
5073.0,1
5074.0,4
5075.0,15
5076.0,2
5077.0,1
5078.0,1
5079.0,8
5080.0,4
5081.0,8
5082.0,1
5083.0,1
5084.0,1
5085.0,3
5086.0,72
5087.0,11
5088.0,3
5089.0,2
5090.0,6
5091.0,1
5092.0,2
5093.0,3
5094.0,4
5095.0,1
5096.0,3
5097.0,2
5099.0,2
5100.0,58
5101.0,28
5102.0,4
5103.0,12
5104.0,4
5105.0,9
5106.0,11
5107.0,3
5108.0,2
5109.0,1
5110.0,2
5111.0,8
5112.0,4
5113.0,10
5114.0,1
5115.0,2
5116.0,2
5117.0,833
5118.0,1
5119.0,2
5120.0,64
5121.0,1
5122.0,11
5123.0,6
5124.0,2
5126.0,2
5128.0,2
5129.0,10
5132.0,15
5135.0,18
5136.0,5
5138.0,2
5141.0,6
5143.0,5
5144.0,9
5145.0,10
5146.0,51
5147.0,8
5148.0,28
5149.0,2
5151.0,49
5152.0,1
5153.0,2
5154.0,3
5155.0,6
5156.0,2
5157.0,118
5158.0,9
5159.0,5
5160.0,55
5161.0,2
5162.0,3
5163.0,5
5165.0,3
5166.0,5
5169.0,64
5170.0,5
5171.0,56
5173.0,126
5174.0,6
5176.0,1
5177.0,1
5179.0,6
5180.0,1
5181.0,3
5183.0,2
5186.0,1
5188.0,1
5189.0,34
5190.0,1
5191.0,4
5192.0,6
5193.0,1
5195.0,3
5196.0,1
5198.0,2
5199.0,8
5200.0,3
5201.0,2
5202.0,3
5203.0,8
5204.0,4
5205.0,5
5206.0,1
5207.0,11
5208.0,2
5209.0,10
5210.0,2
5211.0,83
5212.0,1
5214.0,6
5215.0,52
5216.0,9
5218.0,3
5219.0,1
5220.0,8
5221.0,13
5222.0,3
5225.0,52
5226.0,67
5227.0,9
5228.0,1
5229.0,3
5230.0,5
5231.0,5
5232.0,3
5233.0,3
5234.0,2
5235.0,2
5236.0,53
5237.0,1
5239.0,99
5240.0,3
5241.0,3
5243.0,4
5244.0,6
5245.0,3
5246.0,140
5248.0,6
5250.0,11
5252.0,1
5254.0,201
5255.0,1
5256.0,7
5257.0,2
5258.0,1
5259.0,56
5260.0,76
5261.0,8
5262.0,23
5263.0,147
5264.0,69
5265.0,1
5266.0,139
5267.0,2
5268.0,67
5269.0,2
5271.0,1
5272.0,8
5273.0,54
5275.0,1
5277.0,4
5280.0,2
5282.0,1
5283.0,1
5284.0,2
5285.0,55
5287.0,16
5288.0,30
5289.0,2
5290.0,1
5291.0,3
5292.0,5
5293.0,9
5294.0,1
5295.0,6
5296.0,1
5297.0,2
5299.0,1
5300.0,1
5302.0,1
5303.0,3
5304.0,5
5306.0,1
5307.0,156
5309.0,7
5312.0,7
5314.0,3
5315.0,1
5316.0,3
5318.0,10
5319.0,5
5320.0,54
5322.0,2
5323.0,1
5324.0,100
5325.0,3
5326.0,8
5327.0,4
5328.0,1
5331.0,1
5335.0,5
5336.0,9
5337.0,5
5338.0,5
5339.0,2
5340.0,18
5341.0,7
5342.0,5
5343.0,3
5344.0,165
5345.0,5
5346.0,3
5347.0,4
5349.0,17
5350.0,13
5353.0,7
5354.0,2
5357.0,52
5358.0,5
5360.0,24
5361.0,9
5362.0,2
5363.0,1
5365.0,1
5367.0,1
5368.0,1
5369.0,2
5370.0,2
5371.0,2
5372.0,2
5373.0,5
5374.0,4
5375.0,1
5376.0,2
5378.0,29
5379.0,2
5380.0,3
5381.0,94
5382.0,13
5383.0,2
5384.0,5
5385.0,3
5386.0,1
5387.0,1
5388.0,10
5389.0,15
5390.0,13
5391.0,15
5393.0,3
5395.0,2
5396.0,3
5397.0,48
5398.0,24
5399.0,2
5400.0,3
5401.0,121
5402.0,8
5404.0,1
5409.0,10
5410.0,4
5411.0,3
5412.0,5
5413.0,1
5414.0,28
5415.0,30
5416.0,38
5417.0,3
5418.0,70
5419.0,99
5420.0,12
5421.0,67
5422.0,2
5424.0,1
5427.0,3
5428.0,12
5429.0,1
5430.0,1
5431.0,142
5432.0,153
5433.0,2
5434.0,5
5435.0,2
5436.0,1
5439.0,133
5440.0,6
5443.0,2
5444.0,14
5445.0,1
5446.0,19
5448.0,3
5449.0,1
5450.0,3
5451.0,1
5452.0,5
5453.0,4
5456.0,89
5457.0,1
5458.0,2
5459.0,1
5460.0,4
5462.0,1
5463.0,4
5464.0,6
5465.0,2
5466.0,4
5467.0,42
5469.0,1
5470.0,21
5471.0,1
5472.0,3
5474.0,1
5475.0,1
5476.0,5
5477.0,1
5478.0,1
5479.0,4
5480.0,9
5481.0,1
5482.0,2
5483.0,1
5484.0,1
5485.0,2
5486.0,6
5489.0,2
5491.0,1
5492.0,1
5493.0,31
5496.0,6
5497.0,3
5499.0,5
5500.0,7
5501.0,10
5502.0,6
5503.0,5
5504.0,1
5505.0,1
5506.0,4
5507.0,48
5508.0,5
5509.0,1
5510.0,1
5512.0,2
5516.0,3
5518.0,3
5522.0,2
5523.0,7
5524.0,1
5525.0,6
5527.0,13
5528.0,2
5529.0,1
5531.0,4
5532.0,2
5533.0,2
5534.0,8
5535.0,7
5536.0,5
5537.0,1
5538.0,1
5539.0,2
5541.0,4
5544.0,6
5545.0,10
5546.0,6
5547.0,3
5548.0,1
5549.0,1
5550.0,4
5551.0,5
5552.0,1
5554.0,1
5556.0,1
5557.0,1
5558.0,10
5559.0,7
5560.0,1
5561.0,10
5562.0,8
5564.0,14
5565.0,27
5566.0,15
5567.0,12
5568.0,6
5569.0,9
5570.0,1
5572.0,23
5573.0,2
5574.0,2
5575.0,1
5577.0,4
5578.0,2
5579.0,2
5580.0,2
5581.0,4
5583.0,17
5584.0,15
5585.0,30
5586.0,2
5587.0,1
5588.0,18
5589.0,1
5590.0,4
5592.0,5
5593.0,15
5594.0,1
5595.0,2
5596.0,2
5597.0,31
5598.0,1
5599.0,23
5600.0,2
5601.0,15
5602.0,1
5603.0,1
5604.0,2
5606.0,1
5607.0,6
5608.0,9
5609.0,5
5611.0,57
5612.0,212
5613.0,1
5614.0,113
5615.0,1
5616.0,1
5619.0,1
5620.0,6
5621.0,7
5622.0,5
5623.0,2
5624.0,3
5625.0,5
5626.0,16
5627.0,4
5629.0,12
5630.0,2
5632.0,1
5633.0,2
5634.0,2
5635.0,1
5636.0,1
5637.0,5
5638.0,1
5639.0,4
5640.0,5
5641.0,5
5642.0,1
5643.0,6
5644.0,3
5646.0,2
5648.0,2
5649.0,3
5650.0,4
5651.0,87
5652.0,16
5653.0,2
5654.0,3
5656.0,141
5657.0,2
5658.0,4
5659.0,1
5660.0,8
5661.0,8
5662.0,7
5663.0,1
5664.0,1
5665.0,23
5666.0,118
5668.0,9
5672.0,4
5673.0,4
5674.0,1
5675.0,1
5677.0,1
5678.0,1
5679.0,11
5681.0,4
5682.0,4
5683.0,1
5684.0,15
5685.0,1
5686.0,2
5687.0,5
5689.0,13
5690.0,1
5691.0,5
5692.0,18
5693.0,18
5694.0,9
5695.0,5
5699.0,4
5701.0,5
5702.0,2
5703.0,21
5706.0,8
5707.0,1
5708.0,3
5709.0,26
5710.0,37
5711.0,1
5714.0,21
5715.0,9
5716.0,14
5718.0,28
5719.0,1
5720.0,4
5721.0,4
5722.0,16
5724.0,9
5726.0,9
5727.0,1
5728.0,2
5729.0,2
5731.0,6
5732.0,2
5733.0,8
5734.0,3
5736.0,2
5738.0,1
5739.0,8
5740.0,20
5741.0,14
5742.0,10
5743.0,4
5744.0,4
5745.0,1
5746.0,2
5747.0,20
5749.0,62
5751.0,2
5752.0,1
5753.0,9
5754.0,1
5756.0,1
5757.0,1
5758.0,3
5759.0,1
5760.0,5
5761.0,1
5762.0,4
5763.0,1
5765.0,3
5766.0,1
5768.0,3
5769.0,2
5770.0,3
5771.0,1
5772.0,2
5773.0,10
5777.0,9
5779.0,1
5781.0,1
5782.0,10
5783.0,1
5786.0,4
5788.0,4
5790.0,2
5791.0,2
5793.0,6
5795.0,4
5798.0,24
5800.0,51
5801.0,2
5803.0,2
5804.0,1
5806.0,1
5807.0,17
5808.0,3
5810.0,17
5811.0,9
5813.0,1
5814.0,1
5816.0,1
5817.0,2
5819.0,4
5820.0,4
5821.0,1
5822.0,5
5823.0,2
5825.0,143
5826.0,1
5827.0,1
5828.0,1
5829.0,9
5830.0,5
5831.0,14
5832.0,21
5833.0,39
5834.0,9
5835.0,18
5836.0,19
5837.0,21
5838.0,4
5839.0,2
5840.0,24
5841.0,17
5842.0,18
5844.0,14
5845.0,4
5846.0,10
5847.0,13
5848.0,14
5849.0,6
5851.0,5
5852.0,2
5853.0,5
5854.0,2
5855.0,1
5856.0,5
5857.0,2
5858.0,3
5859.0,4
5860.0,2
5861.0,5
5863.0,1
5865.0,1
5867.0,1
5868.0,1
5869.0,3
5870.0,1
5873.0,1
5874.0,25
5876.0,5
5878.0,5
5879.0,10
5880.0,7
5881.0,1
5883.0,185
5884.0,1
5885.0,2
5886.0,1
5888.0,7
5889.0,7
5890.0,9
5891.0,6
5892.0,1
5894.0,2
5895.0,9
5896.0,8
5897.0,10
5898.0,8
5899.0,5
5900.0,2
5901.0,1
5902.0,1
5903.0,14
5906.0,7
5907.0,1
5908.0,2
5909.0,22
5910.0,2
5911.0,3
5912.0,4
5913.0,1
5916.0,1
5917.0,4
5918.0,1
5919.0,11
5920.0,11
5921.0,1
5923.0,15
5924.0,1
5925.0,8
5927.0,1
5928.0,2
5929.0,21
5930.0,4
5931.0,1
5934.0,2
5935.0,1
5936.0,5
5937.0,1
5938.0,1
5940.0,2
5942.0,10
5944.0,8
5946.0,2
5949.0,10
5950.0,1
5953.0,3
5956.0,1
5957.0,1
5958.0,3
5959.0,2
5960.0,1
5962.0,22
5963.0,2
5964.0,1
5965.0,18
5966.0,16
5967.0,2
5968.0,8
5969.0,8
5970.0,4
5971.0,1
5972.0,2
5973.0,1
5974.0,1
5975.0,5
5977.0,11
5980.0,5
5981.0,5
5985.0,5
5987.0,138
5988.0,4
5989.0,14
5991.0,6
5992.0,2
5993.0,1
5995.0,3
5997.0,2
6000.0,1
6002.0,2
6004.0,1
6005.0,7
6009.0,7
6011.0,1
6012.0,1
6014.0,2
6015.0,5
6016.0,1
6019.0,1
6020.0,1
6021.0,4
6022.0,4
6025.0,2
6029.0,4
6030.0,1
6031.0,1
6033.0,1
6035.0,1
6038.0,1
6039.0,7
6042.0,1
6043.0,3
6044.0,6
6046.0,3
6047.0,5
6049.0,2
6050.0,13
6051.0,1
6052.0,31
6056.0,370
6057.0,1
6058.0,1
6059.0,9
6060.0,3
6061.0,1
6062.0,5
6063.0,11
6064.0,2
6065.0,2
6066.0,1
6070.0,10
6073.0,1
6074.0,3
6076.0,32
6078.0,6
6079.0,19
6080.0,9
6081.0,13
6082.0,8
6083.0,283
6084.0,1
6085.0,3
6086.0,565
6087.0,291
6089.0,1
6090.0,1
6091.0,1
6092.0,5
6093.0,8
6094.0,16
6095.0,4
6096.0,2
6100.0,5
6101.0,1
6103.0,2
6104.0,14
6105.0,231
6106.0,1
6109.0,32
6110.0,3
6111.0,4
6112.0,1
6113.0,13
6115.0,1
6116.0,5
6117.0,2
6118.0,1
6120.0,2
6121.0,2
6123.0,1
6124.0,1
6125.0,2
6126.0,3
6127.0,1
6128.0,1
6129.0,1
6130.0,2
6131.0,1
6137.0,22
6138.0,2
6140.0,1
6141.0,1
6143.0,2
6144.0,8
6145.0,1
6146.0,2
6147.0,2
6148.0,3
6149.0,5
6151.0,1
6154.0,2
6156.0,7
6157.0,9
6158.0,1
6159.0,7
6160.0,1
6161.0,22
6163.0,1
6164.0,8
6168.0,1228
6169.0,1
6170.0,2
6171.0,5
6172.0,1
6174.0,4
6175.0,131
6176.0,1
6177.0,2
6178.0,1
6179.0,1
6180.0,1
6183.0,5
6184.0,1
6185.0,2
6187.0,1
6192.0,3
6193.0,9
6195.0,61
6197.0,5
6199.0,1
6200.0,96
6201.0,1
6202.0,4
6203.0,5
6204.0,2
6208.0,3
6210.0,12
6211.0,2
6212.0,4
6213.0,4
6215.0,2
6217.0,4
6218.0,17
6221.0,34
6222.0,1
6223.0,1258
6224.0,1211
6225.0,6
6226.0,1
6228.0,1
6229.0,3
6232.0,2
6233.0,1
6234.0,5
6238.0,1
6239.0,1
6242.0,1
6245.0,1
6246.0,1
6247.0,1
6248.0,1
6251.0,1
6253.0,158
6254.0,1
6255.0,1
6256.0,7
6258.0,1
6259.0,1
6260.0,4
6261.0,2
6262.0,86
6263.0,1
6264.0,2
6265.0,25
6269.0,2
6270.0,1
6271.0,1
6272.0,16
6273.0,1
6276.0,5
6279.0,1
6280.0,1208
6281.0,40
6282.0,2
6283.0,2
6285.0,6
6286.0,1
6287.0,6
6289.0,3
6290.0,4
6291.0,1
6292.0,1
6295.0,1
6296.0,5
6297.0,1
6300.0,1
6303.0,2
6304.0,3
6305.0,3
6306.0,7
6307.0,2
6308.0,10
6309.0,22
6310.0,54
6311.0,7
6312.0,2
6316.0,1
6321.0,3
6323.0,2
6324.0,39
6326.0,1
6327.0,8
6328.0,4
6329.0,7
6331.0,1
6332.0,1
6334.0,4
6336.0,17
6337.0,4
6340.0,38
6341.0,11
6342.0,3
6343.0,3
6344.0,6
6345.0,1
6346.0,1
6349.0,1
6350.0,1
6354.0,3
6355.0,2
6356.0,1
6357.0,1
6360.0,3
6361.0,4
6362.0,23
6363.0,23
6364.0,3
6365.0,1
6366.0,13
6368.0,14
6369.0,1
6370.0,1
6371.0,1
6374.0,3
6375.0,97
6376.0,6
6377.0,4
6379.0,39
6381.0,13
6382.0,2
6383.0,1
6386.0,4
6387.0,14
6388.0,2
6391.0,1
6395.0,9
6396.0,5
6400.0,1
6402.0,1
6406.0,2
6407.0,5
6408.0,4
6411.0,4
6412.0,4
6415.0,1
