repo_name,users_2016,users_2017,users_2018,users_2019,users_2016_above_11,users_2017_above_11,users_2018_above_11,users_2019_above_11,commits_2016,commits_2017,commits_2018,commits_2019,users_commit_2016_above_11,users_commit_2017_above_11,users_commit_2018_above_11,users_commit_2019_above_11,users_capped_commit_2016,users_capped_commit_2017,users_capped_commit_2018,users_capped_commit_2019,users_capped_commit_2016_above_11,users_capped_commit_2017_above_11,users_capped_commit_2018_above_11,users_capped_commit_2019_above_11
lachie83/charts,70,446,1175,206,7,18,33,4,391,1717,3971,360,226,882,1823,74,391,1717,3971,360,226,882,1823,74
GaneshSPatil/charts,70,446,1175,1683,7,18,33,46,391,1717,3971,5042,226,882,1823,2060,391,1717,3971,5042,226,882,1823,2060
rimusz/helm-charts,70,446,1051,0,7,18,28,0,391,1717,3577,0,226,882,1638,0,391,1717,3577,0,226,882,1638,0
grugnog/charts,70,446,750,0,7,18,22,0,391,1717,2437,0,226,882,1079,0,391,1717,2437,0,226,882,1079,0
sd2k/charts,70,446,1175,987,7,18,33,20,391,1717,3971,2441,226,882,1823,845,391,1717,3971,2441,226,882,1823,845
jainishshah17/charts,70,446,851,0,7,18,27,0,391,1717,2811,0,226,882,1279,0,391,1717,2811,0,226,882,1279,0
smelchior/charts,70,446,663,0,7,18,19,0,391,1717,2151,0,226,882,938,0,391,1717,2151,0,226,882,938,0
c0d3z3r0/linux-rockchip,4226,4798,4776,1955,1085,1126,1105,310,77134,80857,80413,15410,67237,70547,70043,10604,73021,75779,76438,15303,63124,65469,66068,10497
openwrt-es/linux,4226,4798,4776,3931,1085,1126,1105,959,77134,80857,80414,62181,67237,70547,70044,53255,73021,75779,76438,59101,63124,65469,66068,50175
djwong/linux-xfs-dev,4226,4798,1559,0,1085,1126,207,0,77134,80850,9611,0,67237,70544,6184,0,73021,75772,9588,0,63124,65466,6161,0
yyu168/linux,4226,4798,1207,0,1085,1126,165,0,77134,80849,7402,0,67237,70543,4609,0,73021,75771,7402,0,63124,65465,4609,0
Pingmin/linux,4226,4798,4776,2062,1085,1126,1105,331,77134,80857,80413,16648,67237,70547,70043,11575,73021,75779,76438,16400,63124,65469,66068,11327
gazoo74/linux,4226,4798,4776,233,1085,1126,1105,6,77134,80857,80204,619,67237,70547,69871,200,73021,75779,76257,619,63124,65469,65924,200
zhiyisun/linux,4226,4798,1527,0,1085,1126,201,0,77134,80850,9407,0,67237,70544,6007,0,73021,75772,9404,0,63124,65466,6004,0
NicolasDichtel/linux,4226,4798,4232,0,1085,1126,975,0,77134,80857,67947,0,67237,70547,58604,0,73021,75779,64935,0,63124,65469,55592,0
mpe/powerpc,4226,4798,4776,111,1085,1126,1105,5,77134,80857,80204,328,67237,70547,69871,153,73021,75779,76257,328,63124,65469,65924,153
HarveyHunt/linux,4226,4798,1374,0,1085,1126,186,0,77134,80850,8416,0,67237,70544,5337,0,73021,75772,8416,0,63124,65466,5337,0
uniphier/linux-unph,4226,4798,4776,333,1085,1126,1105,7,77134,80857,80210,894,67237,70547,69877,248,73021,75779,76263,894,63124,65469,65930,248
cminyard/linux-live-app-coredump,4226,4798,4203,0,1085,1126,966,0,77134,80857,67222,0,67237,70547,57906,0,73021,75779,64321,0,63124,65469,55005,0
rneugeba/linux-stable,4226,4798,4203,0,1085,1126,966,0,77134,80857,67222,0,67237,70547,57906,0,73021,75779,64321,0,63124,65469,55005,0
kronat/linux,4226,4798,3470,0,1085,1126,780,0,77134,80857,47676,0,67237,70547,39959,0,73021,75779,46125,0,63124,65469,38408,0
codeaurora-unoffical/linux-msm,4226,4798,4302,0,1085,1126,978,0,77134,80857,68176,0,67237,70547,58778,0,73021,75779,65135,0,63124,65469,55737,0
Taeung/tip,4226,4798,4776,1102,1085,1126,1105,96,77134,80857,80218,5956,67237,70547,69881,3375,73021,75779,76271,5956,63124,65469,65934,3375
raumfeld/linux-am33xx,4226,4798,2195,0,1085,1126,411,0,77134,80856,20529,0,67237,70547,15335,0,73021,75778,20390,0,63124,65469,15196,0
JukkaL/typeshed,169,191,207,183,18,8,8,7,875,773,639,429,544,347,240,140,875,773,639,429,544,347,240,140
euresti/typeshed,169,191,207,0,18,8,7,0,875,773,638,0,544,347,228,0,875,773,638,0,544,347,228,0
python/typeshed,169,191,207,224,18,8,8,10,875,773,639,555,544,347,240,222,875,773,639,555,544,347,240,222
Chronister/mastodon,20,447,185,27,2,38,18,4,878,3880,1763,155,819,2937,1426,112,577,3161,1633,155,518,2218,1296,112
cybrespace/mastodon,20,447,185,27,2,38,18,4,878,3880,1763,155,819,2937,1426,112,577,3161,1633,155,518,2218,1296,112
summoners-riftodon/mastodon,20,447,149,3,2,38,12,0,878,3880,1225,9,819,2937,940,0,577,3161,1225,9,518,2218,940,0
mstdn-jp/mastodon,20,447,109,0,2,38,11,0,878,3881,898,0,819,2938,696,0,577,3162,898,0,518,2219,696,0
tootsuite/mastodon,20,447,185,123,2,38,18,12,878,3880,1763,1719,819,2937,1426,1448,577,3161,1633,1654,518,2218,1296,1383
sylph-sin-tyaku/mastodon,20,447,185,104,2,38,18,11,878,3880,1763,1496,819,2937,1426,1254,577,3161,1633,1451,518,2218,1296,1209
MitarashiDango/mastodon,20,447,186,124,2,38,19,12,878,3880,2015,1867,819,2937,1677,1587,577,3161,1885,1808,518,2218,1547,1528
SerCom-KC/mastodon,20,447,153,0,2,38,13,0,878,3880,1251,0,819,2937,973,0,577,3161,1251,0,518,2218,973,0
pso2club/mastodon,20,447,186,87,2,38,19,10,878,3880,1863,994,819,2937,1520,775,577,3161,1700,994,518,2218,1357,775
musashino205/mastodon,20,447,185,95,2,38,18,10,878,3880,1763,1176,819,2937,1426,958,577,3161,1633,1176,518,2218,1296,958
yukimochi/mastodon,20,447,185,93,2,38,18,10,878,3880,1763,1071,819,2937,1426,861,577,3161,1633,1071,518,2218,1296,861
masto-donte-com-br/mastodon,20,447,185,103,2,38,18,12,878,3880,1763,1470,819,2937,1426,1236,577,3161,1633,1451,518,2218,1296,1217
blackle/mastodon,20,447,143,0,2,38,11,0,878,3880,1170,0,819,2937,893,0,577,3161,1170,0,518,2218,893,0
lynlynlynx/mastodon,20,447,185,86,2,38,18,8,878,3880,1763,855,819,2937,1426,649,577,3161,1633,855,518,2218,1296,649
h3zjp/mastodon,20,447,186,107,2,38,19,14,878,3881,1831,1628,819,2938,1492,1386,577,3162,1701,1583,518,2219,1362,1341
tootcafe/mastodon,20,447,185,90,2,38,18,8,878,3880,1763,964,819,2937,1426,743,577,3161,1633,964,518,2218,1296,743
hugogameiro/mastodon,20,447,171,0,2,38,16,0,878,3880,1508,0,819,2937,1199,0,577,3161,1443,0,518,2218,1134,0
d6rkaiz/mastodon,20,447,185,105,2,38,18,11,878,3880,1763,1582,819,2937,1426,1323,577,3161,1633,1513,518,2218,1296,1254
Ryanaka/mastodon,20,447,186,105,2,38,19,12,878,3880,1786,1521,819,2937,1449,1279,577,3161,1656,1476,518,2218,1319,1234
unarist/mastodon,20,447,127,0,2,38,11,0,878,3880,1057,0,819,2937,819,0,577,3161,1057,0,518,2218,819,0
KnzkDev/mastodon,20,447,185,83,2,38,18,8,878,3880,1763,815,819,2937,1426,622,577,3161,1633,815,518,2218,1296,622
abcang/mastodon,20,447,185,123,2,38,18,13,878,3944,1844,1751,819,3001,1507,1490,577,3225,1714,1687,518,2282,1377,1426
NS-Kazuki/mastodon,20,447,171,0,2,38,16,0,878,3880,1507,0,819,2937,1198,0,577,3161,1442,0,518,2218,1133,0
kazh98/social.arnip.org,20,447,186,104,2,38,19,14,878,3880,1842,1616,819,2937,1499,1373,577,3161,1679,1549,518,2218,1336,1306
TheInventrix/mastodon,20,447,174,2,2,38,17,0,878,3880,1597,11,819,2937,1282,0,577,3161,1510,11,518,2218,1195,0
danhunsaker/mastodon,20,447,185,120,2,38,18,11,878,3880,1763,1639,819,2937,1426,1369,577,3161,1633,1584,518,2218,1296,1314
MastodonCloud/mastodon,20,447,121,0,2,38,11,0,878,3880,1010,0,819,2937,782,0,577,3161,1010,0,518,2218,782,0
dunn/mastodon,20,447,185,86,2,38,18,8,878,3880,1763,855,819,2937,1426,649,577,3161,1633,855,518,2218,1296,649
pointlessone/mastodon,20,447,173,1,2,38,16,0,878,3880,1544,4,819,2937,1229,0,577,3161,1457,4,518,2218,1142,0
ikuradon/mastodon,20,447,186,126,2,39,19,13,878,4251,2009,1910,819,3311,1672,1627,577,3532,1879,1843,518,2592,1542,1560
theoria24/mastodon,20,448,188,105,2,39,19,14,878,3892,1866,1664,819,2949,1519,1418,577,3173,1705,1571,518,2230,1358,1325
rainyday/mastodon,20,448,186,90,2,39,19,10,878,3896,1864,1068,819,2953,1521,843,577,3177,1703,1068,518,2234,1360,843
primenumber/mastodon,20,448,186,64,2,39,19,4,878,3908,1798,620,819,2965,1461,448,577,3184,1656,620,518,2241,1319,448
mosaxiv/mastodon,20,448,146,0,2,39,12,0,878,3893,1220,0,819,2949,941,0,577,3174,1220,0,518,2230,941,0
clworld/mastodon,20,448,186,87,2,38,19,9,878,4041,1799,908,819,3087,1459,700,577,3322,1669,908,518,2368,1329,700
anon5r/mastonon,20,448,103,0,2,39,9,0,878,3951,772,0,819,3009,566,0,577,3232,772,0,518,2290,566,0
res-ac/mstdn.res.ac,20,448,119,0,2,39,11,0,878,3908,969,0,819,2964,746,0,577,3184,969,0,518,2240,746,0
amazedkoumei/mastodon,20,448,146,0,2,39,13,0,878,3916,1235,0,819,2973,961,0,577,3192,1235,0,518,2249,961,0
salvadorpla/mastodon,20,448,185,83,2,39,18,9,878,3896,1763,825,819,2959,1426,634,577,3177,1633,825,518,2240,1296,634
gol-cha/mastodon,20,448,183,0,2,39,19,0,878,3976,1835,0,819,3033,1501,0,577,3257,1696,0,518,2314,1362,0
tri-star/mastodon,20,448,186,86,2,39,19,8,878,3916,1861,859,819,2973,1518,649,577,3197,1701,859,518,2254,1358,649
Nyoho/mastodon,20,448,186,72,2,39,19,6,878,3919,1839,734,819,2976,1495,549,577,3195,1675,734,518,2252,1331,549
yi0713/mastodon,20,448,187,125,2,39,19,13,878,4132,2187,1943,819,3189,1846,1671,577,3408,2057,1878,518,2465,1716,1606
cobodo/mastodon,20,448,186,124,2,48,19,13,878,4304,2095,2013,819,3389,1758,1742,577,3490,1965,1948,518,2575,1628,1677
rutan/mastodon,20,448,146,0,2,39,13,0,878,3903,1235,0,819,2960,961,0,577,3183,1235,0,518,2240,961,0
inoio/Rocket.Chat,216,193,172,86,30,30,22,12,4843,4815,2395,762,4380,4383,2061,623,3444,3795,2368,762,2981,3363,2034,623
galrotem1993/Rocket.Chat,216,193,96,0,30,31,18,0,4843,4828,1457,0,4380,4397,1241,0,3444,3808,1457,0,2981,3377,1241,0
pkgodara/Rocket.Chat,216,193,161,0,30,30,21,0,4843,4815,2210,0,4380,4383,1886,0,3444,3795,2204,0,2981,3363,1880,0
flaviogrossi/Rocket.Chat,216,193,131,0,30,30,20,0,4843,4815,1904,0,4380,4383,1631,0,3444,3795,1904,0,2981,3363,1631,0
pitamar/Rocket.Chat,216,193,78,0,30,30,17,0,4843,4815,1209,0,4380,4383,1053,0,3444,3795,1209,0,2981,3363,1053,0
subesokun/Rocket.Chat,216,193,172,24,30,30,22,1,4843,4815,2390,86,4380,4383,2056,34,3444,3795,2365,86,2981,3363,2031,34
nishimaki10/Rocket.Chat,216,193,109,0,30,30,19,0,4843,4815,1644,0,4380,4383,1404,0,3444,3795,1644,0,2981,3363,1404,0
lltcggie/Rocket.Chat,216,193,172,131,30,30,22,15,4843,4815,2395,1293,4380,4383,2061,1077,3444,3795,2368,1293,2981,3363,2034,1077
RocketChat/Rocket.Chat,216,193,172,131,30,30,22,15,4843,4815,2395,1314,4380,4383,2061,1100,3444,3795,2368,1314,2981,3363,2034,1100
ZoranPandovski/al-go-rithms,0,449,611,135,0,8,8,1,0,2169,2242,578,0,1101,968,260,0,1822,1937,578,0,754,663,260
ambition-vietnam/mastodon,20,449,65,0,2,40,9,0,878,3939,571,0,819,2996,449,0,577,3220,571,0,518,2277,449,0
ashfurrow/mastodon,20,449,185,105,2,39,20,12,878,3949,1912,1532,819,3005,1571,1290,577,3225,1754,1487,518,2281,1413,1245
tateisu/mastodon,20,449,187,90,2,39,19,9,878,3899,1871,969,819,2955,1524,755,577,3180,1707,969,518,2236,1360,755
kirakiratter/mastodon,20,449,186,67,2,39,19,6,878,3908,1822,642,819,2963,1485,480,577,3189,1687,642,518,2244,1350,480
mimumemo/mastodon,20,449,187,36,2,40,19,3,878,3928,1840,219,819,2985,1486,154,577,3209,1679,219,518,2266,1325,154
pinfort/mastodon,20,449,186,90,2,41,19,10,878,4095,1915,1088,819,3154,1572,863,577,3371,1751,1088,518,2430,1408,863
docker/docker.github.io,885,705,448,285,109,27,25,28,10755,3500,2905,2996,9352,2541,2186,2563,10755,3468,2905,2919,9352,2509,2186,2486
johnstep/docker.github.io,885,705,278,0,109,27,11,0,10755,3500,1095,0,9352,2541,648,0,10755,3468,1095,0,9352,2509,648,0
JimGalasyn/docker.github.io,885,705,191,0,109,27,9,0,10755,3500,749,0,9352,2541,472,0,10755,3468,749,0,9352,2509,472,0
thaJeztah/docker.github.io,885,705,448,283,109,27,25,28,10755,3500,2905,2976,9352,2541,2186,2546,10755,3468,2905,2899,9352,2509,2186,2469
anweiss/docker.github.io,885,705,301,0,109,27,16,0,10755,3500,1297,0,9352,2541,830,0,10755,3468,1297,0,9352,2509,830,0
londoncalling/docker.github.io,885,705,447,130,109,27,25,13,10755,3500,2904,1333,9352,2541,2186,1135,10755,3468,2904,1333,9352,2509,2186,1135
iiet/iiet-chat,218,194,173,98,31,30,22,12,4923,4819,2396,900,4459,4383,2061,737,3524,3799,2369,900,3060,3363,2034,737
facebook/buck,183,194,193,163,42,45,40,40,3199,5560,3865,3569,2873,5223,3495,3249,3199,5168,3529,3569,2873,4831,3159,3249
kageiit/buck,183,194,193,77,42,45,40,15,3199,5560,3865,1077,2873,5223,3495,903,3199,5168,3529,1077,2873,4831,3159,903
clonetwin26/buck,183,194,72,0,42,45,17,0,3199,5560,778,0,2873,5223,637,0,3199,5168,778,0,2873,4831,637,0
brettwooldridge/buck,183,194,193,11,42,45,40,1,3199,5560,3865,41,2873,5223,3495,13,3199,5168,3529,41,2873,4831,3159,13
SeleniumHQ/buck,183,194,196,70,42,46,41,11,3199,5606,3888,736,2873,5275,3516,576,3199,5214,3552,736,2873,4883,3180,576
romanoid/buck,183,194,193,73,42,45,40,14,3199,5560,3865,960,2873,5223,3495,794,3199,5168,3529,960,2873,4831,3159,794
LegNeato/buck,183,194,96,0,42,45,20,0,3199,5560,1623,0,2873,5223,1397,0,3199,5168,1623,0,2873,4831,1397,0
nguyentruongtho/buck,183,194,193,154,42,45,40,38,3199,5560,3865,3337,2873,5223,3495,3035,3199,5168,3529,3337,2873,4831,3159,3035
Addepar/buck,183,194,193,68,42,45,40,10,3199,5560,3865,602,2873,5223,3495,464,3199,5168,3529,602,2873,4831,3159,464
rmaz/buck,183,194,193,64,42,45,40,11,3199,5560,3865,637,2873,5223,3495,497,3199,5168,3529,637,2873,4831,3159,497
shs96c/buck,183,194,156,0,42,45,38,0,3199,5560,3041,0,2873,5223,2780,0,3199,5168,2964,0,2873,4831,2703,0
ilya-klyuchnikov/buck,183,194,65,0,42,45,15,0,3199,5560,572,0,2873,5223,447,0,3199,5168,572,0,2873,4831,447,0
fatihwk/Rocket.Chat,217,194,104,0,31,31,19,0,4861,4827,1551,0,4398,4395,1325,0,3462,3807,1551,0,2999,3375,1325,0
4thParty/Rocket.Chat,217,194,173,51,31,31,23,5,5118,4966,2596,290,4655,4534,2262,193,3719,3946,2569,290,3256,3514,2235,193
rekif/mastodon,20,450,175,0,2,39,17,0,878,3910,1557,0,819,2965,1241,0,577,3186,1470,0,518,2241,1154,0
maa123/mastodon,20,450,186,124,2,39,19,13,878,4075,1916,1785,819,3124,1578,1514,577,3356,1786,1720,518,2405,1448,1449
lindwurm/mastodon,20,450,189,121,2,41,19,12,878,3941,1862,1700,819,3016,1520,1429,577,3222,1731,1645,518,2297,1389,1374
caiwenhao/charts,70,450,652,0,7,20,21,0,391,1914,2294,0,226,1068,1102,0,391,1914,2294,0,226,1068,1102,0
vinriviere/m68k-atari-mint-binutils-gdb,197,195,160,0,36,38,33,0,3163,3709,2662,0,2750,3321,2394,0,3163,3709,2662,0,2750,3321,2394,0
frida/glib,155,195,181,93,7,13,24,10,625,952,1973,683,267,514,1533,482,625,952,1973,683,267,514,1533,482
koba-lab/mastodon,20,451,189,86,2,39,19,8,878,3918,1795,879,819,2964,1445,662,577,3194,1660,879,518,2240,1310,662
imas/mastodon,20,451,187,38,2,41,21,4,878,4016,1946,234,819,3069,1602,167,577,3292,1785,234,518,2345,1441,167
5thfloor/ichiji-social,20,451,187,37,2,39,19,3,878,3910,1783,209,819,2950,1445,145,577,3191,1650,209,518,2231,1312,145
mattstock/binutils-bexkat1,199,196,181,0,38,38,36,0,3239,3716,3168,0,2826,3321,2834,0,3239,3716,3139,0,2826,3321,2805,0
VoiSmart/Rocket.Chat,219,196,119,4,33,33,21,1,5102,4914,1824,26,4648,4474,1576,16,3703,3894,1824,26,3249,3454,1576,16
kuujo/onos,177,197,118,0,47,44,24,0,3411,2564,2108,0,3006,2143,1875,0,3411,2564,2108,0,3006,2143,1875,0
gkatsikas/onos,177,197,118,87,47,44,24,13,3411,2564,2128,740,3006,2143,1892,565,3411,2564,2128,740,3006,2143,1892,565
opennetworkinglab/onos,177,197,118,87,47,44,24,13,3411,2564,2128,741,3006,2143,1892,565,3411,2564,2128,741,3006,2143,1892,565
caicloud/ingress,33,197,184,28,3,16,11,2,365,1926,1363,140,314,1595,1045,88,365,1217,1363,140,314,886,1045,88
kubernetes/ingress-nginx,33,197,184,131,3,16,11,4,365,1926,1363,908,314,1595,1045,702,365,1217,1363,908,314,886,1045,702
aledbf/ingress-nginx,33,197,184,130,3,16,11,4,365,1926,1363,905,314,1595,1045,701,365,1217,1363,905,314,886,1045,701
aledbf/ingress,33,197,184,57,3,16,11,4,365,1926,1363,391,314,1595,1045,312,365,1217,1363,391,314,886,1045,312
llvm-mirror/llvm,409,453,504,487,167,203,179,178,17088,15882,14725,13546,16108,14874,13385,12373,15659,14212,12334,11969,14679,13204,10994,10796
GPUOpen-Drivers/llvm,409,453,507,621,167,203,185,188,17088,15882,15094,12993,16108,14874,13771,11441,15659,14212,12703,11891,14679,13204,11380,10339
jasonLaster/debugger.html,82,198,127,0,9,18,13,0,1281,2011,1031,0,1102,1547,800,0,1281,1770,1031,0,1102,1306,800,0
jbhoosreddy/debugger.html,82,198,118,0,9,18,13,0,1281,2011,1003,0,1102,1547,789,0,1281,1770,1003,0,1102,1306,789,0
bomsy/debugger.html,82,198,151,48,9,18,15,5,1281,2011,1348,234,1102,1547,1051,134,1281,1770,1348,234,1102,1306,1051,134
ruturajv/debugger.html,82,198,151,64,9,18,15,9,1281,2011,1348,365,1102,1547,1051,252,1281,1770,1348,365,1102,1306,1051,252
wldcordeiro/debugger.html,82,198,151,28,9,18,15,1,1281,2011,1348,85,1102,1547,1051,18,1281,1770,1348,85,1102,1306,1051,18
devtools-html/debugger.html,82,198,151,61,9,18,15,8,1281,2011,1348,348,1102,1547,1051,233,1281,1770,1348,348,1102,1306,1051,233
darkwing/debugger.html,82,198,151,55,9,18,15,6,1281,2011,1348,321,1102,1547,1051,199,1281,1770,1348,321,1102,1306,1051,199
kfowler/emacs-mac,205,198,87,52,34,30,12,6,3822,3297,1075,339,3424,2903,902,217,3544,3255,1075,339,3146,2861,902,217
riku6460/chikuwagoddon,20,454,193,35,2,41,19,3,878,3970,1861,206,819,3022,1492,145,577,3251,1700,206,518,2303,1331,145
iquiw/emacs-Win32-IME,206,199,88,53,34,30,12,6,3828,3298,1071,340,3424,2903,902,217,3550,3256,1071,340,3146,2861,902,217
ucasFL/TranslateProject,151,201,148,0,46,63,42,0,3860,6750,8594,0,3389,6250,8180,0,3117,4855,3926,0,2646,4355,3512,0
KevinSJ/TranslateProject,151,201,104,0,46,63,28,0,3860,6750,5138,0,3389,6250,4843,0,3117,4855,2888,0,2646,4355,2593,0
wcnnbdk1/TranslateProject,151,201,199,128,46,63,65,36,3860,6750,12510,8271,3389,6250,11981,7911,3117,4855,4945,2852,2646,4355,4416,2492
alim0x/TranslateProject,151,201,199,140,46,63,65,43,3860,6750,12511,11125,3389,6250,11982,10732,3117,4855,4946,3191,2646,4355,4417,2798
softpaopao/TranslateProject,151,201,108,0,46,63,29,0,3860,6750,5686,0,3389,6250,5382,0,3117,4855,3080,0,2646,4355,2776,0
icecoobe/TranslateProject,151,201,135,0,46,63,39,0,3860,6750,8175,0,3389,6250,7798,0,3117,4855,3807,0,2646,4355,3430,0
StdioA/TranslateProject,151,201,199,91,46,63,65,27,3860,6750,12508,4600,3389,6250,11979,4322,3117,4855,4943,2323,2646,4355,4414,2045
name1e5s/TranslateProject,151,201,199,101,46,63,65,29,3860,6750,12508,5493,3389,6250,11979,5201,3117,4855,4943,2485,2646,4355,4414,2193
zhousiyu325/TranslateProject,151,201,157,0,46,63,48,0,3860,6750,8982,0,3389,6250,8568,0,3117,4855,4046,0,2646,4355,3632,0
geekpi/TranslateProject,151,201,199,106,46,63,65,30,3860,6750,12508,5857,3389,6250,11979,5543,3117,4855,4943,2549,2646,4355,4414,2235
oska874/TranslateProject,151,201,199,48,46,63,65,10,3860,6750,12508,1210,3389,6250,11979,1063,3117,4855,4943,1001,2646,4355,4414,854
zpl1025/TranslateProject,151,201,135,0,46,63,39,0,3860,6750,7865,0,3389,6250,7517,0,3117,4855,3733,0,2646,4355,3385,0
kenxx/TranslateProject,151,201,137,0,46,63,41,0,3860,6750,8329,0,3389,6250,7955,0,3117,4855,3841,0,2646,4355,3467,0
XLCYun/TranslateProject,151,201,63,0,46,63,14,0,3860,6750,1830,0,3389,6250,1652,0,3117,4855,1641,0,2646,4355,1463,0
locez/TranslateProject,151,201,67,0,46,63,15,0,3860,6750,2093,0,3389,6250,1890,0,3117,4855,1730,0,2646,4355,1527,0
Flowsnow/TranslateProject,151,201,176,0,46,63,57,0,3860,6750,10597,0,3389,6250,10142,0,3117,4855,4556,0,2646,4355,4101,0
GitFuture/TranslateProject,151,201,67,0,46,63,15,0,3860,6750,2129,0,3389,6250,1923,0,3117,4855,1736,0,2646,4355,1530,0
LCTT/TranslateProject,151,201,199,142,46,63,65,44,3860,6750,12511,11415,3389,6250,11982,11016,3117,4855,4946,3222,2646,4355,4417,2823
tnuoccalanosrep/TranslateProject,151,201,199,0,46,63,63,0,3860,6750,12094,0,3389,6250,11559,0,3117,4855,4866,0,2646,4355,4331,0
haoqixu/TranslateProject,151,201,150,0,46,63,45,0,3860,6750,8683,0,3389,6250,8286,0,3117,4855,3950,0,2646,4355,3553,0
soooogreen/TranslateProject,151,201,149,0,46,63,46,0,3860,6750,8693,0,3389,6250,8301,0,3117,4855,3959,0,2646,4355,3567,0
Yinr/TranslateProject,151,201,199,102,46,63,65,29,3860,6750,12508,5545,3389,6250,11979,5252,3117,4855,4943,2492,2646,4355,4414,2199
runningwater/TranslateProject,151,201,199,137,46,63,65,43,3860,6750,12511,10170,3389,6250,11982,9797,3117,4855,4946,3111,2646,4355,4417,2738
bestony/TranslateProject,151,201,199,136,46,63,65,42,3860,6750,12511,9730,3389,6250,11982,9356,3117,4855,4946,3065,2646,4355,4417,2691
2q1w2007/TranslateProject,151,201,189,0,46,63,60,0,3860,6750,11378,0,3389,6250,10884,0,3117,4855,4708,0,2646,4355,4214,0
FSSlc/TranslateProject,151,201,199,142,46,63,65,44,3860,6750,12511,11310,3389,6250,11982,10911,3117,4855,4946,3217,2646,4355,4417,2818
fuowang/TranslateProject,151,201,199,10,46,63,65,1,3860,6750,12503,55,3389,6250,11974,31,3117,4855,4938,55,2646,4355,4409,31
ch-cn/TranslateProject,151,201,198,0,46,63,62,0,3860,6750,12002,0,3389,6250,11473,0,3117,4855,4842,0,2646,4355,4313,0
ddvio/TranslateProject,151,201,77,0,46,63,17,0,3860,6750,2592,0,3389,6250,2356,0,3117,4855,1923,0,2646,4355,1687,0
martin2011qi/TranslateProject,151,201,199,117,46,63,65,34,3860,6750,12510,6696,3389,6250,11981,6368,3117,4855,4945,2715,2646,4355,4416,2387
edx-solutions/edx-platform,269,201,43,38,98,69,14,4,5953,4181,655,194,5370,3653,561,86,5953,4010,655,194,5370,3482,561,86
lindong28/kafka,202,201,240,31,18,22,21,0,1150,1507,1208,60,769,1137,769,0,1150,1507,1208,60,769,1137,769,0
guozhangwang/kafka,202,201,240,198,18,22,21,22,1150,1507,1208,1078,769,1137,769,676,1150,1507,1208,1078,769,1137,769,676
richhaase/kafka,202,201,173,0,18,22,13,0,1150,1507,776,0,769,1137,423,0,1150,1507,776,0,769,1137,423,0
mihbor/kafka,202,201,200,0,18,22,17,0,1150,1507,965,0,769,1137,583,0,1150,1507,965,0,769,1137,583,0
Ishiihara/kafka,202,201,161,0,18,22,11,0,1150,1507,661,0,769,1137,331,0,1150,1507,661,0,769,1137,331,0
noslowerdna/kafka,202,201,240,207,18,22,21,26,1150,1507,1208,1138,769,1137,769,760,1150,1507,1208,1138,769,1137,769,760
Esquive/kafka,202,201,192,0,18,22,17,0,1150,1507,901,0,769,1137,537,0,1150,1507,901,0,769,1137,537,0
KevinLiLu/kafka,202,201,240,139,18,22,21,17,1150,1507,1208,624,769,1137,769,363,1150,1507,1208,624,769,1137,769,363
gf53520/kafka,202,201,240,89,18,22,21,6,1150,1507,1208,294,769,1137,769,111,1150,1507,1208,294,769,1137,769,111
ollie314/kafka,202,201,185,0,18,22,13,0,1150,1507,836,0,769,1137,457,0,1150,1507,836,0,769,1137,457,0
sslavic/kafka,202,201,230,0,18,22,21,0,1150,1507,1172,0,769,1137,751,0,1150,1507,1172,0,769,1137,751,0
TiVo/kafka,202,201,240,181,18,22,21,20,1150,1507,1208,876,769,1137,769,520,1150,1507,1208,876,769,1137,769,520
yuyokk/bootstrap,144,203,135,0,10,14,9,0,1934,1732,718,0,1726,1439,529,0,1552,1566,718,0,1344,1273,529,0
fschumann1211/bootstrap,144,203,125,0,10,14,9,0,1934,1732,631,0,1726,1439,462,0,1552,1566,631,0,1344,1273,462,0
zalog/bootstrap,144,203,138,0,10,14,10,0,1934,1732,747,0,1726,1439,563,0,1552,1566,747,0,1344,1273,563,0
bardiharborow/bootstrap,144,203,147,11,10,14,10,0,1934,1732,878,20,1726,1439,676,0,1552,1566,878,20,1344,1273,676,0
twbs/bootstrap,144,203,147,89,10,14,10,8,1934,1732,878,894,1726,1439,676,766,1552,1566,878,894,1344,1273,676,766
gijsbotje/bootstrap,144,203,143,0,10,14,10,0,1934,1732,804,0,1726,1439,609,0,1552,1566,804,0,1344,1273,609,0
peterblazejewicz/bootstrap,144,203,147,87,10,14,10,8,1934,1732,878,879,1726,1439,676,754,1552,1566,878,879,1344,1273,676,754
coliff/bootstrap,144,203,147,53,10,14,10,5,1934,1732,878,455,1726,1439,676,362,1552,1566,878,455,1344,1273,676,362
kvlsrg/bootstrap,144,203,147,53,10,14,10,5,1934,1732,878,451,1726,1439,676,359,1552,1566,878,451,1344,1273,676,359
m5o/bootstrap,144,203,147,71,10,14,10,7,1934,1732,878,743,1726,1439,676,639,1552,1566,878,743,1344,1273,676,639
tagliala/bootstrap,144,203,147,41,10,14,10,4,1934,1732,878,354,1726,1439,676,282,1552,1566,878,354,1344,1273,676,282
bootstrapbrasil/bootstrap,145,203,103,0,10,14,10,0,1936,1732,618,0,1726,1439,463,0,1554,1566,618,0,1344,1273,463,0
