extension,files,repositories,avg_size,std_size
.下载,3534,51,51835.427277872135,256549.44565033703
.без названия,822,11,111433.42457420933,228161.41233490536
.~pas,1086,71,17232.584714548808,44717.470805989477
.~dfm,914,80,93489.098468271273,466717.65432973322
.~ddp,649,57,70.408320493066256,260.35753786525009
.~3~,537,87,11617.906890130347,52356.117411879772
.~2~,774,97,10623.270025839785,46270.243209213877
.~1~,1737,180,18615.248128957894,248980.41399836508
.zz,1873,195,1515.2541377469311,1399.8853278415347
.zwr,22613,22,1263307.7233892027,8414235.39946342
.zul,5987,142,2771.9427092032747,3735.8195703088591
.zu,835,35,11459.291017964071,42508.882935452464
.ztl,1763,17,41862.776517300044,818706.79114128323
.zshrc,3522,3286,3830.922487223173,11505.597329767423
.zshenv,514,496,664.28988326848184,1987.6194386156894
.zsh-theme,125244,2008,1110.5737360671974,1297.0337431818075
.zsh-template,912,900,2615.8081140350864,704.32998221138052
.zsh,219755,8081,1838.3864303428807,4159.8326391074152
.zs,2104,106,4578.9833650190167,10211.357842954587
.zpts,681,16,1007.4698972099856,2259.036203142216
.zpm,997,50,4181.4784353059185,5199.7060382605914
.zone,9741,869,23766.835129863426,656890.18832793192
.zon,536,16,56281.128731343248,644883.94167142559
.zo,769,49,13250.37451235371,59412.649478695261
.zmat,1037,66,539.30472516875625,546.90829497706193
.zlib,1270,435,124225.12362204742,1903944.6455468202
.zip,706830,114079,1245178.8320093479,6147640.3092975728
.zig,2263,22,35737.172779496286,450758.962395759
.zh_cn,644,112,1594.2468944099376,4137.2138711292973
.zeus,530,292,1549.596226415094,3056.7128153499284
.zep,7161,254,2949.12232928362,6049.8793776105013
.zcml,3144,632,1780.79262086514,4468.2400724963927
.zargo,1045,503,19370.971291866033,40113.630911802211
.z80,6057,125,6967.3693247482224,14410.503475139387
.z77,557,149,55091.533213644529,49307.402402416265
.z,161184,4959,133189.094035388,767081.49431458476
.yz,650,411,16.801538461538463,116.03376984711403
.yy,11179,2097,24278.637892476963,135197.01196402777
.yuv,1822,415,2966983.6180021991,10155671.66975884
.ys,2668,61,8858.8905547226314,71353.949750051674
.yrl,2621,572,25696.056466997354,24900.287352764539
.yrd,2385,17,4839.20293501048,62247.228037443914
.yoda,1779,20,127923.88645306358,416128.36255658866
.yo,1550,189,20616.46258064517,47086.438005776916
.yml~,2859,1750,1453.9909059111562,8704.3593752944817
.yml,10706997,889321,51990.415729078784,454977.38361498481
.ymfsb,13792,13737,3141.6645156612531,41.311366628167477
.yin,1060,35,6638.7773584905626,40195.961894365384
.yii,1515,86,6.7953795379537967,101.29400088534928
.yhtm,1257,18,3608.0962609387434,3730.9002345270483
.ycp,1121,82,1156.9678858162342,2406.1848638389688
.yaws,3060,96,1733.0830065359473,2980.9688976549178
.yate,1346,28,8803.32615156017,32126.34277034401
.yasnippet,19606,175,170.17254921962615,252.54143965591723
.yas-parents,4742,329,10.020033741037542,3.2012935318841933
.yarnrc,763,667,62.053735255570096,86.419677306695249
.yarnclean,697,656,282.1736011477762,167.48944036993095
.yardopts,14320,10686,116.24057262569823,123.28121565939409
.yara,992,145,24780.765120967761,181974.67140820279
.yar,6683,164,17318.907825826758,195016.46308371873
.yapsy-plugin,1237,174,322.14470493128493,304.84045259028665
.yapf,602,556,1041.2990033222593,2489.2726226716027
.yang,34492,278,94666.64168502824,942571.50295132527
.yamllint,769,680,450.967490247074,459.73615931458238
.yaml-tmlanguage,633,413,9290.6919431279712,32076.195322521628
.yaml,2735760,103404,13539.775192633875,388694.816774253
.yail,1379,109,2622.3023930384329,3564.684869636143
.y,131361,31238,16391.577873189151,46951.835084881975
.xz,19980,2682,1078557.1116616605,6373866.8304546662
.xyz,69564,1290,70874.012492093709,1015466.4979811918
.xy-error,1199,11,2015.6513761467891,1917.9918812802935
.xy,2449,185,83821.440587995137,907376.16247490165
.xxx,636,332,129721.42295597495,2579928.2374890912
.xwd,613,96,55903.210440456787,337277.87951785151
.xw,2419,467,8783.5642827614647,1131.9690484714158
.xvg,4199,96,520199.31340795429,1424782.6738361022
.xv,1266,22,218451.38704581349,323338.50008109579
.xunit,1266,289,212.19984202211691,268.17242468169394
.xul,28452,2860,3476.3098903416353,6850.4576609022879
.xu,4203,558,5514.2143706876077,1342.8701739578794
.xtuml,26865,33,70214.575991066158,310922.83508025727
.xtpl,900,51,5610.5655555555531,9829.1999798432753
.xtmpl,1024,797,532.1572265625,2319.3099834439045
.xtm,536,25,73867.7238805971,583945.45844971424
.xtext,1843,629,3500.2333152468814,5166.3935772285777
.xtendbin,939,54,2940.8264110756113,5768.1408996185091
.xtend,25790,992,3301.4049243893032,8355.632408074478
.xtc,1015,128,2457780.3123152689,11165645.025159152
.xtb,232285,452,42876.922943797523,127089.94305268028
.xt,2601,61,8577.6547481737834,225196.39370363092
.xsx,1553,515,867.067611075338,2735.0622335383619
.xsw,2382,464,8271.04072208228,715.96430365158517
.xst,1164,247,6073.0945017182084,32572.891803248644
.xss,11198,1085,560.3505983211279,2096.7406890581415
.xspf,9625,171,2903.39688311688,34250.962869689123
.xspec,1052,61,6025.9125475285282,16207.958035491734
.xsp-config,2365,156,4264.4033826638442,10494.132317649082
.xsp,5857,275,3278.2829093392484,11382.87001339473
.xslt,56671,8477,6656.9827072047619,55092.618226681247
.xsl,479948,49166,9474.9524344304136,37639.19793415779
.xshd,1722,278,6489.7328687572535,12272.49669202853
.xsd,530869,40550,18285.582686124129,89248.273593303675
.xsc,4915,1433,4220.80488301119,4204.8726549975536
.xsb,35312,62,1306.5522202084258,23157.33312288261
.xs,26588,16095,7679.2316082443313,35799.7084089597
.xrpt,1769,137,45345.243640474851,104954.57796612546
.xrf,1092,117,52778.521978021978,337419.23922938376
.xresources,1987,990,1774.9989934574764,3438.7902391921402
.xreport,782,186,20651.753196930928,1439.1113140926823
.xrds,3666,502,1578.37452264048,1048.2872648142477
.xrdb,1036,30,744.86776061776084,603.73849226044251
.xrc,4588,490,12724.879686137756,34503.701305830327
.xr,4837,620,4875.8658259251661,4868.0135791901521
.xqy,2188,196,5290.5936928701994,27957.635322676218
.xquery,1501,263,2498.3644237175258,7563.8760028466941
.xqm,1489,273,7123.5238415043577,22513.997548051855
.xql,6977,153,2985.2002293249334,5527.2405761511172
.xq,28708,950,870.3680507175701,15049.658964981405
.xpt,6576,527,245123.31173965905,2347428.01356353
.xps,523,223,831357.19311663473,2010448.0604304029
.xproj,14130,3242,1220.7745222929962,877.33877527830782
.xpr,1194,413,40767.747906197619,504519.11949983134
.xpm,270123,14429,8300.9660302899,85268.350733385232
.xpl,3777,369,6542.7926926131622,46959.429680107984
.xpk,558,63,2222.6827956989264,5072.9288589529715
.xpi,10659,2981,355544.44169246644,1444774.036985134
.xpf,9056,63,6245.8213339222584,26583.104933281626
.xpath2,8927,87,69.89951831522329,89.082042101384332
.xpath,6500,190,255.09969230769227,208.59676153851302
.xoo,1342,18,242.15722801788368,291.41274319086585
.xojo_window,532,130,21279.319548872183,24179.489871533726
.xojo_code,2648,146,7509.9573262839913,14220.635990661993
.xo,3053,52,13691.029806747472,219369.32248413152
.xnh,1176,35,21856.395408163269,84119.599906845571
.xnb,24816,475,427316.96449871006,1734990.8237601579
.xn,4379,682,21794.408084037452,936521.89577729569
.xmsgs,3266,198,16106.06338028169,125875.92429637615
.xmp,5428,494,5267.68533529846,94252.905110533873
.xml~,3795,1657,23835.756258234527,271478.6250799541
.xmltm,608,76,816.0,426.18010594326455
.xmlsrc,2545,93,18425.875049115904,19387.724120251904
.xml_hidden,1307,36,0.0,0.0
.xml_gen,2419,440,8452.9776767259118,8694.9267123896643
.xml-removed,650,50,1148.7692307692307,858.72591273155024
.xml-after,2064,86,170.36240310077523,44.578017806822345
.xml,26146702,746324,22191.859864116395,367795.96711395343
.xmind,2152,912,770044.967472119,2862684.2659551972
.xmi,22776,3910,232901.00821039706,1378592.8135738494
.xmap,1035,220,36660.544927536219,243575.65447775289
.xm,2917,1106,294906.9835447371,720184.44245170441
.xlsx,129008,20753,227983.11951104179,1949874.3355580976
.xlsm,3473,1102,472958.36855744279,2103424.6711437413
.xls,90597,12576,405942.64169895335,1919535.9271748043
.xliff,34135,2101,13030.634480738207,88821.57967892228
.xlf,601490,11311,15012.729897421365,264011.59745074925
.xlb,552,68,690.54166666666674,3347.3649134743978
.xl,1319,135,9727.4078847611836,19582.262395790774
.xjb,3104,1091,3294.252577319588,12880.89721252643
.xiz,53374,60,6354.3422265522431,27774.759602119942
.xise,2457,466,29033.232804232772,19812.291855716066
.xinitrc,976,904,649.81557377049171,884.93517352216065
.xinetd,1091,353,294.82859761686535,165.19758797069122
.xib,269842,60025,27367.720884814054,64716.215200813778
.xi,853,38,4660.1664712778411,25520.040307265608
.xhtml1_transitional,520,301,198.93846153846152,26.421586855520925
.xhtml1_strict,520,301,180.9384615384615,26.421586855520921
.xhtml-disabled,630,43,2010.3444444444444,1085.2000630652751
.xhtml,473340,10412,3948.2028267207352,67667.324807379482
.xht,9765330,402,2489.3478909570858,31001.421275070996
.xhp,4719,19,5970.5545666454618,7645.4424694428735
.xfst,645,11,10818.077519379844,134311.13073057059
.xfail,3201,182,595.73633239612616,2770.150626402411
.xenial,591,262,1235.80372250423,9598.79191738597
.xed,1210,16,73725.001652892592,2284554.32436118
.xdw,2044,363,8971.5562622308989,774.74742052131182
.xdt,17817,2117,1511.0081382948872,2582.3159691391884
.xdoc,664,46,4563.3704819277082,7851.8724005399636
.xdl,725,79,114922.49655172409,1121486.8084354608
.xdc,7649,927,130300.957772258,1844672.8205200057
.xda,966,97,287014.9658385092,3248377.1193743385
.xd,6025,686,96772.69360995866,2085425.0391992964
.xcworkspacedata,209958,97314,204.9494517951214,1120.176687263031
.xcworkspace,824,745,583.03033980582541,13206.249060415943
.xcuserstate,64544,23715,39170.547641918733,107800.83073666459
.xcu,6108,543,7411.2234774066719,28074.770690072266
.xctimeline,6844,1950,864.66992986557511,2430.611340954114
.xcsettings,13315,8848,342.58708223807719,147.3588344524789
.xcscmblueprint,6417,4213,1915.6674458469683,1138.8146649362168
.xcscheme,222665,65929,3479.5854804302471,1111.8516489528542
.xcs,1374,116,13919.773653566246,45401.563177723037
.xcplayground,10928,3534,224.95049414348452,242.20551766306016
.xconf,1657,672,6636.9619794809823,8306.4100543317381
.xco,1868,198,3529.4855460385452,2206.4694635619485
.xclangspec,2851,2437,5470.00771659067,3684.0358757720473
.xcl,2909,205,6329.0917841182536,4419.36604637918
.xci,3382,201,42865.461265523321,71766.325256920492
.xcf,92603,27877,538220.39378853922,2790299.5702478285
.xcent,630,327,481.55714285714288,426.14937901150046
.xcdf,3269,44,846.44447843377225,33895.6244744541
.xcdatamodel/layout,2343,1071,15048.71532223646,15580.70216053072
.xcdatamodel/elements,2345,1072,107146.9462686566,144826.45758058503
.xcdatamodel/contents,12887,7148,4851.476293939636,9623.0816029027428
.xccurrentversion,7342,5229,262.70975211114194,70.351208465745344
.xcconfig,216682,26890,805.94784984447153,1091.3814691193534
.xccheckout,31680,16310,1609.7862689393919,386.19787930143411
.xcbkptlist,29192,17499,2404.949952041663,12925.440663899853
.xcassets/readme__ignoredbytemplate__,1387,1005,66.003604902667632,0.059954140041580263
.xcactivitylog,2885,95,6779.0083188908147,41533.069867557017
.xc,3688,661,8138.4202819956718,5977.79793575501
.xbn,4186,555,7837.0740563784057,2047.1386365223959
.xbm,39111,2774,1613.4529927641854,16987.904084586095
.xbl,1001,53,52728.156843156867,944443.19139411964
.xbf,9363,364,11014.702445797289,31270.518327079979
.xbel,3300,254,5568.2766666666639,112697.55911451647
.xba,1375,73,14387.868363636371,16733.451157439365
.xar,1890,801,165363.57142857136,852507.19688776892
.xap,47858,18682,57341.510029671153,356278.69490054063
.xaml,443221,21517,7982.5094162957157,74280.69244172913
.xamarin,1048,614,161.54770992366417,211.03175753464282
.xaction,1786,29,6167.9882418813031,6575.49854849092
.xacro,5971,586,4096.3190420365127,6137.4765524628256
.x86_64,3609,1740,432964.870601274,3587875.573591203
.x86,18133,14435,93636.488336182709,1459220.2837090068
.x509_ca,854,171,768.31733021077275,150.88292319068481
.x3dv,4595,48,25449.633514689845,544989.87600638787
.x3d,8428,182,550565.80398671143,2337361.1045502126
.x25,13816,13763,7280.2455848291829,82.102127256758834
.x10,1176,97,14993.0943877551,82234.221192306082
.x/makefile,1792,695,4249.1043526785716,5863.84801299747
.x-php,5393,46,573.90969775635131,749.46588461883584
.x,75207,7131,96388.529884186035,892284.49692734645
.wy,874,126,16133.144164759731,11267.763182363735
.wxss,6495,351,2000.4398768283279,14458.807481206966
.wxs,16265,4451,13386.731079003983,192233.62405657498
.wxml,5479,352,1789.2732250410709,4576.4408354853385
.wxl,2659,832,15273.629559984953,26195.657802991333
.wxi,3723,1108,13544.833199033044,77849.130538325189
.wxg,808,314,30841.871287128681,90759.382213822537
.wxcp,1973,36,82971.34211860098,110598.74787505716
.wv,708,199,233380.86864406778,3320849.5014598477
.wt,3638,348,31724.833424958757,75255.926829477816
.wsx,987,276,29330.324214792294,35575.50184021036
.wstcref,601,20,170.269550748752,40.493833538344688
.wss,1967,288,123119.95983731563,552324.35418041074
.wsp,1282,330,82973.598283931336,263599.02010965691
.wsmode,981,31,438.54841997961279,58.776791112831226
.wsgi,5075,3892,817.94305418719262,2443.7888322501217
.wsf,1526,549,15867.229357798178,24621.30370867013
.wsdt,1329,242,4471.6343115124164,5076.2114372758633
.wsdl,82992,9861,26323.432897146802,123775.04164683542
.wsdd,2750,388,11249.257090909095,53968.649296353222
.ws,921,226,44020.181324647114,201301.746637557
.wrong,5168,100,746.77496130030977,13421.285066141991
.wrl,107246,1107,246584.25679279369,770053.03102266428
.wrf,910,20,19516.386813186833,556188.53679277643
.wren,9255,43,4409.3751485683433,65401.259764632065
.wrd,862,26,6179.591647331792,87314.232766383386
.wrapper,1081,552,453.02867715078634,1072.882859277943
.wrap,30421,262,1439.0992406561304,31411.572542051174
.wpy,529,27,3302.8393194706996,6841.0398046351547
.wpr,617,394,112097.60291734192,332178.23563093267
.wppl,717,11,2647.4602510460259,6070.7088824419161
.wpj,2228,488,10509.543536804316,24663.350433809974
.world,3534,654,144217.49915110326,2677994.3850661367
.workspace,4283,1478,1628.2904506187306,12271.545918294907
.workflow,738,394,3342.90379403794,17785.408037525835
.work,703,135,14269.106685632993,83022.627508736521
.words,8609,1314,34639.61807410849,773545.69083037
.wordlist,579,49,915287.02245250379,2063974.2715479655
.word,1011,55,14121.124629080112,199377.99288432137
.woff2,638609,148147,49163.469069493287,178271.71349295686
.woff,2762105,314300,45599.211691807533,135895.03555225307
.woe32,660,264,1065.110606060606,1059.4158172969355
.wob,4810,22,61418.612889812866,339182.3307453267
.wmz,1396,55,6526.91475644699,34660.2713512952
.wmv,1525,759,5386600.40262295,11929264.114988945
.wml,1711,148,4806.9304500292228,68414.800411346718
.wmf,4780,1101,73243.544560669354,538647.45748564217
.wmap,1340,17,63478.888059701509,273004.56345216127
.wma,2617,812,491488.59954145993,1602786.9234212879
.wm,794,100,12901.695214105797,56433.074014393816
.wlk,2799,121,21829.470167917112,30757.628533057887
.wld,4996,148,41609.784027221685,459289.36999988055
.wlags49,11508,11474,25711.841067083766,239.85558216662119
.wl,1198,444,92583.916527546,2325507.7644081214
.wkt,14123,1224,29208.84797847478,241764.94542435696
.wkb,648,526,26783.11111111112,468268.49262883794
.wixproj,3596,1940,3253.2680756396003,2131.7095434483249
.wixlib,652,233,239238.58895705524,112758.18408953851
.winview,13644,13593,1492.8948255643509,12.788011806526169
.winmd,6870,1139,315551.4681222706,976566.71867047728
.wings,60587,215,24755.121065575167,62789.962561951674
.windows,4308,2997,16292.727483751127,468671.47044971515
.wince,725,675,1127.3241379310339,1441.2889962656118
.win32,7629,3679,5241.53060689475,86892.934638956227
.win,11215,4029,9511.3302719571784,539696.18606300419
.wimax,13860,13670,3293.3057720057718,1148.7476142237083
.wikitext,2006,26,4866.3424725822488,22854.316753868305
.wiki,45417,1784,17249.334081951707,228205.24475012562
.wig,665,124,150033.31578947371,388386.26250551088
.widlprocxml,34206,253,1791.2050517453074,1489.3969668584703
.widl,66966,260,577.8102917898641,2935.8991326466403
.wid,846,173,1718.969267139481,3457.2188054673175
.why,9618,18,25832.8933250156,147261.81458022006
.whl,13043,1760,601048.6138158415,3501668.9558923519
.whitelist,1374,695,6455.7612809315879,14495.536973540331
.wgt,6708,162,97481.115384615274,1100187.4415058207
.wgetrc,998,976,1670.5681362725445,1153.3061919472575
.wflow,1167,461,14989.034275921165,35114.841562058893
.webpart,928,159,3029.2079741379307,3776.424417298666
.webp,388993,3712,10657.400107456953,141470.31965835922
.webmanifest,1997,1597,466.19128693039522,317.85287061612991
.webm,38052,6864,1769731.5553190389,4912465.8621613532
.webloc,1814,594,296.49558985667022,507.80414738764387
.webidl,63551,398,1339.9982533713119,3708.15106006926
.webdoc,6226,68,15297.133151300995,38665.860977595396
.webapp,6173,4526,663.59744046654862,1200.2554373195833
.we,3776,102,51530.333951271234,1443857.2402702312
.wdl,980,50,4514.7265306122436,10215.414909835636
.wdf,1022,85,16863.74853228961,456970.44303539064
.wdb,794,153,1271561.0365239312,5811853.8344818186
.wd3,2240,365,1129.6656249999999,2067.8900651080426
.wd,1614,67,6210.457249070636,29875.772835026568
.wc,578,237,18394.072664359865,129057.93377836962
.wavedev,607,19,1557.6293245469519,408.09807919293388
.wav,821457,41413,392366.78004082962,2571855.5246094619
.water,3396,112,9144.1195524146115,136588.1234523367
.watcom,1310,952,4019.9549618320634,3584.8768861750186
.watchr,7030,6331,261.9618776671407,264.46727761302162
.watchmanconfig,9490,8595,26.378292939936763,58.379516753996342
.wat,4684,1500,19845.277540563675,186836.06328251574
.wast,2472,86,65561.042880258945,782150.073274734
.wasm,7727,571,102702.41063802248,1143745.3464488823
.warning,15465,15205,241.29660523763337,263.59776697018293
.warn,1125,198,163.50577777777769,514.01732527924412
.war,9625,4113,5902887.8620259762,12191296.136530008
.want,5187,328,28721.508771929846,58390.070998704708
.wam,592,27,13834.797297297297,67013.683220249513
.wallet,933,127,53456.293676313,170613.8399280087
.waf,718,214,698.34958217270184,1652.5697478849877
.wadl,1903,276,20318.845507094109,76929.167043143825
.wadcfgx,1435,485,2374.7484320557483,513.00667588314855
.wadcfg,1327,748,1616.1914091936703,212.5708033620316
.wad,1992,165,859916.08483935741,2959068.3497918355
.w32,11495,8528,1716.1954762940411,4734.0375161808824
.w31,650,296,1379.4738461538461,89.7148028368243
.w,3995,483,18353.927909887381,150428.01345185292
.vxworks,1018,658,8350.00392927308,8665.4072203774613
.vxml,804,57,1607.1467661691531,3259.9729702448085
.vxl,523,64,760660.45315487636,3100749.9256737293
.vwf,661,63,61849.605143721652,200417.68317823971
.vw,1093,81,83836.9981701738,1001614.652278828
.vvd,16846,150,99496.9999406384,233556.37843715039
.vundle,1441,192,384.98750867453151,562.43548751980086
.vue,137604,9240,3291.6210357257114,17399.98824988072
.vtx,53986,229,24876.871133256849,63899.917927168266
.vtu,1792,125,591214.45758928545,3042691.95291381
.vtt,46557,2294,1699.8773546405462,21001.943457828766
.vtr,835,21,729200.17724550935,1483561.0502600721
.vtp,3195,258,256461.1956181537,1656014.9278367523
.vtm,1011,18,2005.6290801186947,3170.1670240386438
.vtl,3361,202,3038.174650401666,6131.228746686138
.vtk,5646,999,1219686.9792773654,2956102.0656790161
.vtf,27643,294,423989.54791448126,1110285.4924954812
.vtex_c,704,38,1372101.4275568195,2314570.8274557977
.vtest,20724,1072,173.61170623431764,181.45380911662181
.vtc,16480,187,986.48604368932081,866.05758116364041
.vt,1271,115,110001.37765538956,342198.57880848041
.vsz,1133,154,7156.9999999999936,81956.300711428674
.vstheme,507,97,63165.246548323485,98697.933337047667
.vstemplate,10495,986,1938.4121962839445,3295.2230796326157
.vssscc,1279,866,249.36747458952306,5.0962018247202359
.vssettings,1360,690,41112.168382352953,87461.372185386674
.vspx,1879,67,275133.43001596583,2455145.2180457544
.vspscc,8679,1409,263.83062564811667,183.50736211314182
.vsprops,23314,2900,775.8050527580009,1944.713427732331
.vsp,2079,234,255285.03703703702,1550466.4911759188
.vsnd_c,6924,13,24741.447429231659,125763.31522440066
.vsmdi,1969,1375,17745.237176231582,89848.957897729968
.vsl,1655,195,20556.628398791512,146007.42107089687
.vsixmanifest,8074,2623,1818.4917017587306,1000.9483854085358
.vsix,1360,779,3325698.9044117648,8898803.1773906369
.vsh,7275,1720,933.40467353952124,2044.848734656754
.vsdx,3810,1662,110802.63070866134,299991.3848392397
.vsdconfigxml,1066,223,1696.2298311444654,594.41264550599544
.vsd,9104,3293,235421.1090729346,1055471.2874621842
.vsct,2853,1282,24592.019628461268,69947.4197026489
.vscodeignore,2910,1187,75.967353951889976,159.28086919026188
.vs,10177,2503,6589.557040385168,123600.83215255225
.vrt,1769,1281,17817.564160542694,213637.29977002277
.vrp,4891,97,167987.13494172919,2633197.630824659
.vrh,12181,230,48866.088252196038,57015.746612587784
.vrg,801,89,2499.7777777777774,3926.1476128713693
.vrb,685,283,17259.713868613133,29019.116759270681
.vr,2820,337,1493.1315602836876,5037.54332726788
.vqs,7430,191,1575.3865410497979,595.04200524020462
.vpp,2336,801,461143.69734589051,799431.67535351962
.vpj,813,241,12346.479704797041,187125.8226735749
.vpd,1571,146,24186.924888605969,464869.59902394924
.vpcf_c,2577,27,3576.1804423748449,4566.03136514013
.vpcf,12201,68,4448.3012867797688,4764.7875626054765
.vp,1621,225,78040.241209130108,609240.94821572991
.vox,2554,84,69784.808144087772,636015.1757322984
.volt,6914,479,3161.1716806479658,15206.222272885965
.vol,1641,1227,432308.75563680695,3209391.5091184024
.vocab,919,262,74685.657236126237,241717.22214879535
.voc,3219,412,18637.073314694007,161364.32484609174
.vmx,11008,258,10223.55359738371,168910.48991211766
.vmt,26220,274,225.81552250190708,2839.8186994464468
.vms,7685,3220,3218.7022771633019,5701.2896724836955
.vmf,1215,66,676442.18765432062,1559749.3109596737
.vmd,1174,352,568665.80834752985,2873479.9430987686
.vmat,931,57,1884.9656283566064,28934.107750306459
.vm,151558,7903,3751.45683500706,41626.732206156885
.vlw,3183,794,220454.44957587204,968841.71880284359
.vlt,1304,80,11934.513036809823,40314.292649175419
.vlo,1023,11,7368.588465298144,10505.839066208482
.vlan,600,550,475.85833333333329,277.61711108016448
.vkm,834,12,6670.3848920863347,2020.2832071356695
.vk,1995,43,720.2561403508771,821.88988069211121
.vis,5384,153,44870.170505200542,300303.84507859708
.vimrc-local,605,528,25.745454545454546,165.75339138300274
.vimrc,9838,8634,4715.7939621874339,9060.29116221017
.vim,381804,32914,6057.6350352536847,21003.564112044583
.view,10997,1607,12725.629899063382,135126.16676468475
.video,521,493,18685.733205374279,248997.24630910129
.vi,40955,911,42421.757196923485,328494.75752869458
.vhost,569,327,1689.9859402460459,2132.5920871946787
.vho,2929,160,56419.66097644253,485525.88413778355
.vhdl,7347,467,126395.10766299188,1252276.5393176896
.vhd,96819,2337,133598.03174996618,1401549.2700470611
.vh,1680,397,17182.906547619052,67370.809187566163
.vgtest,89890,102,84.362910223606661,111.26591834937823
.vgperf,1090,98,28.420183486238535,24.266456950538242
.vfb,940,272,208406.00957446807,301674.06845893018
.vf,1456,52,44134.396291208774,148067.32069547623
.vertexshader,807,106,558.830235439901,588.04746915784517
.vertex,4191,177,40473.991171558024,378173.10620639933
.vert,210782,6106,2984.321901300862,201141.92732281011
.versions,7901,2991,675.46171370712591,712.404788545694
.version,21525,8920,182.78183507549363,441.78165514871631
.verb,858,275,1165545.2132867128,1363426.0622303383
.ver,24253,2007,1575.4156599183646,15888.785149970519
.veo,1148,138,4878.4677700348375,3540.0569185755435
.vendor-rc,734,369,51.009536784741144,0.25837471468394679
.vendor,1423,175,29049.70836261419,15979.097814175
.vehicle,9093,12,542.55372264379241,5488.3887078593189
.vec,4563,204,261936.47337278188,2241673.1443840927
.vdx,1579,171,453712.53578214056,835063.61133256776
.vdproj,2173,1625,87590.500690289991,200574.43585460007
.vdmsl,1522,19,1701.7194480946139,6901.5885746817476
.vdf,738,139,189617.47967479663,799802.37656969717
.vdec2_defconfig,12866,12826,3262.2114876418473,4907.3013384223495
.vdec2,13039,12901,5503.405629266048,770.928175247413
.vdb,2462,83,72108.399268887035,497610.46860542375
.vcxproj,433515,38170,15393.488151505702,42914.089616901176
.vcxitems,5725,717,6954.5386899563337,19180.612043961773
.vcwin32,731,663,3100.7209302325596,618.41955996747549
.vcw,1445,517,1881.8069204152248,2004.5890473375177
.vctr,600,12,339.71999999999991,140.34025525631986
.vcs,938,83,35107.407249466953,418535.44672823942
.vcprojin,533,156,9190.7242026266413,8860.7008090742038
.vcproj,323170,20764,14217.746860785328,37450.491012621213
.vcp,4740,613,326670.06940928288,473536.17453715461
.vcl,2776,1544,5746.0378242074949,23992.166557606641
.vcg,1336,149,9673.33682634732,49007.512264823592
.vcf,25317,1586,450923.52628668508,2218011.5122302114
.vcd,1797,123,1402356.9760712301,7392799.9298702991
.vc9,1597,301,5579.9649342517223,6008.6532224485882
.vc6,11680,790,3193.1476027397248,3357.9259000402635
.vc,9421,2822,8607.142872306531,32192.111857737935
.vbw,1923,585,178.2548101924078,389.67712103639343
.vbscript,1571,26,6126.30490133673,20910.206810044307
.vbs,18918,5054,8825.6139126757425,165038.95188104376
.vbr,817,32,105.72215422276629,589.71339616705586
.vbproj,30697,3982,7447.0307521907607,13687.937195199538
.vbp,26421,845,22384.958101510205,166385.87982003033
.vbi,13562,13511,2359.6518212653004,561.842079567722
.vbhtml,861,222,1877.8466898954707,7243.61864884927
.vb,810395,5436,17790.100090696513,79475.377592349279
.vars,1050,515,2651.1714285714274,13840.223939209147
.variables,126556,988,1397.1549669711462,8010.8998556445276
.var,4126,394,11208.707707222493,85749.259335797949
.vapi,6530,1043,28585.635834609471,67231.589064242973
.validate,2061,1689,2140.4070839398355,23657.833795302206
.valgrind,2503,1195,915.1114662405115,9109.89949253827
.vala,47494,2092,6466.7092474839,12648.903851176381
.val-new,896,208,136.54129464285711,17.942131438507079
.val,4681,198,18743.632984405056,270585.2190674275
.vagrant/machines/default/virtualbox/id,693,611,36.155844155844143,4.1025807525469666
.vagrant/machines/default/virtualbox/action_set_name,625,557,10.132800000000003,3.2801797949471454
.vagrant/machines/default/virtualbox/action_provision,587,531,34.722316865417433,12.563404902566877
.vagrant,549,338,542.58652094717638,1763.4164445261595
.vader,5383,192,2648.0919561582691,4746.6812070263832
.v4p,1058,60,29830.069943289225,85720.114047910451
.v3,2113,255,6104.0014197822975,136915.17397049436
.v2/notice,811,775,560.0,0.0
.v2/makefile,856,742,426.62733644859821,522.07091911461407
.v2/license,9758,5508,5762.6894855503188,4469.5011654943255
.v2/build,1115,435,874.02690582959656,302.85581058373526
.v2/bson/license,508,476,1356.1082677165355,1.6117451526411497
.v2,37964,1103,2687.0642714150308,48962.490651607644
.v1_projectinfodelta,579,25,224.30915371329874,419.54227748550619
.v1_indexcache,58689,15,119.28853788614559,8831.4632635562466
.v1_astdelta,594,24,82.478114478114449,30.819340183113173
.v10,6019,437,2786.7687323475666,2186.645123697092
.v1/todo,689,674,56.246734397677791,4.0820179888186328
.v1/readme,1060,953,161.70754716981108,283.49719641886696
.v1/makefile,659,559,196.14719271623676,440.79933390315233
.v1/license,6396,4107,2604.3059724828022,2989.2110840157247
.v1/build,609,437,1019.1198686371099,365.24592528435528
.v1/authors,1446,1389,1340.8727524204703,256.55698030431523
.v1,2091,1115,59429.724055475759,1339740.4632181004
.v0/readme,531,520,2517.9472693032017,23.182724681566224
.v0/license,2978,1882,1494.3844862323708,578.62967886328261
.v0/build,776,430,522.76288659793818,69.41265452289565
.v,204358,3971,23635.179733604687,405903.63578607677
.uxf,2927,708,8567.2008882815517,11064.719869296934
