extension,files,repositories,avg_size,std_size
.razers,5412,18,42870.77808573543,31794.917253983687
.rawproto,27101,261,6564.410058669413,3726.4770322989475
.raw,55132,7467,287053.647573097,2433541.6158532356
.ratignore,1179,665,67.853265479219644,118.80794311466488
.rat-excludes,678,678,892.93362831858383,987.892830836937
.rascal,576,474,8654.7430555555566,65.8038451661244
.rar,18864,8342,3710744.305168299,10083049.540528826
.rapt,593,53,30.217537942664411,8.35052773916888
.raml,34288,985,4511.5464010732612,69579.30908417204
.ram,3571,1613,33675.944833379966,1009470.139628256
.raketasks,1599,1573,7654.7016885553412,27828.744162106763
.rake,124745,34987,1745.9480139484563,12135.186479846909
.rad,2572,91,25840.311819595641,319402.59987355093
.ract,21214,231,1692.455406806828,1525.3004501788
.rabl,32648,1245,217.59991423670647,318.20951470945
.r51,1436,15,74380.382311977723,138335.84022171373
.r2,1360,232,36386.439705882309,699861.752581794
.r0,1714,245,68981.385647607924,1128385.6668572989
.r,498016,29367,6286.14395119835,191771.83720921565
.qza,48432,11,24142.150520317169,208059.680971088
.qxf,4015,23,7230.9499377335042,6960.4042055950931
.quoted,557,103,181.39317773788147,1279.8900560457855
.quorum,869,28,5846.3153049482125,10125.412623873362
.quirks,13641,13590,3766.5876402023305,115.29104172384623
.quickbook,14783,75,751.10958533450594,4321.0933215883906
.question,772,30,34199.202072538857,184520.97036028461
.query,1658,380,152881.83775633288,3477622.8139496264
.quark,660,80,9887.7803030303039,170911.98100510161
.qual,984,101,203765.13516260165,939538.04918459815
.qtz,815,224,267442.54601227,1798176.956134608
.qth,921,20,1794.8805646036917,1545.5877779013206
.qsub,569,82,3122.9525483304055,8584.2803064547388
.qss,4670,1661,7329.22269807281,11006.383494045156
.qsf,1682,629,22424.326991676535,39591.462311007759
.qs,1774,328,6365.8393461104906,101400.48664036076
.qry,566,38,26688.860424028284,255573.27849155178
.qrs,952,40,50948.306722689063,92551.9912791252
.qrc,60390,21994,2023.1653253849959,9949.8690277477272
.qpt,1476,192,16594.235772357726,211132.00432024361
.qps,538,12,4582.1635687732351,34399.907137493377
.qpj,8985,922,379.06633277685023,489.4758198223343
.qph,554,123,22234.509025270741,15244.309056326589
.qpg,1897,1416,201252.32366895096,2532597.659682327
.qpf2,537,127,207115.78398510243,125559.89839323868
.qpf,7168,742,46114.367885044565,189528.77698905687
.qp,912,126,1415.3114035087724,19608.694197560362
.qos,719,160,4016.502086230877,3159.4747747078372
.qmsg,2498,134,93423.568454763881,521267.23296283151
.qmltypes,2014,342,28322.824726911629,49936.319261620352
.qmlproject,3647,543,387.64957499314511,230.10043727329781
.qmlc,1281,31,11339.151444184237,13539.590235116399
.qml,205348,6900,4988.3728499912413,77017.4408495821
.qmg,1037,67,103553.86885245904,837085.58859203465
.qm,104001,4131,47711.821992096317,70017.47769538888
.qlge,13634,13592,10637.076206542468,6345.4083597933923
.qlcnic,11957,11931,15876.230408965461,886.986279264692
.qla4xxx,8972,8952,15441.2137761926,153.54963627819572
.qla3xxx,13734,13681,2130.8509538371927,18.192350540345934
.qla2xxx,13752,13697,13821.976294357186,4966.5351368168995
.ql,676,233,32585.307692307706,84030.116882284361
.qix,2148,236,42987.186219739146,382673.9168075716
.qip,1797,256,46567.259321090773,245352.76732925413
.qhp,564,319,111295.63652482266,912968.83078069519
.qgw,870,28,3494.8126436781604,3371.3819183913051
.qgs,4825,594,86760.171606217511,267842.76578978729
.qgm,44211,116,410.33921422270458,158.45941284508984
.qdocinc,1438,185,2221.3998609179389,6248.3266206371418
.qdocconf,4529,564,1940.1726650474716,1967.6916172431304
.qdoc,38563,754,11133.205067033161,21462.769415045
.qcout,1607,43,92221.305538270084,163455.83524214337
.qch,525,194,7938361.8819047613,46652794.62231572
.qc,4343,138,11824.708266175476,108276.9289666797
.qbs,12220,440,1408.1003273322431,2872.6067065811026
.qbk,109725,208,9454.5042150831632,71246.139000171635
.qb,1213,25,18902.77823577906,159150.39538733987
.qasm,1315,77,5465.7574144486744,9887.9786590412641
.q,436649,827,2282.0997803727837,134901.06694651456
.pz,1246,69,235929.83547351518,647726.91254971537
.py~,10306,3036,5771.843295167856,20821.446777684723
.pyxel,685,137,7650.5927007299215,23154.844690714657
.pyx,81559,8708,10189.826358832262,31952.751578912284
.pyw,4705,1670,8271.9723698193466,19533.540564865238
.python-version,1451,1390,9.5775327360440929,22.031169574150216
.python,3784,1299,29248.484672304447,252655.14974302522
.pyt,634,293,20575.829652996854,220161.5714047277
.pyste,1371,71,561.206418672502,3187.2487843851482
.pyproj,6660,1379,3559.75555555556,15875.919920131035
.pyo,93122,832,11395.725843517126,26979.003218803322
.pymol,1667,20,701.78344331133769,7822.5982346628425
.pym,764,95,1860.8965968586388,12931.98920123885
.pylintrc,5174,5050,6467.155585620425,5830.2839650763308
.pyj,589,37,6940.2003395585725,13031.40744615957
.pyi,32729,562,2338.95584955239,10480.106450543104
.pygtex,723,38,4423.3734439834006,26257.293934512647
.pyg,737,65,3520.7218453188602,37920.318469255428
.pyf,4016,483,7845.8383964143395,29589.029788608514
.pydml,1605,27,3286.339563862929,8293.2015634512936
.pydevproject,6693,4971,442.16390258479,299.55716898343479
.pyde,2001,138,1225.2448775612183,1354.5237240465729
.pyd,29278,2138,383907.36266138393,1765897.1904396568
.pyc,1329338,23079,10640.180525945996,66696.348136185552
.py_tmpl,2361,291,756.17958492164257,1425.8676282037263
.py_in,1606,13,33624.885429638882,162383.724080666
.py3,724,175,1959.9571823204417,9927.21197592951
.py-tpl,2783,229,468.23427955443771,990.87519485513349
.py-dist,576,368,1789.7204861111097,1628.4272540510092
.py,26665241,573586,7907.6084577296306,85600.880128637888
.pxt,716,13,2159.3058659217891,11501.480250370898
.pxml,2858,187,1941.5006997900603,7304.1882971284658
.pxm,6684,2325,993514.5713644505,3890054.6498576361
.pxi,10286,1574,66666.135815671834,300746.7012631931
.pxe,650,199,13421.392307692313,52138.94909521487
.pxd,44247,4061,6109.0190295387347,235137.20108349371
.px,12112,311,16988.477130118874,538309.80066746334
.pwqp,744,31,97.208333333333357,39.105246888756447
.pwn,3281,349,31972.089302042066,164250.56695339922
.pwm,2137,19,1142.9218530650476,12129.48840817219
.pvs,574,22,3342.2578397212524,16620.167587871521
.pvrusb2,13567,13517,9817.2673398687984,84.3715768366794
.pvr,7960,917,124657.5017587942,509655.93493595859
.pvl,662,14,6897.8972809667684,8852.4069321118623
.pv,1940,59,99255.011855670062,3025501.6589170238
.push,1338,284,671.79820627802735,1403.4492133586314
.purs,15263,930,2865.2821856777819,4235.4483113929673
.pup,1602,1474,1965.9225967540578,3542.1549781270969
.pump,26096,4481,11751.471566523605,6131.8808854390982
.puml,8122,963,24315.321965033258,66530.432644420987
.pull,1057,45,1376.3689687795631,1037.4383324599896
.pug,119201,5720,1032.7393226566896,3163.4499480074614
.pubxml,8177,3146,1445.898862663566,1506.2194894376994
.publishsettings,1731,255,43588.652801848635,184904.95667564496
.pubkey,1835,1558,1042.6130790190734,3439.6028779746171
.pub,51219,14862,14133.611140397154,562261.40065217589
.pu,1634,132,3463.2931456548381,4083.4388551066245
.ptx,1288,265,61223.734472049713,246950.38738858371
.ptt,2044,43,3122.9486301369843,32008.725732767594
.pts,11640,186,37487.752663230356,947223.52397400478
.ptr,1737,218,2996.2095567069678,5748.1873397957279
.pth,3031,1066,476727.12141207536,3731672.5202352232
.pt_br,661,302,9739.4508320726127,16460.542813854761
.pt,15133,1384,103512.75953214841,2164205.7177030612
.psysh/psysh_history,719,710,0.0,0.0
.psysh/history,719,710,0.0,0.0
.pstpl,4346,22,344.82604693971484,380.65082492472982
.pst,3771,366,182123.11323256412,1274964.9316650382
.pssproj,519,334,2272.3179190751448,1865.1240389276054
.psql,2883,235,37885.753381893854,1008885.5386745852
.psq,1140,119,447195.63070175407,2559763.4512111386
.pspimage,1364,790,281734.79178885603,1989584.9819168223
.psp,2836,674,114896.75740479556,402226.18957329763
.psmdcp,879,90,869.61774744027309,216.62070596816378
.psm1,26297,8034,16484.486671483373,41763.712020930026
.psm,2650,93,85338.085660377386,846222.94911829
.pslx,654,15,5970.672782874617,7446.1071293179457
.psl,1188,92,28257.058080808085,199973.98751362687
.psi,930,83,255496.46559139792,2173675.7396389921
.pshader,1212,38,2068.3721122112215,1172.032187852368
.psh,3071,291,914.2780853142292,1115.570580482251
.psgi,1305,697,1789.1785440613025,4722.82118390291
.psf,3583,569,316943.67652804864,2204994.92665975
.pset,593,44,95792.925801011836,323216.91945987259
.psd1,19645,5127,8126.2324764571285,21720.332061701043
.psd,274779,59468,1341035.1116096959,5149554.3216983583
.psc,2464,202,8611.7633928571322,73827.71263840032
.psb,607,118,2453557.780889621,6321787.179939501
.ps1xml,4601,722,11606.291241034594,182658.01815451158
.ps1,370703,41269,6249.3933364445456,54794.063262707474
.ps,43001,7147,385251.26094741985,1824652.4530186658
.pryrc,579,579,377.93264248704639,671.79602323860092
.prx,2906,1200,421631.69717825158,1453275.4752774811
.prw,1531,111,17943.39777922925,247329.57526462205
.prt,10368,503,319939.56375385809,2264711.1933454634
.prs,1053,233,6559.0940170940148,72576.797668859857
.prpt,1690,222,20859.273372781052,47598.500514476138
.prp,707,161,7730.4540311173932,11637.841855098051
.provides,42059,457,503.6049834755953,419.62046564084204
.providers,876,401,1915.3618721461194,4456.9896575137582
.prototxt,14506,837,15716.663449607067,389896.51725306752
.prototext,686,23,7817.7390670553932,2109.1461808292406
.protostr,900,22,3209.6422222222213,3317.273607612015
.protocol,8633,5032,350.07865168539291,4160.7107120346054
.protobuf,1089,834,37718.196510560156,938914.89763641777
.protoascii,7410,111,3867.7101214574836,16262.864017019992
.proto,465649,24276,6374.1842568114753,21548.147103299369
.prot,1119,32,1566790.3798033975,10343238.040848436
.props,121213,14005,2382.1941705922668,230642.89661004147
.property,974,219,3329.8100616016413,23309.458582998886
.properties~,565,378,4059.867256637167,24546.202360178173
.properties,3918141,289516,3328.6530931377979,64827.987198085379
.prop,13896,3269,9713.2766263673184,220513.90791804111
.proof,989,162,13965.033367037408,131472.14493664741
.prolog,1466,348,45676.560027285093,801885.60133976524
.projitems,6162,2558,3089.9198312236304,9647.49672842036
.projects,632,518,1585.5174050632913,611.91611946084015
.projectmgr,586,190,7942.3737201365157,4024.8941962322106
.projectile,2484,642,340.47342995169049,435.36696519182158
.project,414406,116751,1089.5395023238077,5225.06167444696
.projbuild,1067,59,1408.5370196813485,2212.1862085040266
.proj,26379,4606,4615.4610485613694,114344.29132677747
.program,1356,183,59598.571533923336,621056.83403148758
.progen,2569,31,722.97820163487756,264.131519900636
.prog,848,94,5291.9563679245321,31972.181666843524
.proftext,1602,34,266.23595505617982,597.41262068692572
.profilerplugin,1426,43,64.26647966339408,72.4237662733206
.profile,41261,13589,5663.3755604566286,295472.83786940732
.prof,9073,309,298987.59803813568,2273749.7347485078
.production,1866,743,588.82958199356824,2303.4759161778306
.product,2056,1126,15937.898346303522,147389.60137514109
.prod,785,436,5807.9146496815238,62007.374402690279
.processor,4891,2050,584.28439991821756,658.41535199778127
.process,14615,13838,22400.382483749559,7543.7855892394509
.proc,916,66,26609.315502183374,378035.64825996658
.problems,550,452,3393.7763636363647,7522.0083027194178
.pro,380065,90820,2198.8039098575264,30983.451816949681
.prn,2050,98,169808.57414634124,1643667.3051221359
.prmtop,642,102,965851.33177570184,2634444.3157261396
.prm,7097,633,19003.768916443572,137158.15454470518
.prl,1625,165,2090.7052307692338,6349.4031485049672
.prjpcb,699,335,48913.323319027171,22341.3193419986
.prj,40470,6003,1918.8211514702177,121621.9547569151
.private,2920,1686,552.48938356164354,1498.4095578442559
.priv,33858,5676,931.61870163624565,458.50690284018231
.printvars,664,332,37.003012048192772,0.05484072513795548
.printme,870,145,14.0,0.0
.printer,934,11,9414.9389721627376,5538.8374753431062
.print,1070,76,4979.2327102803738,72809.796704371809
.pri,74782,9265,14317.8261881201,325036.67427827453
.prg,11578,460,8160.8646571083364,34992.14082114039
.prfl,3529,28,32945.772740152992,32074.826392222243
.prf,28521,816,3923.3588583850451,47485.993352580059
.prev,1471,194,63758.057104010833,1605304.2261816862
.prettierrc,3837,3500,105.06307010685443,120.49345529005174
.prettierignore,2181,1954,66.248051352590622,116.65972789281966
.preset,1420,477,1150.9718309859168,3922.5524431671047
.prerm,7155,2251,614.95737246680449,961.34068463639926
.preprocessing,533,30,41.377110694183862,129.21945546466131
.prej,814,22,214.88452088452092,43.076223881804154
.preinst,4811,1694,1370.5934317189781,3840.8937285808956
.prefs,455170,72476,1824.5725421271186,8488.0634552999054
.prefix,4803,1977,168.38725796377273,479.14565126160187
.prefab,295395,8535,39237.069943634779,436789.42019282095
.pref,1169,260,5826.065012831481,8915.1419412760042
.preempt,13803,13729,2273.4004926465268,12792.128621331631
.predict,2089,83,24749.464337003345,191005.39916731897
.prebuilt,630,373,36280.339682539692,69823.752110287183
.preamble,1256,313,1602.7523885350324,2496.8673896999971
.pre,8832,1934,18025.961503623203,75968.755751213961
.prd,808,85,19045.418316831685,181317.55134691019
.prc,12606,592,3411.6116928446713,101245.86037261806
.prawn,1001,283,2194.396603396604,3168.6889108191808
.praat,1559,461,4093.4868505452187,7299.720435213424
.pr,1093,184,45820.537053979911,185295.49680165548
.ppu,3345,137,50685.049925261628,252248.63951725449
.pptx,42462,13414,2642915.6411615084,7368945.7824541954
.pptp,1028,908,859.24513618677054,12093.91532705196
.ppt,10646,3755,1533022.4308660524,4735335.4611941092
.pps,4115,105,91467.2439854193,1112936.6528732912
.ppng,544,98,32012.531250000007,76013.690295339446
.ppm,341489,17194,113506.51345431316,855577.896122685
.ppl,1304,60,4266.4685582822121,30262.524762151366
.ppk,1118,621,7953.8908765653005,202938.75640784408
.pper,1322,204,151.95461422087763,148.70187031546249
.ppd,2331,478,25519.9558129558,31153.134002640239
.ppc64le,1418,694,5039.5486600846252,3406.4527164612987
.ppc64,540,64,6726.9888888888872,2243.376672368
.ppc,2235,781,9359.06890380313,156964.21530891981
.pp,485226,18323,2549.6635485320189,94663.055065024819
.po~,835,232,232750.70658682659,352036.56870643556
.powerpc,11884,9791,1261.87647256816,21196.900555224631
.power,1266,147,12062.684044233807,113127.47317649813
.pov,5955,589,20082.553148614577,258708.56263347127
.pot,315328,44879,25833.0055307313,135649.17912601569
.postrm,9195,2912,809.09483414899557,1194.5635469889062
.postinst,17382,5658,1171.3563456449206,2079.8363865703982
.posting,13511,13472,15380.907852860633,376.44152760641032
.postgresql,7551,664,4053.8251887167244,38373.577900158154
.postamble,828,169,1816.7717391304341,1904.0869250028954
.post,5783,1735,8084.6404980114157,104571.47950722807
.posix,696,509,4553.272988505747,3942.1334752746311
.pose,577,17,2963.1681109185442,57405.306661708681
.pos,7663,558,204840.56231241065,2140531.2311241636
.ports,877,196,5259.9407069555264,9880.46962371044
.port,1053,184,896.32193732193764,1465.7384861413514
.popclipextz,1541,21,36165.578844905882,246495.31815643862
.pony,8720,118,6340.4579128440309,12918.709325982232
.poms,3395,69,30294.339027982347,87776.755391257917
.pom,73055,4598,4162.943987406753,82509.834531889559
.polylib,858,33,859.58275058275069,7303.7049868646345
.poly,38634,338,242102.94585080547,321954.69047901069
.policy,23091,4234,1908.9793859079289,5384.877496460992
.pol,1501,163,70763.389740173268,686084.5875890184
.points,5157,112,9439.2173744425036,120173.05079559726
.pogo,681,111,1526.437591776797,2283.893164029882
.podspec,63262,47481,1778.8462268028259,5134.8957199251754
.pod6,3273,65,6563.8334860983969,12249.705946301685
.pod,188858,5878,9578.39616007792,34800.541258178913
.po,9104881,88280,34121.836806873267,118397.70449515602
.pnw,532,17,4623.276315789476,5863.5388728747193
.pnts,936,40,19559.264957264964,8094.83624659167
.pnproj,982,743,24046.923625254578,31051.416945633435
.pnml,1366,47,1324052.8184480239,4497355.9811857594
.pnm,4263,599,249635.97724607095,1689437.8182257821
.png~head_0,11861,17,7550.320883567997,33495.495368210046
.png~head,13284,78,8616.9318729298466,63248.1319449447
.png~,1031,224,197851.5838991272,941208.608372326
.png_backup,611,45,357304.02127659565,768501.97460255178
.png_,893,65,14536.534154535262,54230.86105853803
.png,432321413,1124973,8186.4024681537621,135673.29927926982
.pn,771,93,23650.092088197147,469474.896588057
.pmtignore,668,578,113.60029940119765,117.68448326397846
.pmml,1193,169,60745.108130762754,554703.3562042804
.pml,4029,304,65074.117398858318,728627.90747205284
.pmg,938,15,99460.4317697228,432669.85049239587
.pmf,1135,49,17727.752422907462,76249.573268828928
.pmd,2516,751,110038.28775834652,300598.32028070785
.pmc,5146,88,21976.632918771822,560617.536348775
.pm6,5318,691,5586.3711921775239,13466.67066329575
.pm3,976,32,158188.05327868857,1746285.49698807
.pm,893429,35482,10266.991120727036,60795.896373320567
.ply,7431,1171,1352181.5327681359,6063662.3733117487
.plxarc,590,79,30.015254237288136,0.21355870540121533
.plx,2682,306,232960.07457121578,1177392.317654686
.pluginspec,792,129,642.12121212121178,325.5473934624344
.plugins,1456,1086,5670.4512362637442,25540.157007062171
.plugin,8009,1513,4511.8506679984957,37140.8004863002
.plug,897,179,733.98104793756954,8459.8601795451086
.plt,24478,883,81221.92360487,501191.060746455
.pls,1286,289,61055.705287713754,483312.97642662207
.plot,3612,714,8594.9258028793,61638.4441259878
.plo,142962,1400,7623.3558917754417,12284.3461776437
.plist,869163,156559,4865.4460268096918,116930.32223981866
.pli,1308,46,10751.037461773692,32411.348502939658
.plg,4819,1866,5649.19775887114,35617.731255555496
.playlist,1263,455,7037.0087094220144,16058.231376132342
.platforms,12055,11430,940.11173786810446,795.05563189875488
.platform,14690,13120,1874.7801906058564,639.78675950671447
.plantuml,571,184,1467.7600700525397,2343.8397556632076
.plan9,635,446,9071.4362204724384,29666.678410232624
.plan,10307,260,58279.718249733196,580797.5514270484
.plain,1336,306,10541.732784431138,148910.80206299303
.placeholder,16933,5374,14.603791413216799,119.78646960838164
.pla,3971,21,30979.557794006556,24866.88656424166
.pl6,753,166,2600.3811420982752,4649.6814838309165
.pl2,732,88,12827.954918032789,74011.0146100251
.pl1,2655,92,5455.2105461393576,13139.044581577969
.pl,1248117,90877,11872.128552050823,170172.95558438447
.pkts,944,94,1297.1726694915262,2862.5480152872356
.pkt,4133,114,14509.350108879751,105744.59581428969
.pks,1794,244,4777.785395763658,53958.776798907718
.pkm,1826,286,37208.498357064629,104742.7796963734
.pkla,581,470,249.60068846815847,631.025103822897
.pkl,43290,2593,1132428.3923307883,7463259.04660528
.pkgproj,10795,591,3469.1044928207521,29886.069721890955
.pkgdef,1908,559,1477.1236897274646,1581.9622771941338
.pkg,28065,3302,121570.87215392817,1816181.0800114593
.pkc,4464,33,6952.9686379928326,30966.831452179267
.pkb,2588,255,19038.258114374,44484.700547804357
.pk8,1006,488,1423.2564612326037,2912.2594783922632
.pk3,534,162,2696864.2078651697,7713045.6879141126
.pk,2521,1443,265858.25109083671,2824269.2300650277
.pjt,686,198,7850.3148688046576,60526.670398558614
.pjs,2822,199,1774.9404677533648,6038.7998228916895
.pixel,2011,55,2606.9015415216286,1671.8259422995804
.pix,816,33,32034.361519607821,523429.54462994996
.pir,4603,223,16005.901803171853,101677.58294364801
.pipeline,761,75,3523.4388961892273,8588.2383664343943
.pipe,1107,158,52511.598012646777,378047.36268372939
.pip,3678,1544,1033.1900489396403,21474.717867931318
.pin,2433,480,17515.858610768573,60146.766590332474
.pil,1757,132,22686.260102447341,347596.9127473777
.pike,710,227,4037.0154929577448,8293.0175249005042
.pik,557,19,313573.41292639158,1410582.2237363048
.pig,10637,1009,2624.3489705744091,58260.788775236593
.pif,644,190,336151.53105590056,246635.63221216481
.pie,8648,53,2159.3484042553155,9765.1725779166754
.pidb,1605,770,79563.170093457826,157262.66350541794
.pid,2658,1503,162.85665914221218,5244.2880694914156
.pict,640,124,214406.34687500002,1513971.0603196542
.pickle,38559,4618,776419.26787520456,4010094.1710300995
.pick/license,1426,1213,1591.1732117812062,425.62088411421774
.pic,3863,411,59198.215894382527,1071043.6397066892
.pi,1927,226,43969.212765957425,356301.51991132571
.physicsmaterial2d,1991,861,1334.1120040180826,1765.6463459897864
.physicmaterial,7022,1720,1058.3409285103955,1258.5596628625271
.phy,16866,347,193103.81619826867,2885153.4186448143
.phtml,369833,11297,3290.9922586681082,13374.917526582631
.phr,1185,113,224585.84978902969,1464071.3166940717
.php~,41153,7135,3898.6891356644724,11897.967871701569
.phpy,741,724,43362.75033738192,3607.55066432787
.phptx,522,13,101.92911877394637,66.564940617231088
.phpt,537279,7661,1324.0965308526866,3518.3402324115382
.phps,19816,2020,3847.4707307226431,10073.475942619891
.phpb,590,278,570.18305084745737,141.39806559858897
.php_cs,15538,8406,1421.1883768824796,1084.2096155346376
.php_,825,230,10305.196363636362,21787.24794305762
.php5,2697,455,1871.4160177975536,8207.8897622421937
.php4,2153,903,16010.256386437541,14965.230233655524
.php3,1785,93,5250.0795518207342,13390.842696171992
.php-tmp,699,52,5074.3891273247546,18304.70734225522
.php-dist,1280,983,3813.3437500000014,2991.4469593613703
.php,92339031,348784,6860.7088220263977,36672.782410924068
.pho,686,91,72118.513119533629,160814.88051644154
.phn,12699,26,1310.5280730766171,60151.48657718813
.pheno,20041,13,1507.4504765231304,1038.6537099036923
.phdos,935,13,24655.240641711243,11650.454762280302
.phaseroots,1258,951,20.80127186009539,163.9570260118534
.phar,19311,14682,1026197.2214799824,1757053.6649176208
.ph,4714,326,4577.4403903266857,65841.80326288857
.pgw,579,57,92.2124352331607,37.097805605420639
.pgsql,2270,928,64362.396475770896,1522420.0982583344
.pgpass,524,501,100.09541984732823,21.96656720073452
.pgp,46102,4657,14737.91460240338,33933.758949965544
.pgn,7068,412,310902.14020939422,2468565.4533857303
.pgm,323246,1782,29759.729388762731,455289.65454935073
.pgf,2081,190,236051.91302258556,1431693.1167044593
.pgc,2872,67,3164.0344707520867,6901.0243772282365
.pgbomit,2057,1387,2.2391832766164326,90.46278638607933
.pg,2436,527,54182.892036124766,2051654.8833909114
.pfx,22225,9023,2397.9155905511761,1467.1373107732809
.pft,1180,45,1946.3491525423728,4659.8260479777937
.pfm,6627,174,30993.494492228805,603608.33219258825
.pfb,7706,758,51699.963275369773,44310.9455347326
.pfa,3645,277,84278.3657064472,45478.54011987523
.pf,3626,431,134434.82101489243,586709.84506610851
.pex,1900,207,46773.254736842136,521680.34650934261
.perspectivev3,572,422,45069.884615384632,5585.888306464989
.persist,1292,330,11207.576625386993,270612.326911208
.perlcriticrc,576,576,1504.3888888888885,5653.8306147846633
.perl,17299,1822,20596.50592519802,46863.68212737907
.perf,2121,1884,49522.518151815158,735152.95479005377
.pep8,751,713,155.54460719041285,1494.6678722515173
.pep,1386,93,57389.087301587286,543564.49900391558
.pending,763,295,12355.325032765399,29703.627713955761
.pem,514871,55967,11457.55838258509,50199.04912614241
.pegjs,4668,2213,12808.401456726639,23209.129206851318
.peg,2151,971,14905.754997675484,50781.163445082937
.ped,719,192,278999.34909596667,3577823.3061827547
.peb,1849,73,17365.82855597619,123025.75408743818
.pe,2606,334,46481.291634689172,230220.41150703834
.pdtt,19704,17,801.6322066585451,3113.0703670926814
.pdt,747,27,6332.2476572958458,46555.351358278233
.pdsprj,504,162,47290.886904761908,142317.86068119452
.pdsc,1020,118,23920.330392156869,67057.4854664055
.pds,511,53,200104.63796477491,314608.36689379456
.pdom,888,207,2209870.4279279308,4361054.9359569792
.pdn,9424,3720,250431.83595076422,1193911.5761670221
.pdm,507,296,239454.92110453645,587433.23786057392
.pdl,1618,79,4366.8386897404225,32353.09479857684
.pdfp,1363,23,352753.98165810737,722965.58192013775
.pdf,1662773,169700,579903.46003786393,2623445.4074820252
.pde,145420,7820,8172.3561752166288,30252.752076011868
.pddl,19485,104,19158.758275596618,249532.08936583184
.pdc,671,77,122175.2295081967,361412.27254417393
.pdbx,2062,125,45262.955868089208,73243.0812134595
.pdbqt,10562,45,32850.511834879762,73314.96295411633
.pdb,277061,21307,678973.36707439774,2830601.4943409013
.pdat,633,35,738552.75355450273,1204446.3627885755
.pd_darwin,675,52,79870.690370370357,197885.0858965583
.pd,49271,1142,12538.175722027152,305872.14084431727
.pcx,5197,663,46502.303251875994,265503.958020114
.pct,613,68,115702.15171288741,522279.38199665258
.pcss,2651,201,2115.82723500566,5410.8685065381769
.pcs,693,168,205411.24386724402,921701.023599458
.pcm,21593,671,575256.7971564855,1766264.8766940392
.pcl,1125,118,519913.75200000021,4387479.55450858
.pck,2130,565,1335708.4356807517,6813292.0083613014
.pch,179606,62465,88290.121877888116,1542390.384783166
.pcgs,2316,193,867.33333333333337,412.40735417053139
.pcf,3545,577,51874.959943582566,217822.94911241162
.pcd,9799,433,1096474.3521787955,2696597.0206922409
.pcblib,956,195,1188471.9560669467,2885726.5437064748
.pcbit,13750,13697,1669.881090909091,14.250337554551997
.pcbdoc,929,330,2021529.893433799,2759534.2934955242
.pcb,2075,307,186532.40385542205,595433.38681433932
.pcapng,1227,448,750510.44987775106,3866425.0426574494
.pcap,37399,2486,194607.0931575709,2052494.1366365924
.pc,63286,7438,1176.1954934740684,56115.383642295616
.pbxuser,3845,2178,27195.274902470686,104586.36826390326
.pbxproj,293900,125531,48089.116917318766,112212.96946917259
.pbxbtree,2953,265,135283.7236708432,255127.97903132159
.pbtxt,287946,465,4649.6160946844066,168007.50259872325
.pbs,4343,529,826.18098088878867,2153.1571296586253
.pbm,51256,14792,16318.591911190839,240293.34596214362
.pbl,1257,52,430221.31185362,1897664.0981156721
.pbk,792,98,2342.9861111111127,2854.1730747080492
.pbj,752,92,1198.336436170212,1161.2304048313256
.pbi,3259,213,547323.89045719639,711983.56156236737
.pbfilespec,2742,2450,698.033552151714,82.163918421687413
.pbf,39954,355,48396.502703108446,1123624.3032008898
.pb_text,551,16,2482039.9745916533,4997849.4089727607
.pb,53833,1630,260313.57726673168,4338089.0540963951
.pax,1818,16,8470.0522552255188,25084.45600082802
.pattern,2315,971,15322.387041036716,61652.87496468491
.patt,1588,92,13475.47544080604,6583.6268114516588
.path,12697,1142,4061.3119634559303,107925.69617188623
.patches,840,341,674263.27142857166,1037924.3161483527
.patch,4390673,54469,13113.962108314639,232193.70418550569
.pat,20015,1073,49820.328753434871,591879.8446174874
.password,730,530,515.16849315068487,875.59925493765877
.passwd,845,714,214.55621301775156,482.66872965088413
.pass,7004,300,17960.152912621365,308589.71269297105
.pasm,586,124,1445.7354948805457,3373.4980313502897
.pas,136331,6489,20283.851061020592,113951.89420785586
.particles,889,38,2996.7851518560174,5638.558921339647
.particle,1368,214,2221.7317251461973,3076.6510665539927
.partial,4589,682,3386.2872085421623,28648.388062805425
.part,2475,347,450538.63555555529,4399279.7736787908
.parser,1119,848,11971.033958891869,186741.30133163114
.parsed,5741,75,54527.6988329559,137095.69262312882
.parse1,677,30,1146.963072378139,3643.892205112616
.parse,717,78,42841.432357043239,971218.929960327
.parquet,62550,844,81193.396019184627,1179868.7325074759
.parm,13574,411,1428.7198320318271,30220.535825516705
.parent,1228,91,752.59283387622088,486.59649304024947
.parcel,1405,11,171526.18647686829,2947385.0866206321
.params,6831,1183,260722.1056946271,3804324.5725596636
.parameters,544,133,2086.4191176470595,3784.7718130274716
.param,24334,1497,2520.4503986192062,67116.251994822785
.para,3033,38,261.93241015496181,1636.0599860890857
.par,8643,1708,139344.59146129809,1278881.7733970741
.pao,607,62,7682.2158154859908,80787.155488922232
.pan,15326,333,6099.7136239070924,66988.528394117733
.pamd,742,217,253.69002695417791,318.49850313556317
.pam,3904,1415,6561.3862704918083,81637.146957844656
.pal,14475,658,1145.35378238342,3639.6770854182341
.pak,54925,1389,229700.60407828845,1431526.5141296729
.pairs,2034,701,12895.641101278268,145634.57163291419
.painless,555,105,157.81981981981986,484.1539905960455
.pages,1880,955,1120681.9047872333,3244651.3327387148
