col_0,col_0.042,col_0.06,col_0.39,col_0.84,col_1
-0.08092792391181741,-0.0763406428093272,-0.07437466519397426,-0.03833174224583685,0.01081769813798672,0.028293054718901978
-0.010805615697869378,-0.015714354441001607,-0.0178180996166297,-0.05638676116981145,-0.10898039056051378,-0.12768034767720793
-0.06693586923980378,-0.057830251249337904,-0.05392784353913824,0.017616297814522286,0.11517649056951373,0.14986455910462193
-0.054422886645234404,-0.04722984220238767,-0.04414710886973908,0.012369668895485242,0.08943800221170006,0.11684007627968751
0.04862694516351787,0.04773516605214148,0.04735297500440873,0.040346139129308456,0.03079136293598972,0.027394109178365378
0.022299064845166444,0.02157271989562774,0.021261429202968293,0.015554433170878457,0.007772165854392332,0.005005137475197152
0.010378443848452407,0.011297788631557448,0.011691793538602467,0.018915216834427873,0.028765339510553378,0.03226760535095363
-0.04980073659180866,-0.049382354581494724,-0.049203048005645886,-0.045915760781750636,-0.04143309638552961,-0.039839260155762224
0.020650746911733214,0.016586464115471468,0.014844628631359276,-0.017089021910697333,-0.06063490901350177,-0.07611789109449885
0.008003762186520352,0.009237646774485658,0.009766454455042222,0.01946126193191261,0.032681453945826555,0.03738196666188509
0.01063531331113679,0.013383629182835859,0.014561478842135456,0.03615538926262807,0.06560163074511827,0.07607140549444802
-0.06059037623958635,-0.061028615792922306,-0.061216432744352,-0.06465974352056297,-0.06935516730630531,-0.07102465131901359
-0.03965173535587371,-0.03972570761599065,-0.03975741001318363,-0.040338620628388056,-0.04113118055821241,-0.04141297964437207
-0.009634775704644688,-0.012254315204446208,-0.013376974990075428,-0.0339590710599445,-0.06202556570067497,-0.07200476379515686
0.01630655226984068,0.010344212657155134,0.0077889242517184725,-0.039058029847953646,-0.10294023998387025,-0.1256539146988629
0.007053285077325028,0.00867912771073219,0.009375917410763832,0.022150395244677268,0.03957013774546836,0.04576382396797185
-0.019680320950050414,-0.01681158165542579,-0.015582121957729516,0.006957972500035381,0.03769446494244244,0.04862299558863148
-0.012637303945324696,-0.016893723331607515,-0.018717903068585867,-0.05216119824652227,-0.09776569167098126,-0.11398062266634423
-0.0069601091270129894,-0.005162374367097475,-0.004391916612847968,0.009733142215059665,0.028994586071297346,0.035843099442403936
0.025867980220398545,0.020929103385134772,0.01881244188430745,-0.019993018964193587,-0.07290955648487663,-0.09172432538111952
0.003006504770820137,0.005183680727976904,0.006116756138186944,0.0232231386587044,0.04655002391395535,0.05484402756026685
0.03423840470043621,0.03505443781714591,0.03540416629573577,0.04181585506988339,0.05055906703463009,0.05366776462209555
0.009725016767270306,0.010929242119382981,0.01144533869885983,0.020907109322602258,0.033809523809523734,0.03839704896042928
-0.012143096964725417,-0.011519172717290735,-0.011251776611247306,-0.006349514667117806,0.0003353879839680385,0.0027122422599097362
0.05632817842998998,0.04790863277543035,0.044300256066333366,-0.021853316933777955,-0.11206273466120253,-0.14413719429762017
-0.0003127680689445217,-0.0013514234948128964,-0.001796561534470777,-0.009957425594865121,-0.021085876586312002,-0.02504265916104864
-0.012810074550176576,-0.013470375665626581,-0.0137533618579623,-0.018941442050783797,-0.02601609685917672,-0.02853152967993866
0.04002426452347398,0.033917823378518744,0.031300777173537936,-0.016678403251110308,-0.0821045583756308,-0.10536719130879346
0.03451335587070073,0.02575293942550976,0.02199847523471363,-0.04683336826321538,-0.14069497303311862,-0.17406798806241763
