positive_rate,hit_rate,ccp,ccp_diff
0.28,0.3075,0.2655364434687157,-0.014463556531284338
0.2454780361757106,0.28165374677002586,0.2295400743709528,-0.01593796180475779
0.28391959798994976,0.3341708542713568,0.3026812437599634,0.018761645770013657
0.2517985611510791,0.3069544364508393,0.264776630945518,0.012978069794438885
0.30612244897959184,0.33418367346938777,0.3026990972019983,-0.003423351777593564
0.23832923832923833,0.2972972972972973,0.25132702406028423,0.012997785731045902
0.3099273607748184,0.3559322033898305,0.3329885207166645,0.0230611599418461
0.297029702970297,0.3193069306930693,0.28198008933714447,-0.015049613633152548
0.29292929292929293,0.3207070707070707,0.2839300801649869,-0.008999212764306042
0.2544529262086514,0.3155216284987277,0.27670825617348604,0.022255329964834647
0.2795969773299748,0.2947103274559194,0.24772412191325172,-0.03187285541672308
0.295,0.3425,0.31428133918770584,0.01928133918770586
0.2846715328467153,0.3357664233576642,0.3049034108663777,0.020231878019662364
0.29620253164556964,0.3037974683544304,0.2603798857841571,-0.03582264586141254
0.25,0.2708333333333333,0.21447036223929747,-0.03552963776070253
0.2697201017811705,0.30025445292620867,0.25544548813903023,-0.014274613642140277
0.33668341708542715,0.34673366834170855,0.32017761695414504,-0.01650580013128211
0.297029702970297,0.3316831683168317,0.2992166154046799,0.002186912434382904
0.25773195876288657,0.30412371134020616,0.260834248079034,0.003102289316147422
0.2922705314009662,0.3188405797101449,0.28133059705054164,-0.010939934350424563
0.2925,0.3125,0.2725,-0.019999999999999962
0.23,0.295,0.24812755214050494,0.018127552140504932
0.25129533678756477,0.30569948186528495,0.26302884150537753,0.01173350471781276
0.27970297029702973,0.30445544554455445,0.261296258056102,-0.018406712240927714
0.25510204081632654,0.29591836734693877,0.2494065727278837,-0.0056954680884428455
0.26184538653366585,0.30174563591022446,0.25752227554056684,-0.004323110993099011
0.2747524752475248,0.3069306930693069,0.2647435632696091,-0.010008911977915702
0.3078817733990148,0.31773399014778325,0.27978943725565475,-0.02809233614336004
0.2777777777777778,0.3106060606060606,0.26986228919269534,-0.007915488585082453
0.26717557251908397,0.3231552162849873,0.287339640190714,0.020164067671630037
0.26683291770573564,0.30673316708229426,0.26446846659421697,-0.002364451111518673
0.2853598014888337,0.3176178660049628,0.2796277098490193,-0.005732091639814418
0.2972292191435768,0.3123425692695214,0.27228074444171024,-0.024948474701866563
0.2727272727272727,0.31565656565656564,0.2768961846788411,0.004168911951568377
0.29850746268656714,0.30845771144278605,0.26687025902321543,-0.03163720366335171
0.26582278481012656,0.29873417721518986,0.2533281829676666,-0.01249460184245993
0.29658792650918636,0.3464566929133858,0.31979187014356464,0.023203943634378277
0.2641975308641975,0.30617283950617286,0.2636880920437452,-0.0005094388204522904
0.2867647058823529,0.3112745098039216,0.27079324594821463,-0.015971459934138288
0.29797979797979796,0.3181818181818182,0.280413132421914,-0.017566665557883943
0.265625,0.296875,0.2507388858397366,-0.01488611416026342
0.3069306930693069,0.3613861386138614,0.3405842779667648,0.0336535848974579
0.2892768079800499,0.32917705735660846,0.2957263263356428,0.006449518355592876
0.236318407960199,0.2835820895522388,0.23222569916607957,-0.004092708794119437
0.2175,0.2875,0.23768221734357847,0.020182217343578474
0.29708222811671087,0.32625994694960214,0.29166363369020554,-0.00541859442650533
0.27835051546391754,0.2912371134020619,0.2428869374313941,-0.035463578032523424
0.3194103194103194,0.3464373464373464,0.31976492608764834,0.00035460667732895024
0.28205128205128205,0.3230769230769231,0.28723060035463993,0.005179318303357883
0.28061224489795916,0.29081632653061223,0.24230090279800173,-0.03831134209995743
0.26356589147286824,0.32041343669250644,0.2835211327530016,0.019955241280133373
0.27692307692307694,0.3230769230769231,0.28723060035463993,0.010307523431562993
0.3088235294117647,0.3700980392156863,0.35271744043391234,0.043893911022147625
0.2748091603053435,0.30279898218829515,0.25898928281143946,-0.015819877493904067
0.2185089974293059,0.29562982005141386,0.24900470964701632,0.030495712217710413
0.286783042394015,0.341645885286783,0.3130918039697682,0.026308761575753237
0.26208651399491095,0.3256997455470738,0.29088343486312335,0.028796920868212394
0.23,0.2975,0.2516093304061471,0.02160933040614707
0.29441624365482233,0.29949238578680204,0.2543841486178518,-0.04003209503697053
0.272264631043257,0.2748091603053435,0.22000754141493706,-0.05225708962831993
0.2832080200501253,0.3208020050125313,0.2840622962455535,0.0008542761954282163
0.255,0.3,0.25509110867178925,9.110867178924176e-05
0.2733990147783251,0.31527093596059114,0.276359113841229,0.002960099062903898
0.26616915422885573,0.31840796019900497,0.28072808296606977,0.014558928737214039
0.26582278481012656,0.28354430379746837,0.23217307451819535,-0.0336497102919312
0.25121951219512195,0.3073170731707317,0.26528167920537604,0.01406216701025409
0.2736318407960199,0.3009950248756219,0.2564768910660747,-0.01715494972994519
0.27341772151898736,0.31645569620253167,0.2780091428253832,0.0045914213063958376
0.26153846153846155,0.28974358974358977,0.2408068901460779,-0.020731571392383658
0.2556390977443609,0.3308270676691729,0.2980243143533917,0.04238521660903083
0.2995049504950495,0.31435643564356436,0.2750854789101303,-0.024419471584919195
0.2562814070351759,0.32914572864321606,0.2956826944822907,0.0394012874471148
0.32642487046632124,0.3393782383419689,0.30993362643112676,-0.016491244035194474
0.288135593220339,0.34382566585956414,0.3161276090186395,0.027992015798300518
0.3053435114503817,0.30788804071246817,0.2660768721562581,-0.039266639294123606
0.2857142857142857,0.34805194805194806,0.32201360001140467,0.03629931429711897
0.27525252525252525,0.27525252525252525,0.22062502078967502,-0.054627504462850224
0.25440806045340053,0.3224181360201511,0.2863131001722579,0.031905039718857386
