repo_name,paths,package_avg,imports_avg
suffolklibraries/sljekyll,308,4.4967532467532472,7.7694805194805179
Transkribus/TranskribusSwtGui,564,9.1666666666666643,18.51595744680851
bozimmerman/CoffeeMud,4404,5.025885558583127,15.946639418710291
grahammendick/navigation,53,6.09433962264151,8.452830188679247
tipsy/javalin,53,3.4905660377358485,5.7169811320754711
ngageoint/geopackage-mapcache-android,53,8.6792452830188687,15.924528301886792
cismet/cids-custom-wuppertal-server,309,4.2718446601941737,8.04854368932039
UweTrottmann/SeriesGuide,309,8.68284789644013,13.508090614886731
metaborg/jsglr,565,4.0973451327433619,6.6212389380530947
sarl/sarl,1333,6.4561140285071286,12.053263315828957
java110/MicroCommunity,2101,7.0304616849119448,9.4845311756306536
straumat/blockchain2graph,54,4.5740740740740735,6.6481481481481479
tagspaces/tagspaces,54,5.0370370370370372,9.62962962962963
ZeXtras/OpenZAL,310,3.5612903225806454,5.5870967741935482
jenkinsci/analysis-model,310,3.5032258064516122,6.6967741935483884
NativeScript/android-runtime,310,2.3967741935483873,5.380645161290321
mockito/mockito,822,4.5888077858880756,7.6240875912408761
wso2/carbon-dashboards,55,5.6545454545454534,9.7636363636363619
brltty/brltty,55,3.5818181818181811,5.963636363636363
fraser-lab/fraser-lab.github.io,55,3.9818181818181824,6.5636363636363626
asdf2014/yuzhouwan,311,3.6366559485530554,5.92282958199357
mirkosertic/Bytecoder,5943,3.3644623927309438,6.9880531717987484
simlar/simlar-android,56,7.1607142857142856,12.071428571428571
apache/incubator-shardingsphere,2360,5.6923728813559338,9.1139830508474589
diffplug/spotless,313,4.3482428115015983,7.4217252396166167
spring-cloud/spring-cloud-build,313,8.1341853035143767,12.587859424920126
webanno/webanno,825,7.67030303030303,13.20363636363636
phax/ph-oton,1849,7.0551649540292063,10.027041644131959
zalando/logbook,314,4.6656050955414026,9.6369426751592346
datastax/java-driver,1594,7.3086574654956129,11.949184441656213
Sage-Bionetworks/Synapse-Repository-Services,2362,6.9788314987298925,16.226502963590185
elBukkit/MagicPlugin,571,7.7022767075306486,12.959719789842389
bridgedb/BridgeDb,316,4.3575949367088604,8.5
braintree/braintree_android,316,6.1424050632911387,11.066455696202532
wayshall/onetwo,1340,5.4723880597014904,8.2432835820895534
popkit/pelpa,61,6.3114754098360635,8.9836065573770476
aws/aws-sdk-cpp,61,3.721311475409836,5.81967213114754
project-ncl/pnc,1085,6.8894009216589831,12.179723502304146
android/plaid,62,7.1774193548387091,11.564516129032258
apache/servicemix-bundles,62,3.709677419354839,9.193548387096774
apache/incubator-mxnet,62,3.1129032258064524,5.967741935483871
B3Partners/brmo,574,5.0191637630661994,10.991289198606275
pousse-cafe/pousse-cafe,574,3.1933797909407664,5.3867595818815346
treason258/TreLibrary,830,5.86987951807229,9.44698795180723
freeplane/freeplane,1342,5.633383010432194,10.39493293591654
palantir/atlasdb,2110,7.0298578199052137,13.928909952606634
b2ihealthcare/snow-owl,2110,5.5071090047393412,9.43222748815166
google/oboe,63,4.666666666666667,7.5873015873015879
Samsung/TizenRT,319,4.2068965517241379,11.871473354231975
zhangdaiscott/jeecg-boot,319,7.1473354231974922,9.8307210031347942
Alex1304/ultimategdbot,64,4.7031249999999991,8.328125
locationtech/geomesa,64,5.78125,8.8125
orbeon/orbeon-forms,320,6.390625,9.840625
spotify/styx,320,8.0531250000000014,17.768749999999997
wmixvideo/nfe,1344,3.3891369047619042,4.8913690476190457
dropwizard/dropwizard,833,6.1728691476590658,10.055222088835535
bonigarcia/webdrivermanager,66,7.0303030303030294,12.969696969696969
krs-world/bridges,66,2.8787878787878789,4.333333333333333
slartus/4pdaClient-plus,322,7.1211180124223592,11.490683229813662
Apicurio/apicurio-studio,322,4.7701863354037259,9.2080745341614936
airsonic/airsonic,322,7.3447204968944106,11.086956521739129
kermitt2/grobid,322,6.0931677018633552,10.285714285714283
mit-cml/appinventor-sources,834,4.92086330935252,10.251798561151078
box/box-android-share-sdk,67,8.3731343283582085,14.223880597014926
ZUGFeRD/mustangproject,68,4.51470588235294,8.8235294117647065
manifold-systems/manifold,580,3.7275862068965528,7.253448275862068
apache/uima-uimaj,1604,5.1265586034912749,10.907730673316706
vroyer/elassandra,6468,7.927643784786647,14.53339517625235
GerritCodeReview/plugins_replication,69,7.7826086956521738,11.869565217391303
project64/project64,69,5.7681159420289854,10.362318840579711
matrix-org/matrix-android-sdk,325,5.516923076923077,9.9015384615384576
mesosphere/dcos-commons,581,5.9741824440619622,11.409638554216869
MyCATApache/Mycat-Server,837,5.4886499402628441,9.1338112305854242
linkedin/ambry,837,6.6559139784946257,15.028673835125456
BiglySoftware/BiglyBT,2885,5.8797227036395121,9.3272097053726117
google/fhir,70,7.3857142857142843,18.185714285714283
facebook/css-layout,71,2.6056338028169015,4.056338028169014
oitsjustjose/Geolosys,72,7.3888888888888875,10.666666666666666
weblyzard/weblyzard_api,72,4.9166666666666661,8.1111111111111089
smallAreaHealthStatisticsUnit/rapidInquiryFacility,584,4.9777397260273961,9.6369863013698644
alibaba/Sentinel,840,4.8261904761904768,7.5654761904761942
thoni56/c-xrefactory,73,4.63013698630137,5.1780821917808213
facebook/redex,73,2.5616438356164384,3.1917808219178081
RohanNagar/thunder,73,5.1643835616438345,9.712328767123287
ray-project/ray,329,4.62613981762918,7.17021276595745
BookFrank/CodePlay,330,1.7212121212121203,2.8666666666666671
flutter/flutter-intellij,586,7.8139931740614319,11.571672354948809
denkbar/step,586,4.8088737201365177,7.832764505119453
GoldRenard/JuniperBotJ,586,6.3378839590443672,8.6006825938566553
pentaho/big-data-plugin,586,8.6194539249146764,15.645051194539249
powsybl/powsybl-core,1610,4.02173913043478,6.7347826086956522
apache/hadoop,10314,7.09598603839441,14.682470428543732
craftercms/deployer,75,8.3466666666666676,12.933333333333334
voyages-sncf-technologies/hesperides,331,7.3504531722054391,10.374622356495468
dita-ot/dita-ot,331,6.3413897280966758,11.788519637462237
FAForever/downlords-faf-client,587,8.9693356047700217,15.018739352640539
micromata/projectforge,1611,6.9608938547486012,9.7752948479205486
Yakindu/statecharts,1867,5.100696304231386,9.4113551151580079
b3dgs/warcraft-remake,76,5.7894736842105274,11.184210526315789
elixir-no-nels/trackfind,76,8.2105263157894726,11.342105263157896
h2oai/h2o-3,1868,4.3608137044967865,7.4507494646680925
apache/syncope,2380,7.7134453781512651,13.268487394957978
jenetics/jenetics,589,4.4702886247877771,8.842105263157892
umple/umple,3917,3.2999744702578506,6.7480214449834017
openhab/openhab2,3917,5.0316568802655048,9.8330354863415828
aosp-mirror/platform_frameworks_support,3917,6.6737298953280657,12.913454174112836
OpenAF/openaf,78,5.32051282051282,14.551282051282051
softelnet/sponge,846,4.6158392434988187,7.3711583924349871
strongbox/strongbox,1102,7.2631578947368416,10.803992740471866
benchdoos/WeblocOpener,79,6.9367088607594933,9.91139240506329
georchestra/georchestra,335,7.5850746268656728,14.441791044776121
alibaba/canal,591,5.3451776649746181,9.3705583756345163
cloudera/hue,80,3.1374999999999993,7.9874999999999989
Subterranean-Security/Sandpolis,336,5.8839285714285738,10.639880952380953
GluuFederation/oxAuth,848,8.13561320754717,12.558962264150948
box/mojito,848,5.8879716981132093,10.331367924528296
oswetto/LoboEvolution,1360,3.2191176470588223,7.1110294117647053
nimble-platform/identity-service,81,8.08641975308642,11.925925925925924
opendaylight/netvirt,593,14.745362563237773,25.752107925801003
apache/skywalking,2385,5.0364779874213852,8.6289308176100583
keycloak/keycloak,4689,5.9673704414587316,11.1746641074856
JetBrains/ideavim,82,8.7926829268292686,13.74390243902439
ncoe/rosetta,82,2.6097560975609757,4.9512195121951219
Scarsz/DiscordSRV,82,6.7926829268292677,9.74390243902439
jinahya/bit-io,82,2.9756097560975605,5.4512195121951219
aricneto/TwistyTimer,82,10.060975609756099,17.621951219512194
spring-cloud/spring-cloud-commons,338,7.0088757396449708,10.204142011834321
gocd/gocd,3922,6.7559918408975053,10.588475267720547
fogbeam/cas_mirror,4434,8.1048714479025641,12.437979251240417
Tanaguru/Tanaguru,5202,3.3542868127643226,5.2762399077278008
reportportal/service-authorization,83,9.1084337349397586,12.096385542168674
gradlman/SensorLib,83,6.0963855421686732,11.554216867469876
wso2/carbon-data,339,5.1238938053097334,9.5368731563421836
redkale/redkale,339,4.0560471976401171,4.884955752212389
openmicroscopy/bioformats,595,6.2336134453781531,13.22016806722689
Netflix/genie,851,6.1045828437132812,9.8954171562867241
openss7/openss7,1107,2.7199638663053314,2.7542908762420972
stefan-niedermann/nextcloud-notes,84,8.8690476190476186,13.607142857142856
blakeohare/crayon,84,3.0238095238095228,5.3571428571428568
gama-platform/gama,1620,6.8901234567901248,12.896296296296292
batfish/batfish,3924,5.3598369011212954,13.447502548419969
HabitRPG/habitica-android,85,3.8941176470588239,7.447058823529412
arquivo/functional-tests,85,4.8941176470588257,8.4352941176470591
moonlight-stream/moonlight-android,85,6.3529411764705888,11.52941176470588
fr3ts0n/AndrOBD,85,4.6941176470588228,9.3058823529411754
spring-cloud/spring-cloud-sleuth,341,8.7507331378299149,13.721407624633432
henrichg/PhoneProfilesPlus,341,6.3607038123167152,11.551319648093841
wikimedia/apps-android-wikipedia,597,8.132328308207704,12.72026800670017
wordpress-mobile/WordPress-Android,597,9.750418760469012,17.837520938023449
mpi2/PhenotypeData,853,6.718640093786636,10.239155920281359
arnaudroger/SimpleFlatMapper,1365,4.0666666666666655,7.5641025641025648
kite9-org/k9,86,7.2441860465116275,11.186046511627907
BranchMetrics/Android-Deferred-Deep-Linking-SDK,86,5.2441860465116266,9.1511627906976738
mlhartme/stool,86,5.3488372093023262,9.8953488372093013
openbase/jul,342,4.47953216374269,7.2192982456140324
facebook/fbthrift,342,5.8304093567251467,10.064327485380119
RokKos/FRI_Programiranje,598,2.84448160535117,3.2090301003344481
wso2-extensions/identity-inbound-auth-oauth,599,8.8046744574290461,14.420701168614359
cacheflowe/haxademic,1111,5.9495949594959487,8.7668766876687663
eclipse/kapua,2647,4.9969777106157887,8.6048356630147325
apache/camel,16983,4.9801566272154449,8.4512159218041489
celandro/pokebattler-fight,89,5.7191011235955047,11.516853932584269
opensds/nbp,89,5.4269662921348312,8.7752808988764031
christian-schlichtherle/neuron-di,89,2.7640449438202248,4.4494382022471912
Squama/Master,601,7.8053244592346109,12.935108153078204
ccem-dev/otus-api,857,6.3675612602100351,8.9626604434072341
Sp2000/colplus-backend,857,5.6756126021003492,8.8903150525087469
TGAC/miso-lims,1113,6.6837376460017985,12.229110512129374
cisco-system-traffic-generator/trex-java-sdk,90,2.6555555555555554,5.4444444444444446
GridProtectionAlliance/gsf,91,3.8571428571428568,8.12087912087912
indeedeng/proctor,347,5.6657060518731983,10.706051873198845
HabitatMap/AirCastingAndroidClient,347,6.8270893371757939,10.172910662824208
web3j/web3j,603,3.8938640132669993,7.3266998341625182
md-5/jdk10,35419,3.63132781840254,6.7661424659081453
bitcoinj/bitcoinj,348,5.8017241379310347,10.017241379310343
steinarb/ukelonn,93,6.150537634408602,10.172043010752688
antest1/kcanotify,93,10.935483870967744,28.978494623655919
phenotips/patient-network,94,7.2978723404255312,13.521276595744684
JetBrains/intellij-sdk-docs,94,4.7127659574468082,6.1170212765957457
projectbuendia/buendia,94,6.5851063829787222,14.893617021276597
dolphin-emu/dolphin,94,6.4680851063829774,10.021276595744681
xwiki/xwiki-platform,4702,6.3785623139089722,11.247128881327093
twitter/finagle,95,3.6526315789473691,6.4315789473684211
jenkinsci/ec2-plugin,95,7.1157894736842096,12.400000000000002
siacs/Conversations,351,8.2991452991452981,14.752136752136749
wcm-io/wcm-io-tooling,96,5.510416666666667,9.9895833333333321
project-oak/hafnium-verification,352,1.9232954545454548,3.40340909090909
dzavalishin/phantomuserland,352,3.7443181818181834,6.357954545454545
intuit/QuickBooks-V3-Java-SDK,608,4.6184210526315788,9.6825657894736832
kontalk/androidclient,353,7.8073654390934859,14.073654390934836
Nastel/tnt4j-streams,353,5.9660056657223794,9.1246458923512783
stripe/stripe-java,609,4.6223316912972052,8.1018062397372752
lucee/Lucee,2401,5.8342357351103677,9.9600166597251167
itachi1706/CheesecakeUtilities,98,9.66326530612245,17.295918367346939
SLIBIO/SLib,98,5.1530612244897958,8.683673469387756
xenit-eu/dynamic-extensions-for-alfresco,354,4.5988700564971747,7.80225988700565
robolectric/robolectric,1378,6.40420899854862,11.997822931785183
FINRAOS/herd,1378,6.37953555878084,14.134978229317849
GreenDelta/olca-modules,1378,3.96008708272859,8.9179970972423774
redisson/redisson,1378,5.1763425253991295,8.8715529753265621
wso2/carbon-apimgt,1634,8.3035495716034315,13.157894736842096
SES-fortiss/SmartGridCoSimulation,1890,3.1751322751322761,7.6677248677248677
katsuster/ememu,99,2.484848484848484,2.7676767676767664
Tristan971/EasyFXML,99,5.9090909090909083,7.5555555555555554
klehmann/domino-jna,355,4.5070422535211279,10.357746478873239
adridadou/eth-propeller-core,100,4.55,6.2
digammas/damas,100,3.65,5.7399999999999984
dimagi/commcare-android,612,9.48202614379085,14.843137254901968
real-logic/simple-binary-encoding,101,5.1287128712871279,8.9009900990099
spinnaker/gate,101,5.326732673267327,8.2871287128712865
vespa-engine/vespa,7269,4.76241573806576,9.06231943871234
orgzly/orgzly-android,102,7.9901960784313735,14.686274509803921
authorjapps/zerocode,358,4.9916201117318435,8.03072625698324
Panda-Programming-Language/Panda,614,4.2866449511400662,5.8469055374592838
rsksmart/rskj,1126,6.3152753108348119,9.5186500888099488
otavanopisto/pyramus,1382,6.1816208393632444,11.707670043415334
aws/aws-sdk-java,67174,4.1057105427695113,5.012117783666306
esig/dss,1894,6.6631467793030588,12.237064413938757
google/or-tools,103,2.4951456310679609,6.1650485436893216
BiBiServ/bibigrid,103,4.9999999999999982,7.8737864077669926
ls1intum/ArTEMiS,359,7.1114206128133706,10.175487465181059
Adyen/adyen-java-api-library,615,2.5317073170731703,5.59349593495935
opendaylight/controller,1127,6.7160603371783489,13.156166814551902
dhis2/dhis2-android-sdk,1895,5.680738786279683,8.0575197889182064
ultraq/redhorizon,104,3.9999999999999991,6.3173076923076925
spinnaker/front50,104,6.0384615384615383,9.5
Bernardo-MG/tabletop-dice-java,104,5.865384615384615,7.6634615384615392
FirebaseExtended/flutterfire,104,4.9615384615384617,7.8461538461538458
manuel3108/Gleisbelegung,104,3.625,6.1634615384615392
ampproject/amphtml,104,4.1923076923076925,7.3557692307692308
DaveVoorhis/Relang,104,3.807692307692307,6.7211538461538458
REBOOTERS/AndroidAnimationExercise,360,6.5138888888888875,10.594444444444449
EgonOlsen71/basicv2,360,4.5111111111111111,7.4472222222222246
ProtocolSupport/ProtocolSupport,1128,5.086879432624114,8.031028368794324
GoogleCloudPlatform/cloud-opensource-java,105,6.1714285714285708,12.333333333333334
Albertus82/EarthquakeBulletin,105,6.4190476190476193,11.466666666666669
HubSpot/jinjava,361,4.53185595567867,7.7950138504155113
i-net-software/JWebAssembly,106,3.8867924528301896,7.5660377358490551
Free-Software-for-Android/AdAway,106,7.0754716981132066,12.311320754716981
edx/edx-app-android,618,7.1569579288025906,10.616504854368937
webfirmframework/wff,874,3.5617848970251735,6.3970251716247146
triplea-game/triplea,1642,6.5347137637027988,12.13093788063337
google/filament,107,2.6261682242990654,5.4579439252336446
beanshell/beanshell,107,3.4766355140186906,9.2149532710280386
Sriee/epi,107,1.3551401869158874,2.7196261682242975
tensorflow/examples,107,6.7196261682242966,12.841121495327101
facebook/infer,363,1.9283746556473831,3.3994490358126721
subes/invesdwin-util,619,4.4458804523424877,6.5702746365105007
calipho-sib/nextprot-api,1131,5.4067197170645427,8.5826702033598572
sk89q/CommandHelper,1131,4.44385499557913,10.513704686118482
GoogleCloudPlatform/professional-services,108,7.0925925925925934,12.064814814814817
youngmonkeys/ezyfox,1132,3.2261484098939954,5.2862190812720833
crate/crate,4204,6.9776403425309255,12.164605137963846
Longri/cachebox3.0,878,5.7665148063781313,8.7482915717539846
kkrull/javaspec,111,4.0810810810810807,6.7207207207207205
EpiCanard/GlobalMarketChest,111,6.4954954954954944,9.63063063063063
StepicOrg/stepik-android,111,6.2792792792792795,10.684684684684687
alibaba/easyexcel,367,4.9482288828337877,7.8065395095367851
jeremylong/DependencyCheck,367,6.0817438692098094,11.495912806539511
zoff99/ToxAndroidRefImpl,112,8.4910714285714288,19.107142857142858
OpenVidu/openvidu,112,6.7053571428571423,13.303571428571429
wcm-io/wcm-io-handler,368,6.8777173913043486,11.801630434782606
athrane/bassebombecraft,368,5.7119565217391317,9.4402173913043477
bg1bgst333/Sample,624,4.163461538461541,6.9887820512820564
ibissource/iaf,1136,6.2042253521126769,12.248239436619716
opendaylight/yangtools,2160,5.1666666666666679,9.6597222222222214
dart-lang/sdk,113,4.7433628318584091,10.5929203539823
igvteam/igv,881,5.7786606129398415,8.75255391600454
apache/sis,2161,6.6200832947709394,11.590467376214715
BrassGoggledCoders/SteamAgeRevolution,370,7.3648648648648631,8.6810810810810839
SiLeBAT/FSK-Lab,882,5.1780045351473909,12.655328798185939
actframework/actframework,1394,4.6427546628407486,6.2532281205165
ctripcorp/x-pipe,1906,5.9879328436516275,8.56505771248688
kriztan/Pix-Art-Messenger,371,8.1778975741239925,14.781671159029644
rundeck/rundeck,883,3.8221970554926372,5.8935447338618356
gatling/gatling,116,4.61206896551724,7.1637931034482767
linkedin/pinot,2676,6.4398355754858008,11.485799701046339
twitter/finatra,117,3.5384615384615383,6.4615384615384617
wcm-io/wcm-io-wcm,117,7.5641025641025639,12.384615384615383
maniero/SOpt,117,1.1709401709401708,1.3162393162393164
WNPRC-EHR-Services/wnprc-modules,373,5.2493297587131362,9.6997319034852545
UniTime/unitime,2421,6.4539446509706746,14.913258983890952
jenkinsci/kubernetes-plugin,118,8.4745762711864412,15.271186440677965
kubeflow/kfserving,118,5.1355932203389827,10.694915254237289
ontodev/robot,118,5.5593220338983045,9.7796610169491522
census-instrumentation/opencensus-java,630,6.5920634920634926,12.155555555555559
apache/helix,1142,6.5166374781085841,13.564798598949212
segler-alex/RadioDroid,119,7.697478991596638,13.235294117647056
moezbhatti/qksms,119,4.38655462184874,7.8067226890756309
KonkerLabs/konker-platform,631,8.2884310618066532,13.594294770206028
graknlabs/grakn,887,6.9177001127395688,13.303269447576092
GoogleCloudPlatform/gcp-token-broker,120,6.3416666666666668,8.95
Jasig/NotificationPortlet,120,5.2166666666666659,10.1
DBCG/cqf-ruler,120,6.7833333333333341,12.258333333333336
phac-nml/irida,888,9.0292792792792866,14.353603603603602
CCAFS/MARLO,2680,4.7496268656716421,8.8477611940298519
firebirdberlin/nightdream,121,8.1074380165289259,15.264462809917354
jitsi/jitsi-videobridge,121,7.1652892561983466,7.4297520661157037
openmicroscopy/openmicroscopy,121,8.49586776859504,27.7190082644628
scala/scala,121,1.5289256198347108,2.5785123966942152
Neamar/KISS,122,6.721311475409836,11.237704918032787
automatictester/lightning,122,4.6311475409836058,6.8524590163934427
google/tink,378,5.6455026455026456,10.783068783068783
spring-cloud/spring-cloud-gcp,634,6.6845425867507888,11.615141955835961
axelor/axelor-business-suite,1402,9.7475035663338048,14.677603423680457
spring-projects/spring-framework,6778,5.7443198583652944,9.9555916199468886
McLeodMoores/starling,11642,7.2233293248582626,13.121027314894357
jpschewe/fll-sw,379,8.0897097625329835,15.709762532981525
batazor/MyExampleAndExperiments,379,3.6860158311345637,5.430079155672825
UH-StudentServices/mystudies-myteaching-backend,635,6.2188976377952754,9.3511811023622045
bengtmartensson/harctoolboxbundle,124,5.346774193548387,10.596774193548388
TheBusyBiscuit/Slimefun4,380,6.5921052631578947,13.055263157894736
bcvsolutions/CzechIdMng,2428,9.13920922570017,15.651976935749587
Ruben-Sten/TeXiFy-IDEA,125,4.808,6.536
opencadc/caom2db,125,7.1840000000000011,14.512
ctripcorp/apollo,637,6.5510204081632626,10.436420722135008
kieker-monitoring/kieker,1405,4.7772241992882565,7.606405693950177
kaltura/KalturaGeneratedAPIClientsJava,1405,4.1295373665480408,4.9793594306049815
splicemachine/spliceengine,4221,6.1080312722103765,9.8199478796493818
camunda/camunda-bpm-platform,6781,5.4503760507299788,9.5298628520867013
bbxyard/bbxyard,382,4.005235602094241,5.6989528795811513
dataloom/conductor-client,382,6.4502617801047091,9.69633507853403
google/closure-compiler,1150,4.80521739130435,9.8626086956521739
InnovateUKGitHub/innovation-funding-service,5246,8.0676706061761436,11.90354555852077
didi/DoraemonKit,639,5.3505477308294207,8.65414710485133
jamorham/xDrip-plus,895,5.6413407821229038,12.5050279329609
iterate-ch/cyberduck,2943,5.7672443085287153,11.2986748216106
wellenvogel/avnav,128,5.1640625,9.8984375
arcyfelix/Courses,128,2.3828124999999996,4.9062499999999991
tuomount/Open-Realms-of-Stars,384,3.296875,9.9895833333333321
curioswitch/curiostack,384,6.6536458333333339,11.2265625
JetBrains/xodus,640,3.4578124999999997,5.3640624999999975
NYRDS/pixel-dungeon-remix,896,6.568080357142855,10.109374999999996
codenvy/che,1920,6.6927083333333348,12.675000000000002
orioncode/orionplatform,2432,3.2306743421052619,4.6640624999999973
nginx/unit,129,3.9689922480620154,9.1085271317829442
mcMMO-Dev/mcMMO,385,6.7766233766233777,9.24935064935065
apache/incubator-trafodion,641,4.9797191887675512,10.262090483619344
folio-org/okapi,130,5.7923076923076922,11.446153846153848
CreativeMD/LittleTiles,386,10.272020725388602,14.813471502590676
SEARCH-NCJIS/nibrs,386,5.3160621761658042,11.313471502590675
sleuthkit/autopsy,1410,7.0581560283687965,13.784397163120566
metatron-app/metatron-discovery,1410,6.0943262411347519,9.83829787234042
yahoo/pulsar,1666,7.295918367346939,13.705282112845129
pinterest/secor,131,6.1297709923664119,10.465648854961831
nidi3/graphviz-java,131,3.6488549618320603,5.84732824427481
HubSpot/Singularity,643,6.7200622083981347,13.303265940902026
belaban/JGroups,643,5.6111975116640718,9.5505443234836722
CylonicRaider/Instant,132,3.1969696969696964,7.28030303030303
fabric8io/kubernetes-client,644,5.641304347826086,11.874223602484474
facebook/fresco,900,6.21666666666667,9.8166666666666647
mupen64plus-ae/mupen64plus-ae,133,8.57142857142857,14.902255639097749
tavultesoft/keymanweb,133,6.5338345864661642,13.293233082706767
GoogleCloudPlatform/storage-sdrs,133,5.5639097744360893,9.8345864661654154
Mashape/unirest-java,133,3.9548872180451133,6.458646616541353
langurmonkey/gaiasky,645,6.1441860465116278,9.8945736434108547
saalfeldlab/template-building,134,10.955223880597014,18.880597014925371
lanhuaguizha/Christian,134,6.30597014925373,9.32089552238806
blackducksoftware/hub-common,134,6.85820895522388,10.8955223880597
korpling/ANNIS,390,6.6487179487179482,13.484615384615385
lagom/lagom,390,4.7333333333333343,6.9487179487179489
bedatadriven/renjin,1414,4.38118811881188,6.874823196605373
yamstudio/leetcode,135,1.0148148148148148,1.874074074074074
oliexdev/openScale,135,7.5629629629629616,12.066666666666666
ineiti/cothorities,135,5.2,8.8444444444444468
flutter/engine,135,6.7111111111111095,11.451851851851853
yahoo/athenz,647,4.8315301391035561,8.0092735703245772
Aquerr/EagleFactions,136,9.5,13.161764705882351
kythe/kythe,136,6.375,14.0
ligoj/bootstrap,392,5.4719387755102025,8.8265306122448965
jooby-project/jooby,648,4.3348765432098757,9.1172839506172849
DeviceConnect/DeviceConnect-Android,1160,5.7629310344827562,10.058620689655179
wildfly/wildfly,8840,6.09049773755657,11.012217194570141
msaperst/selenified,137,5.2554744525547434,8.0656934306569337
dadoonet/fscrawler,137,5.3722627737226283,9.8248175182481763
Nincodedo/Ninbot,137,6.2262773722627731,8.5328467153284677
triathematician/blaisemath,393,4.5877862595419856,7.1526717557251915
estatio/estatio,2441,7.5354362965997534,12.3039737812372
Kotori316/QuarryPlus,138,10.971014492753625,16.905797101449277
zsmartsystems/com.zsmartsystems.zigbee,1674,3.1356033452807655,5.92174432497013
wso2-extensions/identity-inbound-auth-saml,139,10.690647482014388,18.402877697841721
gravitee-io/gravitee-gateway,395,5.7620253164556985,8.49873417721519
TEAMMATES/teammates,651,5.3379416282642094,9.9493087557603666
jcryptool/crypto,1163,4.7944969905417052,8.8813413585554635
pravega/pravega,1419,7.89711064129669,15.759689922480623
wso2/siddhi,908,6.1806167400881051,9.5737885462555052
wso2/product-ei,1676,8.0602625298329347,12.413484486873505
Alluxio/alluxio,1932,7.3343685300207042,13.107660455486542
structr/structr,1932,6.2707039337474164,10.671325051759833
telefonicaid/fiware-cygnus,141,6.8368794326241122,12.921985815602834
kbase/njs_wrapper,141,4.9219858156028371,12.120567375886527
dreamhead/moco,397,4.4282115869017611,8.46851385390428
spinnaker/halyard,1165,5.60429184549356,8.0231759656652351
Aptoide/aptoide-client-v8,1165,6.8575107296137352,10.006866952789702
xwiki/xwiki-commons,1421,4.6980999296270252,8.40816326530612
xuxueli/xxl-job,142,5.0985915492957732,7.3380281690140849
testcontainers/testcontainers-java,398,5.3844221105527641,8.3190954773869343
mercadopago/px-android,910,5.706593406593405,9.1890109890109848
aterai/java-swing-tips,910,4.7747252747252737,7.7142857142857109
line/armeria,1678,6.4773539928486272,11.888557806912992
tensorflow/tensorflow,143,4.5594405594405591,8.8951048951048968
KDE/kdeconnect-android,143,7.6083916083916066,13.860139860139862
ligoj/plugin-prov,143,7.2237762237762233,13.825174825174823
breadwallet/breadwallet-android,143,8.0769230769230766,12.559440559440556
google/guava,2959,4.6441365326123689,10.078404866508956
consulo/consulo,12943,6.7558525844085509,9.88302557366916
wcm-io/wcm-io-testing,144,6.2291666666666661,11.583333333333332
bradyhouse/house,144,3.576388888888888,7.2777777777777786
Senspark/ee-x,144,5.1666666666666661,9.65277777777778
spring-cloud/spring-cloud-dataflow,656,7.32164634146341,12.573170731707314
dzhw/metadatamanagement,656,7.3795731707317067,11.399390243902438
sirixdb/sirix,912,7.0767543859649118,11.837719298245613
molgenis/molgenis,2448,6.5085784313725483,12.281045751633977
industrial-data-space/trusted-connector,145,5.406896551724139,9.2206896551724142
venkatramanm/swf-all,401,5.4763092269326679,8.780548628428928
javamelody/javamelody,401,5.44139650872818,13.142144638403995
micrometer-metrics/micrometer,657,5.2465753424657535,7.9482496194824961
grpc/grpc-java,913,6.7426067907995622,16.67688937568456
VoIPGRID/vialer-android,146,5.3561643835616426,9.2534246575342465
indy256/codelibrary,146,1.6232876712328774,1.7123287671232874
ccomeaux/boardgamegeek4android,146,8.3561643835616444,13.801369863013697
IntellectualSites/PlotSquared,402,6.4402985074626846,11.955223880597012
BorderTech/wcomponents,1170,3.4641025641025678,8.7547008547008556
gbif/crawler,147,7.727891156462583,12.006802721088436
cucumber/cucumber,147,2.9455782312925165,6.4489795918367321
conveyal/gtfs-lib,147,4.9387755102040813,9.5986394557823136
biblelamp/JavaExercises,659,1.95751138088012,3.1487101669195745
Azure/azure-sdk-for-java,45203,3.720615888325983,6.5145454947680452
ZFGCCP/ZFGC3,404,4.5519801980198027,6.6064356435643568
Library-of-Kaeon/Library-of-Kaeon,404,3.7004950495049518,5.1113861386138622
raydac/netbeans-mmd-plugin,404,7.5767326732673261,14.638613861386135
authlete/authlete-java-common,149,1.6644295302013423,3.4026845637583896
naver/pinpoint,4501,4.3961341924016875,7.6029771161964
pgentile/zucchini-ui,150,3.9133333333333331,5.9733333333333345
square/okhttp,150,6.24,14.200000000000003
spotify/scio,150,8.3933333333333326,16.186666666666667
nielsbasjes/yauaa,150,4.6199999999999992,10.993333333333336
bhecquet/seleniumRobot,406,7.5763546798029529,13.1256157635468
yangfuhai/jboot,406,3.8300492610837438,5.1231527093596068
BrunoEberhard/minimal-j,662,4.31570996978852,7.4984894259818722
ppatierno/kaas,662,7.6993957703927514,17.178247734138978
3dcitydb/importer-exporter,1174,5.43526405451448,10.784497444633732
actiontech/dble,1174,6.1669505962521276,8.8977853492333931
freefair/gradle-plugins,151,5.258278145695364,7.7086092715231782
