y2019_ccp_by_10,mean,std,count
"(0.0614, 0.0989]",50.96031746031746,125.74185060172594,756
"(0.0989, 0.133]",57.86754966887417,117.92918543969799,755
"(0.133, 0.166]",67.47089947089947,191.84398448694094,756
"(0.166, 0.197]",76.7001321003963,167.00402733313098,757
"(0.197, 0.229]",86.73076923076923,171.3183253104865,754
"(0.229, 0.268]",131.6984126984127,470.5805337303636,756
"(0.268, 0.317]",109.10596026490066,259.61075618259986,755
"(0.317, 0.39]",121.78071334214003,219.3777262403591,757
