count,ccp_avg,ccp_std,low_quality_avg,not_low_quality_avg,low_quality_std,not_low_quality_std,low_quality_cnt,not_low_quality_cnt,technical_debt_avg,not_technical_debt_avg,technical_debt_std,not_technical_debt_std,technical_debt_cnt,not_technical_debt_cnt,code_smell_avg,not_code_smell_avg,code_smell_std,not_code_smell_std,code_smell_cnt,not_code_smell_cnt,swearing_avg,not_swearing_avg,swearing_std,not_swearing_std,swearing_cnt,not_swearing_cnt,function_avg,not_function_avg,function_std,not_function_std,function_cnt,not_function_cnt,algorithm_avg,not_algorithm_avg,algorithm_std,not_algorithm_std,algorithm_cnt,not_algorithm_cnt,singelton_avg,not_singelton_avg,singelton_std,not_singelton_std,singelton_cnt,not_singelton_cnt
21003074,0.119641669,0.271836988,0.703540405,0.119638944,0.354247571,0.27183363,98,21002976,0.256967665,0.119636549,0.318461861,0.271833817,783,21002291,0.303567276,0.119637571,0.323921839,0.271834339,468,21002606,0.201508094,0.118885309,0.351813519,0.27087275,192270,20810804,0.266963444,0.110765708,0.354354596,0.263430794,1193503,19809571,0.127128694,0.119616839,0.265001908,0.271859033,69424,20933650,0.06703558,0.119641752,0.172228051,0.271837111,33,21003041
