repos,low_quality_avg,not_low_quality_avg,low_quality_std,not_low_quality_std,low_quality_cnt,not_low_quality_cnt,hot_spot_avg,not_hot_spot_avg,hot_spot_std,not_hot_spot_std,hot_spot_cnt,not_hot_spot_cnt,technical_debt_avg,not_technical_debt_avg,technical_debt_std,not_technical_debt_std,technical_debt_cnt,not_technical_debt_cnt,code_smell_avg,not_code_smell_avg,code_smell_std,not_code_smell_std,code_smell_cnt,not_code_smell_cnt,swearing_avg,not_swearing_avg,swearing_std,not_swearing_std,swearing_cnt,not_swearing_cnt,function_avg,not_function_avg,function_std,not_function_std,function_cnt,not_function_cnt,algorithm_avg,not_algorithm_avg,algorithm_std,not_algorithm_std,algorithm_cnt,not_algorithm_cnt,singelton_avg,not_singelton_avg,singelton_std,not_singelton_std,singelton_cnt,not_singelton_cnt
7557,0.381311502,0.20560845,0.115178571,0.11340698,2,7555,0.334134445,0.205620938,0.142410131,0.113419638,2,7555,0.234240132,0.205636025,0.097444277,0.113448724,5,7552,0.24781542,0.205565497,0.100015161,0.113451705,16,7541,0.238646971,0.181093716,0.112850458,0.107495658,3225,4332,0.221567023,0.162535342,0.111480435,0.107328543,5520,2037,0.258237345,0.200109031,0.113940625,0.111959953,721,6836,,0.20565495,,0.113435726,0,7557
