d_status,tfdd_events,repositories,leavers,commits_diff_1_months_avg,commits_rel_diff_1_months_avg,bug_hits_diff_1_months_avg,bug_hits_rel_diff_1_months_avg,bug_ratio_1_months_avg,bug_ratio_rel_diff_1_months_avg,refactor_diff_1_months_avg,refactor_rel_diff_1_months_avg,commits_diff_3_months_avg,commits_rel_diff_3_months_avg,bug_hits_diff_3_months_avg,bug_hits_rel_diff_3_months_avg,bug_ratio_3_months_avg,bug_ratio_rel_diff_3_months_avg,refactor_diff_3_months_avg,refactor_rel_diff_3_months_avg,commits_diff_6_months_avg,commits_rel_diff_6_months_avg,bug_hits_6_diff_months_avg,bug_hits_rel_diff_6_months_avg,bug_ratio_6_months_avg,bug_ratio_rel_diff_6_months_avg,refactor_diff_6_months_avg,refactor_rel_diff_6_months_avg,commits_diff_12_months_avg,commits_rel_diff_12_months_avg,bug_hits_diff_12_months_avg,bug_hits_rel_diff_12_months_avg,bug_ratio_12_months_avg,bug_ratio_rel_diff_12_months_avg,refactor_diff_12_months_avg,refactor_rel_diff_12_months_avg
Non-surviving,51,42,51,-4.921568627450981,0.16419521048861152,-2.0,-0.036494337134645095,-0.03265832222208954,-0.0463085322739206,-1.4313725490196079,-0.00584045584045579,-22.725490196078432,0.19945575100739973,-7.098039215686274,0.15810483345387652,-0.011680031868142482,0.0021048736223832497,-4.03921568627451,-0.1614378564091533,-91.50980392156863,-0.031719660817910895,-20.84313725490196,0.00686317310653286,-4.556823049812513E-5,0.08527413365543936,-9.980392156862745,0.38962257717382637,-231.54901960784315,-0.0896476777185001,-51.627450980392155,-0.08359410176084746,0.0011778018509423119,0.08060334701955563,-22.784313725490197,0.5219939970987172
Surviving,34,26,33,0.4117647058823529,0.4180285483974591,-0.7058823529411765,0.5245975230568751,-0.003452738798575332,0.20497600377492683,0.5588235294117647,0.916215574548908,1.6470588235294117,0.5129187733727281,0.058823529411764705,1.1209793508156127,0.009425196298620112,0.17050180551045066,1.3235294117647058,2.2094360186465445,26.147058823529413,0.3649075999026941,5.176470588235294,0.5826113144076938,0.012527458107605187,0.10539541687771209,6.0,1.662657742639484,83.29411764705883,0.5697726619870629,20.147058823529413,0.789974441085589,0.01699882326526017,0.11054498345547271,9.676470588235293,1.891714528363967
